,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RELIGION_10_NAME,OBS_VALUE
0,2021,E02000959,2021 super output areas - middle layer,152,Total: All usual residents,7865
1,2021,E02000959,2021 super output areas - middle layer,152,No religion,2423
2,2021,E02000959,2021 super output areas - middle layer,152,Christian,3495
3,2021,E02000959,2021 super output areas - middle layer,152,Buddhist,42
4,2021,E02000959,2021 super output areas - middle layer,152,Hindu,144
5,2021,E02000959,2021 super output areas - middle layer,152,Jewish,15
6,2021,E02000959,2021 super output areas - middle layer,152,Muslim,1158
7,2021,E02000959,2021 super output areas - middle layer,152,Sikh,21
8,2021,E02000959,2021 super output areas - middle layer,152,Other religion,36
9,2021,E02000959,2021 super output areas - middle layer,152,Not answered,531
10,2021,E02007083,2021 super output areas - middle layer,152,Total: All usual residents,7712
11,2021,E02007083,2021 super output areas - middle layer,152,No religion,2977
12,2021,E02007083,2021 super output areas - middle layer,152,Christian,2773
13,2021,E02007083,2021 super output areas - middle layer,152,Buddhist,93
14,2021,E02007083,2021 super output areas - middle layer,152,Hindu,152
15,2021,E02007083,2021 super output areas - middle layer,152,Jewish,42
16,2021,E02007083,2021 super output areas - middle layer,152,Muslim,968
17,2021,E02007083,2021 super output areas - middle layer,152,Sikh,26
18,2021,E02007083,2021 super output areas - middle layer,152,Other religion,67
19,2021,E02007083,2021 super output areas - middle layer,152,Not answered,614
20,2021,E02007084,2021 super output areas - middle layer,152,Total: All usual residents,9890
21,2021,E02007084,2021 super output areas - middle layer,152,No religion,2980
22,2021,E02007084,2021 super output areas - middle layer,152,Christian,4240
23,2021,E02007084,2021 super output areas - middle layer,152,Buddhist,74
24,2021,E02007084,2021 super output areas - middle layer,152,Hindu,88
25,2021,E02007084,2021 super output areas - middle layer,152,Jewish,21
26,2021,E02007084,2021 super output areas - middle layer,152,Muslim,1678
27,2021,E02007084,2021 super output areas - middle layer,152,Sikh,20
28,2021,E02007084,2021 super output areas - middle layer,152,Other religion,45
29,2021,E02007084,2021 super output areas - middle layer,152,Not answered,744
30,2021,E02000960,2021 super output areas - middle layer,152,Total: All usual residents,6155
31,2021,E02000960,2021 super output areas - middle layer,152,No religion,1642
32,2021,E02000960,2021 super output areas - middle layer,152,Christian,1977
33,2021,E02000960,2021 super output areas - middle layer,152,Buddhist,101
34,2021,E02000960,2021 super output areas - middle layer,152,Hindu,326
35,2021,E02000960,2021 super output areas - middle layer,152,Jewish,596
36,2021,E02000960,2021 super output areas - middle layer,152,Muslim,807
37,2021,E02000960,2021 super output areas - middle layer,152,Sikh,33
38,2021,E02000960,2021 super output areas - middle layer,152,Other religion,117
39,2021,E02000960,2021 super output areas - middle layer,152,Not answered,556
40,2021,E02000961,2021 super output areas - middle layer,152,Total: All usual residents,9814
41,2021,E02000961,2021 super output areas - middle layer,152,No religion,2369
42,2021,E02000961,2021 super output areas - middle layer,152,Christian,3077
43,2021,E02000961,2021 super output areas - middle layer,152,Buddhist,125
44,2021,E02000961,2021 super output areas - middle layer,152,Hindu,209
45,2021,E02000961,2021 super output areas - middle layer,152,Jewish,729
46,2021,E02000961,2021 super output areas - middle layer,152,Muslim,2196
47,2021,E02000961,2021 super output areas - middle layer,152,Sikh,7
48,2021,E02000961,2021 super output areas - middle layer,152,Other religion,105
49,2021,E02000961,2021 super output areas - middle layer,152,Not answered,997
50,2021,E02000962,2021 super output areas - middle layer,152,Total: All usual residents,7704
51,2021,E02000962,2021 super output areas - middle layer,152,No religion,1820
52,2021,E02000962,2021 super output areas - middle layer,152,Christian,2513
53,2021,E02000962,2021 super output areas - middle layer,152,Buddhist,95
54,2021,E02000962,2021 super output areas - middle layer,152,Hindu,437
55,2021,E02000962,2021 super output areas - middle layer,152,Jewish,546
56,2021,E02000962,2021 super output areas - middle layer,152,Muslim,1287
57,2021,E02000962,2021 super output areas - middle layer,152,Sikh,35
58,2021,E02000962,2021 super output areas - middle layer,152,Other religion,67
59,2021,E02000962,2021 super output areas - middle layer,152,Not answered,904
60,2021,E02000963,2021 super output areas - middle layer,152,Total: All usual residents,10522
61,2021,E02000963,2021 super output areas - middle layer,152,No religion,2159
62,2021,E02000963,2021 super output areas - middle layer,152,Christian,4008
63,2021,E02000963,2021 super output areas - middle layer,152,Buddhist,85
64,2021,E02000963,2021 super output areas - middle layer,152,Hindu,50
65,2021,E02000963,2021 super output areas - middle layer,152,Jewish,73
66,2021,E02000963,2021 super output areas - middle layer,152,Muslim,3282
67,2021,E02000963,2021 super output areas - middle layer,152,Sikh,7
68,2021,E02000963,2021 super output areas - middle layer,152,Other religion,61
69,2021,E02000963,2021 super output areas - middle layer,152,Not answered,797
70,2021,E02000964,2021 super output areas - middle layer,152,Total: All usual residents,12140
71,2021,E02000964,2021 super output areas - middle layer,152,No religion,2693
72,2021,E02000964,2021 super output areas - middle layer,152,Christian,4929
73,2021,E02000964,2021 super output areas - middle layer,152,Buddhist,106
74,2021,E02000964,2021 super output areas - middle layer,152,Hindu,96
75,2021,E02000964,2021 super output areas - middle layer,152,Jewish,99
76,2021,E02000964,2021 super output areas - middle layer,152,Muslim,3138
77,2021,E02000964,2021 super output areas - middle layer,152,Sikh,9
78,2021,E02000964,2021 super output areas - middle layer,152,Other religion,87
79,2021,E02000964,2021 super output areas - middle layer,152,Not answered,983
80,2021,E02000965,2021 super output areas - middle layer,152,Total: All usual residents,7876
