,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARER_7_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,9673
1,2021,E02002483,2021 super output areas - middle layer,152,Provides no unpaid care,8722
2,2021,E02002483,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,406
3,2021,E02002483,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,284
4,2021,E02002483,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,122
5,2021,E02002483,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,218
6,2021,E02002483,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,102
7,2021,E02002483,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,116
8,2021,E02002483,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,327
9,2021,E02002484,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,9616
10,2021,E02002484,2021 super output areas - middle layer,152,Provides no unpaid care,8517
11,2021,E02002484,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,345
12,2021,E02002484,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,224
13,2021,E02002484,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,121
14,2021,E02002484,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,345
15,2021,E02002484,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,128
16,2021,E02002484,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,217
17,2021,E02002484,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,409
18,2021,E02002485,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,7514
19,2021,E02002485,2021 super output areas - middle layer,152,Provides no unpaid care,6608
20,2021,E02002485,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,271
21,2021,E02002485,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,167
22,2021,E02002485,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,104
23,2021,E02002485,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,261
24,2021,E02002485,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,116
25,2021,E02002485,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,145
26,2021,E02002485,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,374
27,2021,E02002489,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,6764
28,2021,E02002489,2021 super output areas - middle layer,152,Provides no unpaid care,6052
29,2021,E02002489,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,254
30,2021,E02002489,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,165
31,2021,E02002489,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,89
32,2021,E02002489,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,213
33,2021,E02002489,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,102
34,2021,E02002489,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,111
35,2021,E02002489,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,245
36,2021,E02002490,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,5445
37,2021,E02002490,2021 super output areas - middle layer,152,Provides no unpaid care,4864
38,2021,E02002490,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,220
39,2021,E02002490,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,135
40,2021,E02002490,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,85
41,2021,E02002490,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,156
42,2021,E02002490,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,60
43,2021,E02002490,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,96
44,2021,E02002490,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,205
45,2021,E02002491,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,6132
46,2021,E02002491,2021 super output areas - middle layer,152,Provides no unpaid care,5411
47,2021,E02002491,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,218
48,2021,E02002491,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,139
49,2021,E02002491,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,79
50,2021,E02002491,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,222
51,2021,E02002491,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,89
52,2021,E02002491,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,133
53,2021,E02002491,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,281
54,2021,E02002492,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,6391
55,2021,E02002492,2021 super output areas - middle layer,152,Provides no unpaid care,5687
56,2021,E02002492,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,230
57,2021,E02002492,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,125
58,2021,E02002492,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,105
59,2021,E02002492,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,182
60,2021,E02002492,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,76
61,2021,E02002492,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,106
62,2021,E02002492,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,292
63,2021,E02002493,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,6442
64,2021,E02002493,2021 super output areas - middle layer,152,Provides no unpaid care,5747
65,2021,E02002493,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,319
66,2021,E02002493,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,229
67,2021,E02002493,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,90
68,2021,E02002493,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,154
69,2021,E02002493,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,72
