,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_EASTAT_20_NAME,OBS_VALUE
0,2021,E02000800,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,5
1,2021,E02000800,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,2
2,2021,E02000800,2021 super output areas - middle layer,152,Economically active and a full-time student: Unemployed,11
3,2021,E02000800,2021 super output areas - middle layer,152,Economically inactive,1558
4,2021,E02000800,2021 super output areas - middle layer,152,Economically inactive: Retired,774
5,2021,E02000800,2021 super output areas - middle layer,152,Economically inactive: Student,255
6,2021,E02000800,2021 super output areas - middle layer,152,Economically inactive: Looking after home or family,236
7,2021,E02000800,2021 super output areas - middle layer,152,Economically inactive: Long-term sick or disabled,166
8,2021,E02000800,2021 super output areas - middle layer,152,Economically inactive: Other,127
9,2021,E02000801,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5614
10,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students),3758
11,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment,3574
12,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment:Employee,2755
13,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Employee: Part-time,535
14,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Employee: Full-time,2220
15,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment:Self-employed with employees,106
16,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,26
17,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,80
18,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment:Self-employed without employees,713
19,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,362
20,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,351
21,2021,E02000801,2021 super output areas - middle layer,152,Economically active (excluding full-time students): Unemployed,184
22,2021,E02000801,2021 super output areas - middle layer,152,Economically active and a full-time student,110
23,2021,E02000801,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment,87
24,2021,E02000801,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Employee,75
25,2021,E02000801,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Employee: Part-time,57
26,2021,E02000801,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Employee: Full-time,18
27,2021,E02000801,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Self-employed with employees,1
28,2021,E02000801,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
29,2021,E02000801,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,1
