,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGEARRUK_18_NAME,OBS_VALUE
0,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,29
1,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,75
2,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,118
3,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,357
4,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,291
5,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,337
6,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,77
7,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,2
8,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,8
9,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,0
10,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
11,2021,E02004882,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
12,2021,E02004883,2021 super output areas - middle layer,152,Total: All usual residents,6246
13,2021,E02004883,2021 super output areas - middle layer,152,Born in the UK,5908
14,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK,338
15,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,57
16,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,23
17,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,10
18,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,35
19,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,2
20,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,18
21,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,18
22,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,65
23,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,50
24,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,53
25,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,6
26,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,0
27,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,1
28,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,0
29,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
30,2021,E02004883,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
31,2021,E02004884,2021 super output areas - middle layer,152,Total: All usual residents,10373
32,2021,E02004884,2021 super output areas - middle layer,152,Born in the UK,8182
33,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK,2191
34,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,205
35,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,71
36,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,41
37,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,91
38,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,14
39,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,50
40,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,151
41,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,528
42,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,445
43,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,479
44,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,95
45,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,13
46,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,6
47,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,2
48,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
49,2021,E02004884,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
50,2021,E02004885,2021 super output areas - middle layer,152,Total: All usual residents,8581
51,2021,E02004885,2021 super output areas - middle layer,152,Born in the UK,7468
52,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK,1113
53,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,143
54,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,49
55,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,33
56,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,64
57,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,9
58,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,34
59,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,62
60,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,219
61,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,204
62,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,236
63,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,44
64,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,6
65,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,9
66,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,1
67,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
68,2021,E02004885,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
69,2021,E02004886,2021 super output areas - middle layer,152,Total: All usual residents,6661
70,2021,E02004886,2021 super output areas - middle layer,152,Born in the UK,6208
71,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK,453
72,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,79
73,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,42
74,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,11
75,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,28
76,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,8
77,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,12
78,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,20
79,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,87
80,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,54
81,2021,E02004886,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,75
