,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHCOMP_15_NAME,OBS_VALUE
0,2021,E02003647,2021 super output areas - middle layer,152,One-person household: Aged 66 years and over,607
1,2021,E02003647,2021 super output areas - middle layer,152,One-person household: Other,967
2,2021,E02003647,2021 super output areas - middle layer,152,Single family household,2758
3,2021,E02003647,2021 super output areas - middle layer,152,Single family household: All aged 66 years and over,299
4,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple,1284
5,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: No children,425
6,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: Dependent children,641
7,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: All children non-dependent,218
8,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family,648
9,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: No children,360
10,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: With dependent children,263
11,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: All children non-dependent,25
12,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Lone parent family,469
13,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Lone parent family: With dependent children,291
14,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Lone parent family: All children non-dependent,178
15,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Other single family household,58
16,2021,E02003647,2021 super output areas - middle layer,152,Single family household: Other single family household: Other family composition,58
17,2021,E02003647,2021 super output areas - middle layer,152,Other household types,293
18,2021,E02003647,2021 super output areas - middle layer,152,Other household types: With dependent children,125
19,2021,E02003647,2021 super output areas - middle layer,152,"Other household types: Other, including all full-time students and all aged 66 years and over",168
20,2021,E02003648,2021 super output areas - middle layer,152,Total: All households,2282
21,2021,E02003648,2021 super output areas - middle layer,152,One-person household,674
22,2021,E02003648,2021 super output areas - middle layer,152,One-person household: Aged 66 years and over,299
23,2021,E02003648,2021 super output areas - middle layer,152,One-person household: Other,375
24,2021,E02003648,2021 super output areas - middle layer,152,Single family household,1448
25,2021,E02003648,2021 super output areas - middle layer,152,Single family household: All aged 66 years and over,146
26,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple,639
27,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: No children,190
28,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: Dependent children,318
29,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: All children non-dependent,131
30,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family,263
31,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: No children,107
32,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: With dependent children,131
33,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: All children non-dependent,25
34,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Lone parent family,382
35,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Lone parent family: With dependent children,248
36,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Lone parent family: All children non-dependent,134
37,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Other single family household,18
38,2021,E02003648,2021 super output areas - middle layer,152,Single family household: Other single family household: Other family composition,18
39,2021,E02003648,2021 super output areas - middle layer,152,Other household types,160
40,2021,E02003648,2021 super output areas - middle layer,152,Other household types: With dependent children,82
41,2021,E02003648,2021 super output areas - middle layer,152,"Other household types: Other, including all full-time students and all aged 66 years and over",78
42,2021,E02003649,2021 super output areas - middle layer,152,Total: All households,2823
43,2021,E02003649,2021 super output areas - middle layer,152,One-person household,741
44,2021,E02003649,2021 super output areas - middle layer,152,One-person household: Aged 66 years and over,354
45,2021,E02003649,2021 super output areas - middle layer,152,One-person household: Other,387
46,2021,E02003649,2021 super output areas - middle layer,152,Single family household,1946
47,2021,E02003649,2021 super output areas - middle layer,152,Single family household: All aged 66 years and over,377
48,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple,1007
49,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: No children,377
50,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: Dependent children,414
51,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: All children non-dependent,216
52,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family,292
53,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: No children,148
54,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: With dependent children,130
55,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: All children non-dependent,14
56,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Lone parent family,254
57,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Lone parent family: With dependent children,116
58,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Lone parent family: All children non-dependent,138
59,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Other single family household,16
60,2021,E02003649,2021 super output areas - middle layer,152,Single family household: Other single family household: Other family composition,16
61,2021,E02003649,2021 super output areas - middle layer,152,Other household types,136
62,2021,E02003649,2021 super output areas - middle layer,152,Other household types: With dependent children,62
63,2021,E02003649,2021 super output areas - middle layer,152,"Other household types: Other, including all full-time students and all aged 66 years and over",74
64,2021,E02003650,2021 super output areas - middle layer,152,Total: All households,3028
65,2021,E02003650,2021 super output areas - middle layer,152,One-person household,797
66,2021,E02003650,2021 super output areas - middle layer,152,One-person household: Aged 66 years and over,457
67,2021,E02003650,2021 super output areas - middle layer,152,One-person household: Other,340
68,2021,E02003650,2021 super output areas - middle layer,152,Single family household,2083
69,2021,E02003650,2021 super output areas - middle layer,152,Single family household: All aged 66 years and over,498
70,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple,1048
71,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: No children,433
72,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: Dependent children,401
73,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: All children non-dependent,214
74,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family,292
75,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: No children,162
76,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: With dependent children,107
77,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: All children non-dependent,23
78,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Lone parent family,235
79,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Lone parent family: With dependent children,122
80,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Lone parent family: All children non-dependent,113
81,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Other single family household,10
82,2021,E02003650,2021 super output areas - middle layer,152,Single family household: Other single family household: Other family composition,10
83,2021,E02003650,2021 super output areas - middle layer,152,Other household types,148
84,2021,E02003650,2021 super output areas - middle layer,152,Other household types: With dependent children,67
85,2021,E02003650,2021 super output areas - middle layer,152,"Other household types: Other, including all full-time students and all aged 66 years and over",81
86,2021,E02003651,2021 super output areas - middle layer,152,Total: All households,2990
87,2021,E02003651,2021 super output areas - middle layer,152,One-person household,794
88,2021,E02003651,2021 super output areas - middle layer,152,One-person household: Aged 66 years and over,458
89,2021,E02003651,2021 super output areas - middle layer,152,One-person household: Other,336
90,2021,E02003651,2021 super output areas - middle layer,152,Single family household,2062
91,2021,E02003651,2021 super output areas - middle layer,152,Single family household: All aged 66 years and over,423
92,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple,984
93,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: No children,354
94,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: Dependent children,454
95,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: All children non-dependent,176
96,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family,347
97,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: No children,178
98,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: With dependent children,139
99,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: All children non-dependent,30
100,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Lone parent family,289
101,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Lone parent family: With dependent children,153
102,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Lone parent family: All children non-dependent,136
103,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Other single family household,19
104,2021,E02003651,2021 super output areas - middle layer,152,Single family household: Other single family household: Other family composition,19
105,2021,E02003651,2021 super output areas - middle layer,152,Other household types,134
106,2021,E02003651,2021 super output areas - middle layer,152,Other household types: With dependent children,55
107,2021,E02003651,2021 super output areas - middle layer,152,"Other household types: Other, including all full-time students and all aged 66 years and over",79
108,2021,E02003719,2021 super output areas - middle layer,152,Total: All households,4006
109,2021,E02003719,2021 super output areas - middle layer,152,One-person household,1285
110,2021,E02003719,2021 super output areas - middle layer,152,One-person household: Aged 66 years and over,370
111,2021,E02003719,2021 super output areas - middle layer,152,One-person household: Other,915
112,2021,E02003719,2021 super output areas - middle layer,152,Single family household,2103
113,2021,E02003719,2021 super output areas - middle layer,152,Single family household: All aged 66 years and over,163
114,2021,E02003719,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple,975
115,2021,E02003719,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: No children,332
116,2021,E02003719,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: Dependent children,480
117,2021,E02003719,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: All children non-dependent,163
118,2021,E02003719,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family,460
119,2021,E02003719,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: No children,285
120,2021,E02003719,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: With dependent children,151
121,2021,E02003719,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: All children non-dependent,24
122,2021,E02003719,2021 super output areas - middle layer,152,Single family household: Lone parent family,462
