,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHLANG_5_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All households,4331
1,2021,E02002483,2021 super output areas - middle layer,152,"All adults in household have English in England, or English or Welsh in Wales as a main language",4288
2,2021,E02002483,2021 super output areas - middle layer,152,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",15
3,2021,E02002483,2021 super output areas - middle layer,152,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",5
4,2021,E02002483,2021 super output areas - middle layer,152,"No people in household have English in England, or English or Welsh in Wales as a main language",23
5,2021,E02002484,2021 super output areas - middle layer,152,Total: All households,4594
6,2021,E02002484,2021 super output areas - middle layer,152,"All adults in household have English in England, or English or Welsh in Wales as a main language",4498
7,2021,E02002484,2021 super output areas - middle layer,152,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",38
8,2021,E02002484,2021 super output areas - middle layer,152,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",15
9,2021,E02002484,2021 super output areas - middle layer,152,"No people in household have English in England, or English or Welsh in Wales as a main language",43
10,2021,E02002485,2021 super output areas - middle layer,152,Total: All households,3539
11,2021,E02002485,2021 super output areas - middle layer,152,"All adults in household have English in England, or English or Welsh in Wales as a main language",3438
12,2021,E02002485,2021 super output areas - middle layer,152,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",34
13,2021,E02002485,2021 super output areas - middle layer,152,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",17
14,2021,E02002485,2021 super output areas - middle layer,152,"No people in household have English in England, or English or Welsh in Wales as a main language",50
15,2021,E02002489,2021 super output areas - middle layer,152,Total: All households,3240
16,2021,E02002489,2021 super output areas - middle layer,152,"All adults in household have English in England, or English or Welsh in Wales as a main language",3104
17,2021,E02002489,2021 super output areas - middle layer,152,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",56
18,2021,E02002489,2021 super output areas - middle layer,152,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",19
19,2021,E02002489,2021 super output areas - middle layer,152,"No people in household have English in England, or English or Welsh in Wales as a main language",61
20,2021,E02002490,2021 super output areas - middle layer,152,Total: All households,2647
21,2021,E02002490,2021 super output areas - middle layer,152,"All adults in household have English in England, or English or Welsh in Wales as a main language",2525
22,2021,E02002490,2021 super output areas - middle layer,152,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",14
23,2021,E02002490,2021 super output areas - middle layer,152,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",25
24,2021,E02002490,2021 super output areas - middle layer,152,"No people in household have English in England, or English or Welsh in Wales as a main language",83
25,2021,E02002491,2021 super output areas - middle layer,152,Total: All households,2812
26,2021,E02002491,2021 super output areas - middle layer,152,"All adults in household have English in England, or English or Welsh in Wales as a main language",2774
27,2021,E02002491,2021 super output areas - middle layer,152,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",9
28,2021,E02002491,2021 super output areas - middle layer,152,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",9
29,2021,E02002491,2021 super output areas - middle layer,152,"No people in household have English in England, or English or Welsh in Wales as a main language",20
30,2021,E02002492,2021 super output areas - middle layer,152,Total: All households,2975
31,2021,E02002492,2021 super output areas - middle layer,152,"All adults in household have English in England, or English or Welsh in Wales as a main language",2927
32,2021,E02002492,2021 super output areas - middle layer,152,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",18
33,2021,E02002492,2021 super output areas - middle layer,152,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",10
