,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_EASTAT_20_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,8178
1,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students),4987
2,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment,4799
3,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment:Employee,4297
4,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Employee: Part-time,1086
5,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Employee: Full-time,3211
6,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment:Self-employed with employees,97
7,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,24
8,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,73
9,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment:Self-employed without employees,405
10,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,132
11,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,273
12,2021,E02002483,2021 super output areas - middle layer,152,Economically active (excluding full-time students): Unemployed,188
13,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student,162
14,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment,130
15,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Employee,124
16,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Employee: Part-time,96
17,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Employee: Full-time,28
18,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Self-employed with employees,2
19,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
20,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
21,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Self-employed without employees,4
22,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
23,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,3
24,2021,E02002483,2021 super output areas - middle layer,152,Economically active and a full-time student: Unemployed,32
25,2021,E02002483,2021 super output areas - middle layer,152,Economically inactive,3029
26,2021,E02002483,2021 super output areas - middle layer,152,Economically inactive: Retired,1853
27,2021,E02002483,2021 super output areas - middle layer,152,Economically inactive: Student,347
28,2021,E02002483,2021 super output areas - middle layer,152,Economically inactive: Looking after home or family,326
29,2021,E02002483,2021 super output areas - middle layer,152,Economically inactive: Long-term sick or disabled,322
30,2021,E02002483,2021 super output areas - middle layer,152,Economically inactive: Other,181
31,2021,E02002484,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,8121
