,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TENURE_9_NAME,OBS_VALUE
0,2021,E02006869,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,428
1,2021,E02006869,2021 super output areas - middle layer,152,Private rented: Other private rented,80
2,2021,E02006869,2021 super output areas - middle layer,152,Lives rent free,3
3,2021,E02006869,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1625
4,2021,E02006869,2021 super output areas - middle layer,152,Private rented or lives rent free,511
5,2021,E02002183,2021 super output areas - middle layer,152,Total: All households,2759
6,2021,E02002183,2021 super output areas - middle layer,152,Owned,2221
7,2021,E02002183,2021 super output areas - middle layer,152,Owned: Owns outright,1481
8,2021,E02002183,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,740
9,2021,E02002183,2021 super output areas - middle layer,152,Shared ownership,19
10,2021,E02002183,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,19
11,2021,E02002183,2021 super output areas - middle layer,152,Social rented,200
12,2021,E02002183,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,70
13,2021,E02002183,2021 super output areas - middle layer,152,Social rented: Other social rented,130
14,2021,E02002183,2021 super output areas - middle layer,152,Private rented,319
15,2021,E02002183,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,270
16,2021,E02002183,2021 super output areas - middle layer,152,Private rented: Other private rented,49
17,2021,E02002183,2021 super output areas - middle layer,152,Lives rent free,0
18,2021,E02002183,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,759
19,2021,E02002183,2021 super output areas - middle layer,152,Private rented or lives rent free,319
20,2021,E02002184,2021 super output areas - middle layer,152,Total: All households,5831
21,2021,E02002184,2021 super output areas - middle layer,152,Owned,4488
22,2021,E02002184,2021 super output areas - middle layer,152,Owned: Owns outright,2823
23,2021,E02002184,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1665
24,2021,E02002184,2021 super output areas - middle layer,152,Shared ownership,38
25,2021,E02002184,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,38
26,2021,E02002184,2021 super output areas - middle layer,152,Social rented,446
27,2021,E02002184,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,171
28,2021,E02002184,2021 super output areas - middle layer,152,Social rented: Other social rented,275
29,2021,E02002184,2021 super output areas - middle layer,152,Private rented,856
30,2021,E02002184,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,757
31,2021,E02002184,2021 super output areas - middle layer,152,Private rented: Other private rented,99
32,2021,E02002184,2021 super output areas - middle layer,152,Lives rent free,3
33,2021,E02002184,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1703
34,2021,E02002184,2021 super output areas - middle layer,152,Private rented or lives rent free,859
35,2021,E02002185,2021 super output areas - middle layer,152,Total: All households,2512
36,2021,E02002185,2021 super output areas - middle layer,152,Owned,2002
37,2021,E02002185,2021 super output areas - middle layer,152,Owned: Owns outright,1091
38,2021,E02002185,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,911
39,2021,E02002185,2021 super output areas - middle layer,152,Shared ownership,22
40,2021,E02002185,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,22
41,2021,E02002185,2021 super output areas - middle layer,152,Social rented,208
42,2021,E02002185,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,72
43,2021,E02002185,2021 super output areas - middle layer,152,Social rented: Other social rented,136
44,2021,E02002185,2021 super output areas - middle layer,152,Private rented,277
45,2021,E02002185,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,246
46,2021,E02002185,2021 super output areas - middle layer,152,Private rented: Other private rented,31
47,2021,E02002185,2021 super output areas - middle layer,152,Lives rent free,3
