,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,4923
1,2021,E02002483,2021 super output areas - middle layer,152,Work mainly at or from home,899
2,2021,E02002483,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",5
3,2021,E02002483,2021 super output areas - middle layer,152,Train,36
4,2021,E02002483,2021 super output areas - middle layer,152,"Bus, minibus or coach",118
5,2021,E02002483,2021 super output areas - middle layer,152,Taxi,53
6,2021,E02002483,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",8
7,2021,E02002483,2021 super output areas - middle layer,152,Driving a car or van,3258
8,2021,E02002483,2021 super output areas - middle layer,152,Passenger in a car or van,258
9,2021,E02002483,2021 super output areas - middle layer,152,Bicycle,41
10,2021,E02002483,2021 super output areas - middle layer,152,On foot,180
11,2021,E02002483,2021 super output areas - middle layer,152,Other method of travel to work,67
12,2021,E02002484,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3632
13,2021,E02002484,2021 super output areas - middle layer,152,Work mainly at or from home,501
14,2021,E02002484,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",1
15,2021,E02002484,2021 super output areas - middle layer,152,Train,26
16,2021,E02002484,2021 super output areas - middle layer,152,"Bus, minibus or coach",196
17,2021,E02002484,2021 super output areas - middle layer,152,Taxi,69
18,2021,E02002484,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",12
19,2021,E02002484,2021 super output areas - middle layer,152,Driving a car or van,2033
20,2021,E02002484,2021 super output areas - middle layer,152,Passenger in a car or van,280
21,2021,E02002484,2021 super output areas - middle layer,152,Bicycle,85
22,2021,E02002484,2021 super output areas - middle layer,152,On foot,386
23,2021,E02002484,2021 super output areas - middle layer,152,Other method of travel to work,43
24,2021,E02002485,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,2943
25,2021,E02002485,2021 super output areas - middle layer,152,Work mainly at or from home,388
