,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RELMULT_7_NAME,OBS_VALUE
0,2021,E02002029,2021 super output areas - middle layer,152,Total: All households,2592
1,2021,E02002029,2021 super output areas - middle layer,152,One-person household,691
2,2021,E02002029,2021 super output areas - middle layer,152,Multi-person household,1901
3,2021,E02002029,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,46
4,2021,E02002029,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1070
5,2021,E02002029,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),423
6,2021,E02002029,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),342
7,2021,E02002029,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),20
8,2021,E02002030,2021 super output areas - middle layer,152,Total: All households,3025
9,2021,E02002030,2021 super output areas - middle layer,152,One-person household,1046
10,2021,E02002030,2021 super output areas - middle layer,152,Multi-person household,1979
11,2021,E02002030,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,63
12,2021,E02002030,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),901
13,2021,E02002030,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),618
14,2021,E02002030,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),382
15,2021,E02002030,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),15
16,2021,E02002031,2021 super output areas - middle layer,152,Total: All households,2565
17,2021,E02002031,2021 super output areas - middle layer,152,One-person household,841
18,2021,E02002031,2021 super output areas - middle layer,152,Multi-person household,1724
19,2021,E02002031,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,43
20,2021,E02002031,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),958
21,2021,E02002031,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),440
22,2021,E02002031,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),267
23,2021,E02002031,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),16
24,2021,E02002032,2021 super output areas - middle layer,152,Total: All households,4269
25,2021,E02002032,2021 super output areas - middle layer,152,One-person household,1261
26,2021,E02002032,2021 super output areas - middle layer,152,Multi-person household,3008
27,2021,E02002032,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,71
28,2021,E02002032,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1337
29,2021,E02002032,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),1001
30,2021,E02002032,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),571
31,2021,E02002032,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),28
32,2021,E02002033,2021 super output areas - middle layer,152,Total: All households,3303
33,2021,E02002033,2021 super output areas - middle layer,152,One-person household,987
34,2021,E02002033,2021 super output areas - middle layer,152,Multi-person household,2316
35,2021,E02002033,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,53
36,2021,E02002033,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1116
37,2021,E02002033,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),644
38,2021,E02002033,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),486
39,2021,E02002033,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),17
40,2021,E02002034,2021 super output areas - middle layer,152,Total: All households,3900
41,2021,E02002034,2021 super output areas - middle layer,152,One-person household,1543
42,2021,E02002034,2021 super output areas - middle layer,152,Multi-person household,2357
43,2021,E02002034,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,65
44,2021,E02002034,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),914
45,2021,E02002034,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),818
46,2021,E02002034,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),538
47,2021,E02002034,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),22
48,2021,E02002035,2021 super output areas - middle layer,152,Total: All households,2509
49,2021,E02002035,2021 super output areas - middle layer,152,One-person household,662
50,2021,E02002035,2021 super output areas - middle layer,152,Multi-person household,1847
51,2021,E02002035,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,44
52,2021,E02002035,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1004
53,2021,E02002035,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),394
54,2021,E02002035,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),366
55,2021,E02002035,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),39
56,2021,E02002036,2021 super output areas - middle layer,152,Total: All households,2879
57,2021,E02002036,2021 super output areas - middle layer,152,One-person household,1098
58,2021,E02002036,2021 super output areas - middle layer,152,Multi-person household,1781
59,2021,E02002036,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,37
60,2021,E02002036,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),928
61,2021,E02002036,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),503
62,2021,E02002036,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),285
63,2021,E02002036,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),28
64,2021,E02002037,2021 super output areas - middle layer,152,Total: All households,2539
65,2021,E02002037,2021 super output areas - middle layer,152,One-person household,709
66,2021,E02002037,2021 super output areas - middle layer,152,Multi-person household,1830
67,2021,E02002037,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,62
68,2021,E02002037,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),836
69,2021,E02002037,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),483
70,2021,E02002037,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),434
71,2021,E02002037,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),15
72,2021,E02002038,2021 super output areas - middle layer,152,Total: All households,4415
73,2021,E02002038,2021 super output areas - middle layer,152,One-person household,1615
74,2021,E02002038,2021 super output areas - middle layer,152,Multi-person household,2800
75,2021,E02002038,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,73
76,2021,E02002038,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1346
77,2021,E02002038,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),779
78,2021,E02002038,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),563
79,2021,E02002038,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),39
80,2021,E02002039,2021 super output areas - middle layer,152,Total: All households,2655
81,2021,E02002039,2021 super output areas - middle layer,152,One-person household,882
82,2021,E02002039,2021 super output areas - middle layer,152,Multi-person household,1773
83,2021,E02002039,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,58
84,2021,E02002039,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),895
85,2021,E02002039,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),449
86,2021,E02002039,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),362
87,2021,E02002039,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),9
88,2021,E02002040,2021 super output areas - middle layer,152,Total: All households,2556
89,2021,E02002040,2021 super output areas - middle layer,152,One-person household,700
90,2021,E02002040,2021 super output areas - middle layer,152,Multi-person household,1856
91,2021,E02002040,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,48
92,2021,E02002040,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1037
93,2021,E02002040,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),393
94,2021,E02002040,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),361
95,2021,E02002040,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),17
96,2021,E02002041,2021 super output areas - middle layer,152,Total: All households,2635
97,2021,E02002041,2021 super output areas - middle layer,152,One-person household,685
98,2021,E02002041,2021 super output areas - middle layer,152,Multi-person household,1950
99,2021,E02002041,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,46
100,2021,E02002041,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1161
101,2021,E02002041,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),399
102,2021,E02002041,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),315
103,2021,E02002041,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),29
104,2021,E02002042,2021 super output areas - middle layer,152,Total: All households,3338
105,2021,E02002042,2021 super output areas - middle layer,152,One-person household,856
106,2021,E02002042,2021 super output areas - middle layer,152,Multi-person household,2482
107,2021,E02002042,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,66
108,2021,E02002042,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1316
109,2021,E02002042,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),576
110,2021,E02002042,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),499
111,2021,E02002042,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),25
112,2021,E02002043,2021 super output areas - middle layer,152,Total: All households,3220
113,2021,E02002043,2021 super output areas - middle layer,152,One-person household,803
114,2021,E02002043,2021 super output areas - middle layer,152,Multi-person household,2417
115,2021,E02002043,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,63
116,2021,E02002043,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1279
117,2021,E02002043,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),625
118,2021,E02002043,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),413
119,2021,E02002043,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),37
120,2021,E02002044,2021 super output areas - middle layer,152,Total: All households,2942
121,2021,E02002044,2021 super output areas - middle layer,152,One-person household,699
122,2021,E02002044,2021 super output areas - middle layer,152,Multi-person household,2243
123,2021,E02002044,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,57
124,2021,E02002044,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1346
125,2021,E02002044,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),482
126,2021,E02002044,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),306
127,2021,E02002044,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),52
128,2021,E02002045,2021 super output areas - middle layer,152,Total: All households,3185
129,2021,E02002045,2021 super output areas - middle layer,152,One-person household,952
130,2021,E02002045,2021 super output areas - middle layer,152,Multi-person household,2233
131,2021,E02002045,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,58
132,2021,E02002045,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1234
133,2021,E02002045,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),538
134,2021,E02002045,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),382
135,2021,E02002045,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),21
136,2021,E02002046,2021 super output areas - middle layer,152,Total: All households,2050
137,2021,E02002046,2021 super output areas - middle layer,152,One-person household,461
138,2021,E02002046,2021 super output areas - middle layer,152,Multi-person household,1589
139,2021,E02002046,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,35
140,2021,E02002046,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),740
141,2021,E02002046,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),503
142,2021,E02002046,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),293
143,2021,E02002046,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),18
144,2021,E02002047,2021 super output areas - middle layer,152,Total: All households,3090
145,2021,E02002047,2021 super output areas - middle layer,152,One-person household,1036
146,2021,E02002047,2021 super output areas - middle layer,152,Multi-person household,2054
147,2021,E02002047,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,49
148,2021,E02002047,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1244
149,2021,E02002047,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),431
150,2021,E02002047,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),296
151,2021,E02002047,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),34
152,2021,E02002048,2021 super output areas - middle layer,152,Total: All households,2720
153,2021,E02002048,2021 super output areas - middle layer,152,One-person household,737
154,2021,E02002048,2021 super output areas - middle layer,152,Multi-person household,1983
155,2021,E02002048,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,41
156,2021,E02002048,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1306
157,2021,E02002048,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),267
158,2021,E02002048,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),320
159,2021,E02002048,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),49
160,2021,E02002049,2021 super output areas - middle layer,152,Total: All households,2507
161,2021,E02002049,2021 super output areas - middle layer,152,One-person household,655
162,2021,E02002049,2021 super output areas - middle layer,152,Multi-person household,1852
163,2021,E02002049,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,36
164,2021,E02002049,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),961
165,2021,E02002049,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),500
166,2021,E02002049,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),325
167,2021,E02002049,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),30
168,2021,E02002051,2021 super output areas - middle layer,152,Total: All households,2241
169,2021,E02002051,2021 super output areas - middle layer,152,One-person household,520
170,2021,E02002051,2021 super output areas - middle layer,152,Multi-person household,1721
171,2021,E02002051,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,47
172,2021,E02002051,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),800
173,2021,E02002051,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),577
174,2021,E02002051,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),276
175,2021,E02002051,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),21
176,2021,E02002052,2021 super output areas - middle layer,152,Total: All households,4235
177,2021,E02002052,2021 super output areas - middle layer,152,One-person household,1121
178,2021,E02002052,2021 super output areas - middle layer,152,Multi-person household,3114
179,2021,E02002052,2021 super output areas - middle layer,152,Multi-person household: No people stated their religion,78
180,2021,E02002052,2021 super output areas - middle layer,152,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),1881
181,2021,E02002052,2021 super output areas - middle layer,152,Multi-person household: No religion (household may include people who did not state their religion),622
182,2021,E02002052,2021 super output areas - middle layer,152,Multi-person household: Same religion and no religion (household may include people who did not state their religion),475
183,2021,E02002052,2021 super output areas - middle layer,152,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),58
184,2021,E02002053,2021 super output areas - middle layer,152,Total: All households,2541
185,2021,E02002053,2021 super output areas - middle layer,152,One-person household,746
186,2021,E02002053,2021 super output areas - middle layer,152,Multi-person household,1795
