,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGEARRUK_18_NAME,OBS_VALUE
0,2021,E02002693,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,3
1,2021,E02002693,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,0
2,2021,E02002693,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
3,2021,E02002693,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
4,2021,E02002694,2021 super output areas - middle layer,152,Total: All usual residents,12791
5,2021,E02002694,2021 super output areas - middle layer,152,Born in the UK,12076
6,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK,715
7,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,151
8,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,42
9,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,21
10,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,40
11,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,12
12,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,23
13,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,33
14,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,113
15,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,99
16,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,128
17,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,42
18,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,9
19,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,1
20,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,1
21,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
22,2021,E02002694,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
23,2021,E02002695,2021 super output areas - middle layer,152,Total: All usual residents,8201
