,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATIDUK_17_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All usual residents,10240
1,2021,E02002483,2021 super output areas - middle layer,152,British only identity,6021
2,2021,E02002483,2021 super output areas - middle layer,152,English only identity,1812
3,2021,E02002483,2021 super output areas - middle layer,152,English and British only identity,2214
4,2021,E02002483,2021 super output areas - middle layer,152,Welsh only identity,7
5,2021,E02002483,2021 super output areas - middle layer,152,Welsh and British only identity,8
6,2021,E02002483,2021 super output areas - middle layer,152,Any other combination of only UK identities,50
7,2021,E02002483,2021 super output areas - middle layer,152,Scottish only identity,27
8,2021,E02002483,2021 super output areas - middle layer,152,Scottish and British only identity,10
9,2021,E02002483,2021 super output areas - middle layer,152,Northern Irish only identity,5
10,2021,E02002483,2021 super output areas - middle layer,152,Northern Irish and British only identity,0
11,2021,E02002483,2021 super output areas - middle layer,152,Cornish only identity,0
12,2021,E02002483,2021 super output areas - middle layer,152,Cornish and British only identity,0
13,2021,E02002483,2021 super output areas - middle layer,152,Any other combination of only UK identities ,8
14,2021,E02002483,2021 super output areas - middle layer,152,Irish only identity,9
15,2021,E02002483,2021 super output areas - middle layer,152,Irish and at least one UK identity,1
16,2021,E02002483,2021 super output areas - middle layer,152,Other identity only,94
17,2021,E02002483,2021 super output areas - middle layer,152,Other identity and at least one UK identity,24
18,2021,E02002483,2021 super output areas - middle layer,152,Non-UK identity only,103
19,2021,E02002483,2021 super output areas - middle layer,152,UK identity and non-UK identity,25
20,2021,E02002484,2021 super output areas - middle layer,152,Total: All usual residents,10280
21,2021,E02002484,2021 super output areas - middle layer,152,British only identity,5855
22,2021,E02002484,2021 super output areas - middle layer,152,English only identity,1737
23,2021,E02002484,2021 super output areas - middle layer,152,English and British only identity,2338
24,2021,E02002484,2021 super output areas - middle layer,152,Welsh only identity,9
25,2021,E02002484,2021 super output areas - middle layer,152,Welsh and British only identity,6
26,2021,E02002484,2021 super output areas - middle layer,152,Any other combination of only UK identities,74
27,2021,E02002484,2021 super output areas - middle layer,152,Scottish only identity,40
28,2021,E02002484,2021 super output areas - middle layer,152,Scottish and British only identity,16
29,2021,E02002484,2021 super output areas - middle layer,152,Northern Irish only identity,4
30,2021,E02002484,2021 super output areas - middle layer,152,Northern Irish and British only identity,2
31,2021,E02002484,2021 super output areas - middle layer,152,Cornish only identity,0
32,2021,E02002484,2021 super output areas - middle layer,152,Cornish and British only identity,0
33,2021,E02002484,2021 super output areas - middle layer,152,Any other combination of only UK identities ,12
34,2021,E02002484,2021 super output areas - middle layer,152,Irish only identity,12
35,2021,E02002484,2021 super output areas - middle layer,152,Irish and at least one UK identity,1
36,2021,E02002484,2021 super output areas - middle layer,152,Other identity only,208
37,2021,E02002484,2021 super output areas - middle layer,152,Other identity and at least one UK identity,40
38,2021,E02002484,2021 super output areas - middle layer,152,Non-UK identity only,220
39,2021,E02002484,2021 super output areas - middle layer,152,UK identity and non-UK identity,41
40,2021,E02002485,2021 super output areas - middle layer,152,Total: All usual residents,8003
41,2021,E02002485,2021 super output areas - middle layer,152,British only identity,4436
