,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_LPSTAT_12_NAME,OBS_VALUE
0,2021,W02000094,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,8
1,2021,W02000094,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",154
2,2021,W02000094,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",152
3,2021,W02000094,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",2
4,2021,W02000094,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,777
5,2021,W02000094,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,775
6,2021,W02000094,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,2
7,2021,W02000094,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,482
8,2021,W02000094,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,482
9,2021,W02000094,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
10,2021,W02000095,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5380
11,2021,W02000095,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,1415
12,2021,W02000095,2021 super output areas - middle layer,152,Married or in a registered civil partnership,2975
13,2021,W02000095,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,2963
14,2021,W02000095,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,2948
15,2021,W02000095,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,15
16,2021,W02000095,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,12
17,2021,W02000095,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,6
18,2021,W02000095,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,6
19,2021,W02000095,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",103
20,2021,W02000095,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",101
21,2021,W02000095,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",2
22,2021,W02000095,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,506
23,2021,W02000095,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,506
24,2021,W02000095,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
25,2021,W02000095,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,381
26,2021,W02000095,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,381
27,2021,W02000095,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
28,2021,W02000096,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5356
29,2021,W02000096,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,1743
30,2021,W02000096,2021 super output areas - middle layer,152,Married or in a registered civil partnership,2479
31,2021,W02000096,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,2471
32,2021,W02000096,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,2455
33,2021,W02000096,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,16
34,2021,W02000096,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,8
35,2021,W02000096,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,2
36,2021,W02000096,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,6
37,2021,W02000096,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",108
38,2021,W02000096,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",108
39,2021,W02000096,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
40,2021,W02000096,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,576
41,2021,W02000096,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,573
42,2021,W02000096,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,3
43,2021,W02000096,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,450
44,2021,W02000096,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,450
45,2021,W02000096,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
46,2021,W02000424,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5760
47,2021,W02000424,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,1539
48,2021,W02000424,2021 super output areas - middle layer,152,Married or in a registered civil partnership,3104
49,2021,W02000424,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,3098
50,2021,W02000424,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,3093
51,2021,W02000424,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,5
52,2021,W02000424,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,6
53,2021,W02000424,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,2
54,2021,W02000424,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,4
55,2021,W02000424,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",80
56,2021,W02000424,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",80
57,2021,W02000424,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
58,2021,W02000424,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,539
59,2021,W02000424,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,537
60,2021,W02000424,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,2
61,2021,W02000424,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,498
62,2021,W02000424,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,496
63,2021,W02000424,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,2
64,2021,W02000425,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,7180
65,2021,W02000425,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2845
66,2021,W02000425,2021 super output areas - middle layer,152,Married or in a registered civil partnership,3212
67,2021,W02000425,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,3198
68,2021,W02000425,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,3189
69,2021,W02000425,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,9
70,2021,W02000425,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,14
71,2021,W02000425,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,2
72,2021,W02000425,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,12
73,2021,W02000425,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",128
74,2021,W02000425,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",128
75,2021,W02000425,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
76,2021,W02000425,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,613
77,2021,W02000425,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,611
78,2021,W02000425,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,2
79,2021,W02000425,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,382
80,2021,W02000425,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,382
81,2021,W02000425,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
82,2021,W02000426,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,8203
83,2021,W02000426,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2606
84,2021,W02000426,2021 super output areas - middle layer,152,Married or in a registered civil partnership,3998
85,2021,W02000426,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,3992
86,2021,W02000426,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,3977
87,2021,W02000426,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,15
88,2021,W02000426,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,6
89,2021,W02000426,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,2
90,2021,W02000426,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,4
91,2021,W02000426,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",121
92,2021,W02000426,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",119
93,2021,W02000426,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",2
94,2021,W02000426,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,826
95,2021,W02000426,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,826
96,2021,W02000426,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
97,2021,W02000426,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,652
98,2021,W02000426,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,652
99,2021,W02000426,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
100,2021,W02000116,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6173
101,2021,W02000116,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2054
102,2021,W02000116,2021 super output areas - middle layer,152,Married or in a registered civil partnership,2941
103,2021,W02000116,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,2912
104,2021,W02000116,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,2898
105,2021,W02000116,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,14
106,2021,W02000116,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,29
107,2021,W02000116,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,6
108,2021,W02000116,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,23
109,2021,W02000116,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",121
110,2021,W02000116,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",121
111,2021,W02000116,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
112,2021,W02000116,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,608
113,2021,W02000116,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,604
114,2021,W02000116,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,4
115,2021,W02000116,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,449
116,2021,W02000116,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,448
117,2021,W02000116,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,1
118,2021,W02000117,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,8384
119,2021,W02000117,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,6379
120,2021,W02000117,2021 super output areas - middle layer,152,Married or in a registered civil partnership,1284
121,2021,W02000117,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,1271
122,2021,W02000117,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,1253
123,2021,W02000117,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,18
124,2021,W02000117,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,13
125,2021,W02000117,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,4
126,2021,W02000117,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,9
127,2021,W02000117,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",70
