,GEOGRAPHY_CODE,Another address when working away from home,Another parent or guardian's address,Armed forces base address,Holiday home,Other,Partner's address,Student's home address,Student's term-time address,Total: All usual residents
0,E02000001,0.06577344701583435,0.2387332521315469,0.0,0.19853836784409257,0.24786845310596833,0.11449451887941535,0.13398294762484775,0.0006090133982947625,1
1,E02000002,0.08733624454148471,0.35807860262008734,0.0,0.0611353711790393,0.32751091703056767,0.13973799126637554,0.021834061135371178,0.004366812227074236,1
2,E02000003,0.05588822355289421,0.19161676646706588,0.001996007984031936,0.14171656686626746,0.2994011976047904,0.2834331337325349,0.01996007984031936,0.005988023952095809,1
3,E02000004,0.07975460122699386,0.3496932515337423,0.006134969325153374,0.0736196319018405,0.32515337423312884,0.12269938650306748,0.04294478527607362,0.0,1
4,E02000005,0.08732394366197183,0.2591549295774648,0.008450704225352112,0.18309859154929578,0.28732394366197184,0.14366197183098592,0.02535211267605634,0.005633802816901409,1
5,E02000007,0.07333333333333333,0.26666666666666666,0.0,0.12333333333333334,0.33666666666666667,0.14333333333333334,0.04666666666666667,0.01,1
6,E02000008,0.05642633228840126,0.25705329153605017,0.012539184952978056,0.109717868338558,0.3667711598746082,0.14733542319749215,0.03761755485893417,0.012539184952978056,1
7,E02000009,0.09490740740740741,0.2708333333333333,0.0023148148148148147,0.13194444444444445,0.33101851851851855,0.12037037037037036,0.027777777777777776,0.020833333333333332,1
8,E02000010,0.06224066390041494,0.35684647302904565,0.0,0.1078838174273859,0.3112033195020747,0.14107883817427386,0.008298755186721992,0.012448132780082987,1
9,E02000011,0.05855855855855856,0.22072072072072071,0.0045045045045045045,0.21621621621621623,0.3153153153153153,0.11261261261261261,0.06306306306306306,0.009009009009009009,1
10,E02000012,0.07479224376731301,0.2742382271468144,0.002770083102493075,0.1745152354570637,0.3185595567867036,0.11911357340720222,0.0332409972299169,0.002770083102493075,1
11,E02000013,0.08602150537634409,0.2007168458781362,0.0035842293906810036,0.17204301075268819,0.3118279569892473,0.17562724014336917,0.03225806451612903,0.017921146953405017,1
12,E02000014,0.10869565217391304,0.2826086956521739,0.0036231884057971015,0.14130434782608695,0.30434782608695654,0.11956521739130435,0.036231884057971016,0.0036231884057971015,1
13,E02000015,0.09663865546218488,0.27310924369747897,0.004201680672268907,0.1092436974789916,0.3403361344537815,0.14285714285714285,0.01680672268907563,0.01680672268907563,1
14,E02000016,0.09065934065934066,0.2967032967032967,0.0,0.0989010989010989,0.30494505494505497,0.16758241758241757,0.03021978021978022,0.01098901098901099,1
15,E02000017,0.08227848101265822,0.2721518987341772,0.0,0.13924050632911392,0.3575949367088608,0.12025316455696203,0.02531645569620253,0.0031645569620253164,1
16,E02000018,0.03461538461538462,0.3423076923076923,0.0038461538461538464,0.13846153846153847,0.2653846153846154,0.16153846153846155,0.05,0.0038461538461538464,1
17,E02000019,0.06143344709897611,0.3242320819112628,0.0034129692832764505,0.12627986348122866,0.310580204778157,0.13310580204778158,0.03754266211604096,0.0034129692832764505,1
18,E02000020,0.07939914163090128,0.26609442060085836,0.002145922746781116,0.11802575107296137,0.3562231759656652,0.12660944206008584,0.045064377682403435,0.006437768240343348,1
19,E02000021,0.075,0.22916666666666666,0.0,0.10833333333333334,0.3625,0.1625,0.058333333333333334,0.004166666666666667,1
20,E02000022,0.05785123966942149,0.34297520661157027,0.008264462809917356,0.06198347107438017,0.2809917355371901,0.1446280991735537,0.06611570247933884,0.0371900826446281,1
21,E02000023,0.07981220657276995,0.36619718309859156,0.004694835680751174,0.03286384976525822,0.3145539906103286,0.1596244131455399,0.028169014084507043,0.014084507042253521,1
22,E02000024,0.05902192242833052,0.26644182124789206,0.0016863406408094434,0.2934232715008432,0.25463743676222594,0.09612141652613827,0.025295109612141653,0.003372681281618887,1
23,E02000025,0.08142493638676845,0.2951653944020356,0.005089058524173028,0.22137404580152673,0.21882951653944022,0.13486005089058525,0.03816793893129771,0.005089058524173028,1
24,E02000026,0.07971014492753623,0.2536231884057971,0.0,0.19927536231884058,0.3115942028985507,0.09420289855072464,0.06159420289855073,0.0,1
25,E02000027,0.11455108359133127,0.29102167182662536,0.0030959752321981426,0.17027863777089783,0.26006191950464397,0.14551083591331268,0.006191950464396285,0.009287925696594427,1
26,E02000028,0.04436860068259386,0.2593856655290102,0.0,0.25597269624573377,0.2901023890784983,0.10921501706484642,0.03754266211604096,0.0034129692832764505,1
27,E02000029,0.06790123456790123,0.3395061728395062,0.0,0.15123456790123457,0.2839506172839506,0.1388888888888889,0.012345679012345678,0.006172839506172839,1
28,E02000030,0.1044776119402985,0.14072494669509594,0.0,0.3624733475479744,0.27505330490405117,0.08955223880597014,0.019189765458422176,0.008528784648187633,1
29,E02000031,0.10565110565110565,0.20884520884520885,0.002457002457002457,0.22113022113022113,0.29238329238329236,0.12039312039312039,0.04176904176904177,0.007371007371007371,1
30,E02000032,0.09415584415584416,0.18506493506493507,0.0,0.2564935064935065,0.3181818181818182,0.10714285714285714,0.03571428571428571,0.003246753246753247,1
31,E02000033,0.061452513966480445,0.3687150837988827,0.002793296089385475,0.12849162011173185,0.3324022346368715,0.08379888268156424,0.0223463687150838,0.0,1
32,E02000034,0.09898477157360407,0.24619289340101522,0.0025380710659898475,0.22842639593908629,0.25888324873096447,0.1218274111675127,0.03299492385786802,0.01015228426395939,1
33,E02000035,0.09207708779443255,0.26124197002141325,0.0,0.1734475374732334,0.30620985010706636,0.09635974304068523,0.07066381156316917,0.0,1
34,E02000036,0.0985576923076923,0.24278846153846154,0.0,0.18509615384615385,0.3245192307692308,0.11298076923076923,0.028846153846153848,0.007211538461538462,1
35,E02000037,0.12735849056603774,0.14150943396226415,0.0,0.22641509433962265,0.375,0.08490566037735849,0.03773584905660377,0.007075471698113208,1
36,E02000038,0.09183673469387756,0.23979591836734693,0.0017006802721088435,0.24319727891156462,0.25510204081632654,0.13095238095238096,0.034013605442176874,0.003401360544217687,1
37,E02000039,0.1111111111111111,0.225,0.0,0.2361111111111111,0.28888888888888886,0.125,0.011111111111111112,0.002777777777777778,1
38,E02000040,0.08,0.235,0.0016666666666666668,0.22166666666666668,0.23166666666666666,0.12166666666666667,0.10666666666666667,0.0016666666666666668,1
39,E02000041,0.07277628032345014,0.20485175202156333,0.008086253369272238,0.18867924528301888,0.3665768194070081,0.12398921832884097,0.0215633423180593,0.013477088948787063,1
40,E02000042,0.0625,0.30067567567567566,0.0,0.17060810810810811,0.27533783783783783,0.0945945945945946,0.0945945945945946,0.0016891891891891893,1
41,E02000043,0.11195928753180662,0.27735368956743,0.0,0.22391857506361323,0.26208651399491095,0.0916030534351145,0.030534351145038167,0.002544529262086514,1
