,GEOGRAPHY_CODE,District or communal heat networks only,Electric only,Mains gas only,No central heating,Oil only,Other central heating only,Renewable energy only,Solid fuel only,Tank or bottled gas only,Total: All households,Two or more types of central heating (including renewable energy),Two or more types of central heating (not including renewable energy),Wood only
19,E02000021,0.006823609689525759,0.12896622313203684,0.7079495052882975,0.026953258273626747,0.000341180484476288,0.025929716820197884,0.0,0.0010235414534288639,0.008529512111907198,1,0.0020470829068577278,0.09143636983964518,0.0
20,E02000022,0.07975679542203147,0.29935622317596566,0.46602288984263235,0.02396280400572246,0.00178826895565093,0.030042918454935622,0.005722460658082976,0.0,0.006795422031473534,1,0.0075107296137339056,0.07796852646638054,0.001072961373390558
21,E02000023,0.025881470367591898,0.2614403600900225,0.5581395348837209,0.0277569392348087,0.0007501875468867217,0.02138034508627157,0.0037509377344336083,0.0,0.006001500375093774,1,0.00900225056264066,0.08589647411852963,0.0
22,E02000024,0.0037971856153674335,0.07683716774625865,0.8224257315166406,0.015188742461469734,0.0011168192986374804,0.007147643511279875,0.002680366316729953,0.0,0.002457002457002457,1,0.004243913334822426,0.06410542774179138,0.0
23,E02000025,0.014682327816337427,0.10864922584089695,0.7696209289909236,0.0200213561131874,0.001601708489054992,0.012279765082754938,0.0005339028296849973,0.00026695141484249865,0.006139882541377469,1,0.0013347570742124934,0.06486919380672718,0.0
24,E02000026,0.002385685884691849,0.07912524850894632,0.8298210735586481,0.016699801192842943,0.00039761431411530816,0.006361829025844931,0.00039761431411530816,0.0,0.002385685884691849,1,0.005566600397614314,0.05685884691848907,0.0
25,E02000027,0.005698778833107192,0.0773405698778833,0.8024423337856174,0.016010854816824967,0.0,0.010854816824966078,0.0016282225237449117,0.0,0.007327001356852103,1,0.005156037991858887,0.07299864314789688,0.000542740841248304
26,E02000028,0.004086181277860327,0.1827637444279346,0.7184249628528975,0.020059435364041606,0.0007429420505200594,0.010029717682020803,0.0014858841010401188,0.0003714710252600297,0.0014858841010401188,1,0.002600297176820208,0.05794947994056464,0.0
27,E02000029,0.0061994609164420485,0.12425876010781671,0.7506738544474394,0.020485175202156335,0.0005390835579514825,0.01078167115902965,0.0016172506738544475,0.0005390835579514825,0.003504043126684636,1,0.004582210242587601,0.07681940700808626,0.0
28,E02000030,0.0014208581983518045,0.04205740267121341,0.8402955385052572,0.008525149190110827,0.004262574595055414,0.007388462631429384,0.0025575447570332483,0.0002841716396703609,0.0019892014776925265,1,0.007388462631429384,0.08383063370275647,0.0
29,E02000031,0.033984962406015035,0.08962406015037594,0.7771428571428571,0.01263157894736842,0.0003007518796992481,0.010225563909774436,0.0009022556390977444,0.0003007518796992481,0.0036090225563909775,1,0.008721804511278195,0.06225563909774436,0.0003007518796992481
30,E02000032,0.00036429872495446266,0.034972677595628415,0.8765027322404372,0.01092896174863388,0.0,0.006557377049180328,0.00036429872495446266,0.0,0.0018214936247723133,1,0.002185792349726776,0.06630236794171221,0.0
31,E02000033,0.004580589750930432,0.10707128542799886,0.7772688233610078,0.018894932722588034,0.000286286859433152,0.009733753220727169,0.0031491554537646724,0.0,0.0028628685943315204,1,0.002004008016032064,0.07414829659318638,0.0
32,E02000034,0.010303536619326092,0.08827624617098301,0.7875243664717348,0.014759120022277916,0.000278473962684489,0.010303536619326092,0.003620161514898357,0.0,0.005291005291005291,1,0.002506265664160401,0.07685881370091896,0.000278473962684489
33,E02000035,0.009929078014184398,0.11631205673758865,0.7492198581560283,0.024113475177304965,0.00028368794326241134,0.01702127659574468,0.001702127659574468,0.0,0.005106382978723404,1,0.003404255319148936,0.07290780141843972,0.0
34,E02000036,0.00380420999239158,0.08977935582044129,0.7981232564037535,0.01394876997210246,0.000253613999492772,0.0126806999746386,0.000253613999492772,0.0,0.005325893989348212,1,0.002789753994420492,0.07304083185391834,0.0
35,E02000037,0.08097928436911488,0.14850686037126715,0.6747376916868443,0.00887812752219532,0.0005380683346785041,0.012106537530266344,0.0018832391713747645,0.0,0.004304546677428033,1,0.003766478342749529,0.06429916599408125,0.0
36,E02000038,0.0009987515605493133,0.08414481897627965,0.7910112359550562,0.01523096129837703,0.0,0.010736579275905118,0.0012484394506866417,0.00024968789013732833,0.004744069912609238,1,0.0019975031210986267,0.08963795255930088,0.0
37,E02000039,0.0037397157816005983,0.08900523560209424,0.7913238593866866,0.012715033657442034,0.0011219147344801795,0.016454749439042633,0.0011219147344801795,0.0,0.0029917726252804786,1,0.004487658937920718,0.07666417352281227,0.00037397157816005983
38,E02000040,0.05012816861293079,0.09199658217032185,0.7225861577898035,0.0122472230133865,0.0002848191398461977,0.01936770150954144,0.0031330105383081744,0.0002848191398461977,0.007974935915693534,1,0.009968669894616918,0.08202791227570493,0.0
39,E02000041,0.002406015037593985,0.11518796992481203,0.7687218045112783,0.016842105263157894,0.0003007518796992481,0.014135338345864662,0.0,0.0,0.0081203007518797,1,0.0033082706766917294,0.07097744360902256,0.0
40,E02000042,0.010175959296162815,0.14670341318634725,0.7227051091795633,0.021835912656349373,0.0,0.017595929616281536,0.0008479966080135679,0.0,0.005935976256094976,1,0.00105999576001696,0.07313970744117024,0.0
41,E02000043,0.00037509377344336085,0.037134283570892726,0.8540885221305327,0.0086271567891973,0.0018754688672168042,0.006376594148537134,0.0007501875468867217,0.0,0.0086271567891973,1,0.002625656414103526,0.0795198799699925,0.0
42,E02000044,0.0022816166883963492,0.08604954367666232,0.7698826597131682,0.018904823989569754,0.001303780964797914,0.019230769230769232,0.0009778357235984355,0.0,0.01108213820078227,1,0.0016297262059973925,0.08865710560625815,0.0
43,E02000045,0.0057129254939300165,0.09331111640085694,0.7700547488693168,0.01832896929302547,0.00047607712449416806,0.012854082361342537,0.00023803856224708403,0.0,0.009997619614377529,1,0.0021423470602237563,0.08664603665793859,0.00023803856224708403
44,E02000046,0.005555555555555556,0.10416666666666667,0.7826388888888889,0.020833333333333332,0.0006944444444444445,0.011111111111111112,0.0006944444444444445,0.00034722222222222224,0.004861111111111111,1,0.0020833333333333333,0.06701388888888889,0.0
45,E02000047,0.01519829019235336,0.1049631916409404,0.7352172880550938,0.021372595582996912,0.0004749465685110425,0.017335549750653052,0.0004749465685110425,0.0,0.009023984801709808,1,0.000949893137022085,0.09475184041795298,0.00023747328425552126
46,E02000048,0.006582278481012658,0.07316455696202531,0.7934177215189874,0.017215189873417722,0.0007594936708860759,0.01139240506329114,0.003291139240506329,0.0,0.005569620253164557,1,0.004050632911392405,0.08455696202531646,0.0
47,E02000049,0.10383806519453208,0.21083070452155625,0.5218191377497371,0.028128286014721345,0.0002628811777076761,0.031808622502628815,0.0005257623554153522,0.0,0.011566771819137749,1,0.004468980021030494,0.08675078864353312,0.0
48,E02000050,0.03446565831886933,0.1296801388544508,0.7200595090503348,0.01462930820728986,0.0007438631291842301,0.014381353830895116,0.0002479543763947434,0.0,0.005950905033473841,1,0.002479543763947434,0.0766179023059757,0.0007438631291842301
49,E02000051,0.008959156785243741,0.09617918313570488,0.7857707509881423,0.019499341238471673,0.001054018445322793,0.011330698287220026,0.0013175230566534915,0.0,0.005006587615283268,1,0.002898550724637681,0.06772068511198946,0.00026350461133069827
50,E02000052,0.006442376521116679,0.1448341684562157,0.7499403483655452,0.0190885230255309,0.00023860653781913624,0.00954426151276545,0.0004772130756382725,0.0,0.006919589596754951,1,0.0023860653781913625,0.0598902409926032,0.00023860653781913624
51,E02000054,0.004377104377104377,0.15622895622895622,0.7296296296296296,0.015488215488215488,0.0013468013468013469,0.017845117845117844,0.0003367003367003367,0.0,0.0023569023569023568,1,0.00202020202020202,0.07037037037037037,0.0
52,E02000055,0.01309074772575993,0.1395606833814067,0.6942533836254715,0.03461282449522964,0.0015531395606833815,0.024184601730641225,0.00044375416019525185,0.0,0.006434435322831151,1,0.002440647881073885,0.08342578211670734,0.0
