,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_IND_88_NAME,OBS_VALUE
0,2021,E02005304,2021 super output areas - middle layer,152,56 Food and beverage service activities,150
1,2021,E02005304,2021 super output areas - middle layer,152,J: Information and communication,123
2,2021,E02005304,2021 super output areas - middle layer,152,58 Publishing activities,5
3,2021,E02005304,2021 super output areas - middle layer,152,"59 Motion picture, video and television production, sound recording and music publishing activities",7
4,2021,E02005304,2021 super output areas - middle layer,152,60 Programming and broadcasting activities,2
5,2021,E02005304,2021 super output areas - middle layer,152,61 Telecommunications,31
6,2021,E02005304,2021 super output areas - middle layer,152,"62 Computer programming, consultancy and related activities",74
7,2021,E02005304,2021 super output areas - middle layer,152,63 Information service activities,4
8,2021,E02005304,2021 super output areas - middle layer,152,K: Financial and insurance activities,90
9,2021,E02005304,2021 super output areas - middle layer,152,"64 Financial service activities, except insurance and pension funding",28
10,2021,E02005304,2021 super output areas - middle layer,152,"65 Insurance, reinsurance and pension funding, except compulsory social security",27
11,2021,E02005304,2021 super output areas - middle layer,152,66 Activities auxiliary to financial services and insurance activities,35
12,2021,E02005304,2021 super output areas - middle layer,152,L: Real estate activities,51
13,2021,E02005304,2021 super output areas - middle layer,152,68 Real estate activities,51
14,2021,E02005304,2021 super output areas - middle layer,152,"M: Professional, scientific and technical activities",265
15,2021,E02005304,2021 super output areas - middle layer,152,69 Legal and accounting activities,112
16,2021,E02005304,2021 super output areas - middle layer,152,70 Activities of head offices; management consultancy activities,29
17,2021,E02005304,2021 super output areas - middle layer,152,71 Architectural and engineering activities; technical testing and analysis,67
18,2021,E02005304,2021 super output areas - middle layer,152,72 Scientific research and development,3
19,2021,E02005304,2021 super output areas - middle layer,152,73 Advertising and market research,18
20,2021,E02005304,2021 super output areas - middle layer,152,"74 Other professional, scientific and technical activities",18
21,2021,E02005304,2021 super output areas - middle layer,152,75 Veterinary activities,18
22,2021,E02005304,2021 super output areas - middle layer,152,N: Administrative and support service activities,195
23,2021,E02005304,2021 super output areas - middle layer,152,77 Rental and leasing activities,26
24,2021,E02005304,2021 super output areas - middle layer,152,78 Employment activities,7
25,2021,E02005304,2021 super output areas - middle layer,152,"79 Travel agency, tour operator and other reservation service and related activities",11
26,2021,E02005304,2021 super output areas - middle layer,152,80 Security and investigation activities,17
27,2021,E02005304,2021 super output areas - middle layer,152,81 Services to buildings and landscape activities,109
28,2021,E02005304,2021 super output areas - middle layer,152,"82 Office administrative, office support and other business support activities",25
29,2021,E02005304,2021 super output areas - middle layer,152,O: Public administration and defence; compulsory social security,322
30,2021,E02005304,2021 super output areas - middle layer,152,84 Public administration and defence; compulsory social security,322
31,2021,E02005304,2021 super output areas - middle layer,152,P: Education,466
32,2021,E02005304,2021 super output areas - middle layer,152,85 Education,466
33,2021,E02005304,2021 super output areas - middle layer,152,Q: Human health and social work activities,623
34,2021,E02005304,2021 super output areas - middle layer,152,86 Human health activities,373
35,2021,E02005304,2021 super output areas - middle layer,152,87 Residential care activities,65
36,2021,E02005304,2021 super output areas - middle layer,152,88 Social work activities without accommodation,185
37,2021,E02005304,2021 super output areas - middle layer,152,"R, S, T, U Other",150
38,2021,E02005304,2021 super output areas - middle layer,152,"90 Creative, arts and entertainment activities",14
39,2021,E02005304,2021 super output areas - middle layer,152,"91 Libraries, archives, museums and other cultural activities",2
40,2021,E02005304,2021 super output areas - middle layer,152,92 Gambling and betting activities,3
41,2021,E02005304,2021 super output areas - middle layer,152,93 Sports activities and amusement and recreation activities,30
42,2021,E02005304,2021 super output areas - middle layer,152,94 Activities of membership organisations,18
43,2021,E02005304,2021 super output areas - middle layer,152,95 Repair of computers and personal and household goods,5
44,2021,E02005304,2021 super output areas - middle layer,152,96 Other personal service activities,76
