,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MIGIND_4_NAME,OBS_VALUE
0,2021,E02000959,2021 super output areas - middle layer,152,Total: All usual residents,7753
1,2021,E02000959,2021 super output areas - middle layer,152,Address one year ago is the same as the address of enumeration,6582
2,2021,E02000959,2021 super output areas - middle layer,152,Address one year ago is student term-time or boarding school address in the UK,41
3,2021,E02000959,2021 super output areas - middle layer,152,Migrant from within the UK: Address one year ago was in the UK,1032
4,2021,E02000959,2021 super output areas - middle layer,152,Migrant from outside the UK: Address one year ago was outside the UK,98
5,2021,E02007083,2021 super output areas - middle layer,152,Total: All usual residents,7608
6,2021,E02007083,2021 super output areas - middle layer,152,Address one year ago is the same as the address of enumeration,5305
7,2021,E02007083,2021 super output areas - middle layer,152,Address one year ago is student term-time or boarding school address in the UK,66
8,2021,E02007083,2021 super output areas - middle layer,152,Migrant from within the UK: Address one year ago was in the UK,1931
9,2021,E02007083,2021 super output areas - middle layer,152,Migrant from outside the UK: Address one year ago was outside the UK,306
10,2021,E02007084,2021 super output areas - middle layer,152,Total: All usual residents,9810
11,2021,E02007084,2021 super output areas - middle layer,152,Address one year ago is the same as the address of enumeration,7775
12,2021,E02007084,2021 super output areas - middle layer,152,Address one year ago is student term-time or boarding school address in the UK,48
13,2021,E02007084,2021 super output areas - middle layer,152,Migrant from within the UK: Address one year ago was in the UK,1803
14,2021,E02007084,2021 super output areas - middle layer,152,Migrant from outside the UK: Address one year ago was outside the UK,184
15,2021,E02000960,2021 super output areas - middle layer,152,Total: All usual residents,6101
16,2021,E02000960,2021 super output areas - middle layer,152,Address one year ago is the same as the address of enumeration,4893
17,2021,E02000960,2021 super output areas - middle layer,152,Address one year ago is student term-time or boarding school address in the UK,42
18,2021,E02000960,2021 super output areas - middle layer,152,Migrant from within the UK: Address one year ago was in the UK,811
19,2021,E02000960,2021 super output areas - middle layer,152,Migrant from outside the UK: Address one year ago was outside the UK,355
20,2021,E02000961,2021 super output areas - middle layer,152,Total: All usual residents,9717
21,2021,E02000961,2021 super output areas - middle layer,152,Address one year ago is the same as the address of enumeration,7494
