,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGEARRUK_18_NAME,OBS_VALUE
0,2021,E02004268,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
1,2021,E02004269,2021 super output areas - middle layer,152,Total: All usual residents,10361
2,2021,E02004269,2021 super output areas - middle layer,152,Born in the UK,9423
3,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK,938
4,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,200
5,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,66
6,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,43
7,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,122
8,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,17
9,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,45
10,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,33
11,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,113
12,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,78
13,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,145
14,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,52
15,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,9
16,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,12
17,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,2
18,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,1
19,2021,E02004269,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
20,2021,E02004270,2021 super output areas - middle layer,152,Total: All usual residents,7795
21,2021,E02004270,2021 super output areas - middle layer,152,Born in the UK,7301
22,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK,494
23,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,133
24,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,34
25,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,21
26,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,44
27,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,2
28,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,19
29,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,23
30,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,55
31,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,47
32,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,67
33,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,34
34,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,10
35,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,5
36,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,0
37,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
38,2021,E02004270,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
39,2021,E02004271,2021 super output areas - middle layer,152,Total: All usual residents,10047
40,2021,E02004271,2021 super output areas - middle layer,152,Born in the UK,9522
41,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK,525
42,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,124
43,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,34
44,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,29
45,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,37
46,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,4
47,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,14
48,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,26
49,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,84
50,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,62
51,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,74
52,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,22
53,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,6
54,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,6
55,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,3
56,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
57,2021,E02004271,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
58,2021,E02004272,2021 super output areas - middle layer,152,Total: All usual residents,12205
59,2021,E02004272,2021 super output areas - middle layer,152,Born in the UK,11492
60,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK,713
61,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,189
62,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,48
63,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,25
64,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,60
65,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,6
66,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,19
67,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,28
68,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,80
69,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,80
70,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,95
71,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,57
72,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,6
73,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,17
74,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,3
75,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
76,2021,E02004272,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
77,2021,E02004273,2021 super output areas - middle layer,152,Total: All usual residents,7174
78,2021,E02004273,2021 super output areas - middle layer,152,Born in the UK,6765
79,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK,409
80,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,114
81,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,27
82,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,11
83,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,25
84,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,7
85,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,14
86,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,27
87,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,49
88,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,45
89,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,52
90,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,23
91,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,4
92,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,9
93,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,1
94,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
95,2021,E02004273,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,1
96,2021,E02004274,2021 super output areas - middle layer,152,Total: All usual residents,6410
97,2021,E02004274,2021 super output areas - middle layer,152,Born in the UK,6030
98,2021,E02004274,2021 super output areas - middle layer,152,Arrived in the UK,380
99,2021,E02004274,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,108
100,2021,E02004274,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,23
101,2021,E02004274,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,8
102,2021,E02004274,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,16
103,2021,E02004274,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,3
104,2021,E02004274,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,12
105,2021,E02004274,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,13
