,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E02000959,2021 super output areas - middle layer,152,Total: All usual residents,7864
1,2021,E02000959,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh",946
2,2021,E02000959,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Bangladeshi",47
3,2021,E02000959,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Chinese",48
4,2021,E02000959,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Indian",204
5,2021,E02000959,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Pakistani",419
6,2021,E02000959,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Asian",228
7,2021,E02000959,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African",1581
8,2021,E02000959,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: African",851
9,2021,E02000959,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",568
10,2021,E02000959,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Other Black",162
11,2021,E02000959,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups,690
12,2021,E02000959,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Asian,119
13,2021,E02000959,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black African,103
14,2021,E02000959,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black Caribbean,175
15,2021,E02000959,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,293
16,2021,E02000959,2021 super output areas - middle layer,152,White,4259
17,2021,E02000959,2021 super output areas - middle layer,152,"White: English, Welsh, Scottish, Northern Irish or British",2592
18,2021,E02000959,2021 super output areas - middle layer,152,White: Irish,161
19,2021,E02000959,2021 super output areas - middle layer,152,White: Gypsy or Irish Traveller,4
20,2021,E02000959,2021 super output areas - middle layer,152,White: Roma,25
21,2021,E02000959,2021 super output areas - middle layer,152,White: Other White,1477
22,2021,E02000959,2021 super output areas - middle layer,152,Other ethnic group,388
23,2021,E02000959,2021 super output areas - middle layer,152,Other ethnic group: Arab,67
24,2021,E02000959,2021 super output areas - middle layer,152,Other ethnic group: Any other ethnic group,321
25,2021,E02007083,2021 super output areas - middle layer,152,Total: All usual residents,7711
26,2021,E02007083,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh",1154
27,2021,E02007083,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Bangladeshi",17
28,2021,E02007083,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Chinese",425
29,2021,E02007083,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Indian",261
30,2021,E02007083,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Pakistani",150
31,2021,E02007083,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Asian",301
32,2021,E02007083,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African",789
33,2021,E02007083,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: African",475
34,2021,E02007083,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",197
35,2021,E02007083,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Other Black",117
36,2021,E02007083,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups,540
37,2021,E02007083,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Asian,175
38,2021,E02007083,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black African,57
39,2021,E02007083,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black Caribbean,120
40,2021,E02007083,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,188
41,2021,E02007083,2021 super output areas - middle layer,152,White,4602
42,2021,E02007083,2021 super output areas - middle layer,152,"White: English, Welsh, Scottish, Northern Irish or British",2243
43,2021,E02007083,2021 super output areas - middle layer,152,White: Irish,120
44,2021,E02007083,2021 super output areas - middle layer,152,White: Gypsy or Irish Traveller,4
45,2021,E02007083,2021 super output areas - middle layer,152,White: Roma,71
46,2021,E02007083,2021 super output areas - middle layer,152,White: Other White,2164
47,2021,E02007083,2021 super output areas - middle layer,152,Other ethnic group,626
48,2021,E02007083,2021 super output areas - middle layer,152,Other ethnic group: Arab,317
49,2021,E02007083,2021 super output areas - middle layer,152,Other ethnic group: Any other ethnic group,309
50,2021,E02007084,2021 super output areas - middle layer,152,Total: All usual residents,9893
51,2021,E02007084,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh",1143
52,2021,E02007084,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Bangladeshi",76
53,2021,E02007084,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Chinese",150
54,2021,E02007084,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Indian",142
55,2021,E02007084,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Pakistani",390
56,2021,E02007084,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Asian",385
57,2021,E02007084,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African",2535
58,2021,E02007084,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: African",1508
59,2021,E02007084,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",697
