,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_LPSTAT_12_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,8176
1,2021,E02002483,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2921
2,2021,E02002483,2021 super output areas - middle layer,152,Married or in a registered civil partnership,3891
3,2021,E02002483,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,3884
4,2021,E02002483,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,3872
5,2021,E02002483,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,12
6,2021,E02002483,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,7
7,2021,E02002483,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
8,2021,E02002483,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,7
9,2021,E02002483,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",174
10,2021,E02002483,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",172
11,2021,E02002483,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",2
12,2021,E02002483,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,679
13,2021,E02002483,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,677
14,2021,E02002483,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,2
15,2021,E02002483,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,511
16,2021,E02002483,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,511
17,2021,E02002483,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
18,2021,E02002484,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,8121
19,2021,E02002484,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,3544
20,2021,E02002484,2021 super output areas - middle layer,152,Married or in a registered civil partnership,2790
21,2021,E02002484,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,2782
22,2021,E02002484,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,2756
23,2021,E02002484,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,26
24,2021,E02002484,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,8
25,2021,E02002484,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
26,2021,E02002484,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,8
27,2021,E02002484,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",280
28,2021,E02002484,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",280
29,2021,E02002484,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
30,2021,E02002484,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,869
31,2021,E02002484,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,865
32,2021,E02002484,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,4
33,2021,E02002484,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,638
34,2021,E02002484,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,638
35,2021,E02002484,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
36,2021,E02002485,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6230
37,2021,E02002485,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2662
38,2021,E02002485,2021 super output areas - middle layer,152,Married or in a registered civil partnership,2250
39,2021,E02002485,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,2238
40,2021,E02002485,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,2213
41,2021,E02002485,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,25
42,2021,E02002485,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,12
43,2021,E02002485,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,8
44,2021,E02002485,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,4
45,2021,E02002485,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",171
46,2021,E02002485,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",170
47,2021,E02002485,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",1
48,2021,E02002485,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,680
49,2021,E02002485,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,679
50,2021,E02002485,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,1
51,2021,E02002485,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,467
52,2021,E02002485,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,467
53,2021,E02002485,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
54,2021,E02002489,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5759
55,2021,E02002489,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2674
56,2021,E02002489,2021 super output areas - middle layer,152,Married or in a registered civil partnership,1876
57,2021,E02002489,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,1868
58,2021,E02002489,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,1851
59,2021,E02002489,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,17
60,2021,E02002489,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,8
61,2021,E02002489,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
62,2021,E02002489,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,8
63,2021,E02002489,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",192
64,2021,E02002489,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",190
65,2021,E02002489,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",2
66,2021,E02002489,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,619
67,2021,E02002489,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,617
68,2021,E02002489,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,2
69,2021,E02002489,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,398
70,2021,E02002489,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,398
71,2021,E02002489,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
72,2021,E02002490,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,4615
73,2021,E02002490,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2019
74,2021,E02002490,2021 super output areas - middle layer,152,Married or in a registered civil partnership,1699
75,2021,E02002490,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,1690
76,2021,E02002490,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,1673
