,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_EASTAT_20_NAME,OBS_VALUE
0,2021,E02000009,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,145
1,2021,E02000009,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment:Self-employed without employees,948
2,2021,E02000009,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,371
3,2021,E02000009,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,577
4,2021,E02000009,2021 super output areas - middle layer,152,Economically active (excluding full-time students): Unemployed,443
5,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student,323
6,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment,259
7,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Employee,217
8,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Employee: Part-time,158
9,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Employee: Full-time,59
10,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Self-employed with employees,6
11,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
12,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,4
13,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Self-employed without employees,36
14,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,26
15,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,10
16,2021,E02000009,2021 super output areas - middle layer,152,Economically active and a full-time student: Unemployed,64
17,2021,E02000009,2021 super output areas - middle layer,152,Economically inactive,3415
18,2021,E02000009,2021 super output areas - middle layer,152,Economically inactive: Retired,815
19,2021,E02000009,2021 super output areas - middle layer,152,Economically inactive: Student,841
20,2021,E02000009,2021 super output areas - middle layer,152,Economically inactive: Looking after home or family,815
21,2021,E02000009,2021 super output areas - middle layer,152,Economically inactive: Long-term sick or disabled,444
22,2021,E02000009,2021 super output areas - middle layer,152,Economically inactive: Other,500
23,2021,E02000010,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7075
24,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students),4357
25,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment,4031
26,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment:Employee,3114
27,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Employee: Part-time,900
28,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Employee: Full-time,2214
29,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment:Self-employed with employees,119
30,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,32
31,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,87
32,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students):In employment:Self-employed without employees,798
33,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,256
34,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,542
35,2021,E02000010,2021 super output areas - middle layer,152,Economically active (excluding full-time students): Unemployed,326
36,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student,258
37,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment,198
38,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Employee,173
39,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Employee: Part-time,116
40,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Employee: Full-time,57
41,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Self-employed with employees,3
42,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
43,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,3
44,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student:In employment:Self-employed without employees,22
45,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,15
46,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,7
47,2021,E02000010,2021 super output areas - middle layer,152,Economically active and a full-time student: Unemployed,60
48,2021,E02000010,2021 super output areas - middle layer,152,Economically inactive,2460
49,2021,E02000010,2021 super output areas - middle layer,152,Economically inactive: Retired,763
50,2021,E02000010,2021 super output areas - middle layer,152,Economically inactive: Student,490
51,2021,E02000010,2021 super output areas - middle layer,152,Economically inactive: Looking after home or family,532
52,2021,E02000010,2021 super output areas - middle layer,152,Economically inactive: Long-term sick or disabled,345
53,2021,E02000010,2021 super output areas - middle layer,152,Economically inactive: Other,330
54,2021,E02000011,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5418
55,2021,E02000011,2021 super output areas - middle layer,152,Economically active (excluding full-time students),3199
