,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_NSSEC_NAME,OBS_VALUE
0,2001,E02005551,2001 super output areas - middle layer,305,Higher professional occupations,16
1,2001,E02005551,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",272
2,2001,E02005551,2001 super output areas - middle layer,305,Intermediate occupations,147
3,2001,E02005551,2001 super output areas - middle layer,305,Small employers and own account workers,154
4,2001,E02005551,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,71
5,2001,E02005551,2001 super output areas - middle layer,305,Semi-routine occupations,302
6,2001,E02005551,2001 super output areas - middle layer,305,Routine occupations,126
7,2001,E02005551,2001 super output areas - middle layer,305,Never worked,68
8,2001,E02005551,2001 super output areas - middle layer,305,Long-term unemployed,12
9,2001,E02005551,2001 super output areas - middle layer,305,Full-time students,82
10,2001,E02005551,2001 super output areas - middle layer,305,Not classifiable for other reasons,744
11,2001,E02005552,2001 super output areas - middle layer,305,All categories: NS-SeC,2758
12,2001,E02005552,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,34
13,2001,E02005552,2001 super output areas - middle layer,305,Higher professional occupations,34
14,2001,E02005552,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",398
15,2001,E02005552,2001 super output areas - middle layer,305,Intermediate occupations,244
16,2001,E02005552,2001 super output areas - middle layer,305,Small employers and own account workers,216
17,2001,E02005552,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,107
18,2001,E02005552,2001 super output areas - middle layer,305,Semi-routine occupations,408
19,2001,E02005552,2001 super output areas - middle layer,305,Routine occupations,270
20,2001,E02005552,2001 super output areas - middle layer,305,Never worked,73
21,2001,E02005552,2001 super output areas - middle layer,305,Long-term unemployed,12
22,2001,E02005552,2001 super output areas - middle layer,305,Full-time students,97
23,2001,E02005552,2001 super output areas - middle layer,305,Not classifiable for other reasons,865
24,2001,E02005553,2001 super output areas - middle layer,305,All categories: NS-SeC,3124
25,2001,E02005553,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,29
26,2001,E02005553,2001 super output areas - middle layer,305,Higher professional occupations,34
27,2001,E02005553,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",404
28,2001,E02005553,2001 super output areas - middle layer,305,Intermediate occupations,311
29,2001,E02005553,2001 super output areas - middle layer,305,Small employers and own account workers,175
30,2001,E02005553,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,137
31,2001,E02005553,2001 super output areas - middle layer,305,Semi-routine occupations,602
32,2001,E02005553,2001 super output areas - middle layer,305,Routine occupations,238
33,2001,E02005553,2001 super output areas - middle layer,305,Never worked,39
34,2001,E02005553,2001 super output areas - middle layer,305,Long-term unemployed,11
35,2001,E02005553,2001 super output areas - middle layer,305,Full-time students,106
36,2001,E02005553,2001 super output areas - middle layer,305,Not classifiable for other reasons,1038
37,2001,E02005554,2001 super output areas - middle layer,305,All categories: NS-SeC,2503
38,2001,E02005554,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,30
39,2001,E02005554,2001 super output areas - middle layer,305,Higher professional occupations,23
40,2001,E02005554,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",388
41,2001,E02005554,2001 super output areas - middle layer,305,Intermediate occupations,284
42,2001,E02005554,2001 super output areas - middle layer,305,Small employers and own account workers,135
43,2001,E02005554,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,94
44,2001,E02005554,2001 super output areas - middle layer,305,Semi-routine occupations,455
45,2001,E02005554,2001 super output areas - middle layer,305,Routine occupations,165
46,2001,E02005554,2001 super output areas - middle layer,305,Never worked,29
47,2001,E02005554,2001 super output areas - middle layer,305,Long-term unemployed,11
48,2001,E02005554,2001 super output areas - middle layer,305,Full-time students,94
49,2001,E02005554,2001 super output areas - middle layer,305,Not classifiable for other reasons,795
50,2001,E02005555,2001 super output areas - middle layer,305,All categories: NS-SeC,2358
51,2001,E02005555,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,39
52,2001,E02005555,2001 super output areas - middle layer,305,Higher professional occupations,53
53,2001,E02005555,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",531
54,2001,E02005555,2001 super output areas - middle layer,305,Intermediate occupations,369
55,2001,E02005555,2001 super output areas - middle layer,305,Small employers and own account workers,101
56,2001,E02005555,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,90
57,2001,E02005555,2001 super output areas - middle layer,305,Semi-routine occupations,393
58,2001,E02005555,2001 super output areas - middle layer,305,Routine occupations,103
59,2001,E02005555,2001 super output areas - middle layer,305,Never worked,27
60,2001,E02005555,2001 super output areas - middle layer,305,Long-term unemployed,6
61,2001,E02005555,2001 super output areas - middle layer,305,Full-time students,119
62,2001,E02005555,2001 super output areas - middle layer,305,Not classifiable for other reasons,527
63,2001,E02005556,2001 super output areas - middle layer,305,All categories: NS-SeC,2814
64,2001,E02005556,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,22
65,2001,E02005556,2001 super output areas - middle layer,305,Higher professional occupations,42
66,2001,E02005556,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",485
67,2001,E02005556,2001 super output areas - middle layer,305,Intermediate occupations,429
68,2001,E02005556,2001 super output areas - middle layer,305,Small employers and own account workers,89
