,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_NSSEC_NAME,OBS_VALUE
0,2001,E02002559,2001 super output areas - middle layer,305,All categories: NS-SeC,2400
1,2001,E02002559,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,166
2,2001,E02002559,2001 super output areas - middle layer,305,Higher professional occupations,210
3,2001,E02002559,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",529
4,2001,E02002559,2001 super output areas - middle layer,305,Intermediate occupations,104
5,2001,E02002559,2001 super output areas - middle layer,305,Small employers and own account workers,396
6,2001,E02002559,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,235
7,2001,E02002559,2001 super output areas - middle layer,305,Semi-routine occupations,140
8,2001,E02002559,2001 super output areas - middle layer,305,Routine occupations,163
9,2001,E02002559,2001 super output areas - middle layer,305,Never worked,26
10,2001,E02002559,2001 super output areas - middle layer,305,Long-term unemployed,14
11,2001,E02002559,2001 super output areas - middle layer,305,Full-time students,103
12,2001,E02002559,2001 super output areas - middle layer,305,Not classifiable for other reasons,314
13,2001,E02002560,2001 super output areas - middle layer,305,All categories: NS-SeC,2178
14,2001,E02002560,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,65
15,2001,E02002560,2001 super output areas - middle layer,305,Higher professional occupations,81
16,2001,E02002560,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",390
17,2001,E02002560,2001 super output areas - middle layer,305,Intermediate occupations,128
18,2001,E02002560,2001 super output areas - middle layer,305,Small employers and own account workers,186
19,2001,E02002560,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,349
20,2001,E02002560,2001 super output areas - middle layer,305,Semi-routine occupations,266
21,2001,E02002560,2001 super output areas - middle layer,305,Routine occupations,327
22,2001,E02002560,2001 super output areas - middle layer,305,Never worked,25
23,2001,E02002560,2001 super output areas - middle layer,305,Long-term unemployed,27
24,2001,E02002560,2001 super output areas - middle layer,305,Full-time students,74
25,2001,E02002560,2001 super output areas - middle layer,305,Not classifiable for other reasons,260
26,2001,E02002561,2001 super output areas - middle layer,305,All categories: NS-SeC,2221
27,2001,E02002561,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,126
28,2001,E02002561,2001 super output areas - middle layer,305,Higher professional occupations,119
29,2001,E02002561,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",463
30,2001,E02002561,2001 super output areas - middle layer,305,Intermediate occupations,174
31,2001,E02002561,2001 super output areas - middle layer,305,Small employers and own account workers,144
32,2001,E02002561,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,302
33,2001,E02002561,2001 super output areas - middle layer,305,Semi-routine occupations,212
34,2001,E02002561,2001 super output areas - middle layer,305,Routine occupations,246
35,2001,E02002561,2001 super output areas - middle layer,305,Never worked,26
36,2001,E02002561,2001 super output areas - middle layer,305,Long-term unemployed,24
37,2001,E02002561,2001 super output areas - middle layer,305,Full-time students,124
38,2001,E02002561,2001 super output areas - middle layer,305,Not classifiable for other reasons,261
39,2001,E02002562,2001 super output areas - middle layer,305,All categories: NS-SeC,2057
40,2001,E02002562,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,73
41,2001,E02002562,2001 super output areas - middle layer,305,Higher professional occupations,66
42,2001,E02002562,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",296
43,2001,E02002562,2001 super output areas - middle layer,305,Intermediate occupations,112
44,2001,E02002562,2001 super output areas - middle layer,305,Small employers and own account workers,129
45,2001,E02002562,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,278
46,2001,E02002562,2001 super output areas - middle layer,305,Semi-routine occupations,263
47,2001,E02002562,2001 super output areas - middle layer,305,Routine occupations,355
48,2001,E02002562,2001 super output areas - middle layer,305,Never worked,36
49,2001,E02002562,2001 super output areas - middle layer,305,Long-term unemployed,52
50,2001,E02002562,2001 super output areas - middle layer,305,Full-time students,73
51,2001,E02002562,2001 super output areas - middle layer,305,Not classifiable for other reasons,324
52,2001,E02002563,2001 super output areas - middle layer,305,All categories: NS-SeC,1887
53,2001,E02002563,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,60
54,2001,E02002563,2001 super output areas - middle layer,305,Higher professional occupations,51
55,2001,E02002563,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",282
56,2001,E02002563,2001 super output areas - middle layer,305,Intermediate occupations,111
57,2001,E02002563,2001 super output areas - middle layer,305,Small employers and own account workers,134
58,2001,E02002563,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,251
59,2001,E02002563,2001 super output areas - middle layer,305,Semi-routine occupations,204
60,2001,E02002563,2001 super output areas - middle layer,305,Routine occupations,297
61,2001,E02002563,2001 super output areas - middle layer,305,Never worked,57
62,2001,E02002563,2001 super output areas - middle layer,305,Long-term unemployed,31
63,2001,E02002563,2001 super output areas - middle layer,305,Full-time students,86
64,2001,E02002563,2001 super output areas - middle layer,305,Not classifiable for other reasons,323
65,2001,E02002564,2001 super output areas - middle layer,305,All categories: NS-SeC,3026
66,2001,E02002564,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,87
67,2001,E02002564,2001 super output areas - middle layer,305,Higher professional occupations,83
68,2001,E02002564,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",418
69,2001,E02002564,2001 super output areas - middle layer,305,Intermediate occupations,156
70,2001,E02002564,2001 super output areas - middle layer,305,Small employers and own account workers,208
71,2001,E02002564,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,419
72,2001,E02002564,2001 super output areas - middle layer,305,Semi-routine occupations,336
73,2001,E02002564,2001 super output areas - middle layer,305,Routine occupations,492
74,2001,E02002564,2001 super output areas - middle layer,305,Never worked,69
75,2001,E02002564,2001 super output areas - middle layer,305,Long-term unemployed,69
76,2001,E02002564,2001 super output areas - middle layer,305,Full-time students,137
77,2001,E02002564,2001 super output areas - middle layer,305,Not classifiable for other reasons,552
78,2001,E02002565,2001 super output areas - middle layer,305,All categories: NS-SeC,1971
79,2001,E02002565,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,65
80,2001,E02002565,2001 super output areas - middle layer,305,Higher professional occupations,107
81,2001,E02002565,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",328
82,2001,E02002565,2001 super output areas - middle layer,305,Intermediate occupations,142
83,2001,E02002565,2001 super output areas - middle layer,305,Small employers and own account workers,139
84,2001,E02002565,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,245
85,2001,E02002565,2001 super output areas - middle layer,305,Semi-routine occupations,237
86,2001,E02002565,2001 super output areas - middle layer,305,Routine occupations,309
87,2001,E02002565,2001 super output areas - middle layer,305,Never worked,36
88,2001,E02002565,2001 super output areas - middle layer,305,Long-term unemployed,42
89,2001,E02002565,2001 super output areas - middle layer,305,Full-time students,82
90,2001,E02002565,2001 super output areas - middle layer,305,Not classifiable for other reasons,239
91,2001,E02002566,2001 super output areas - middle layer,305,All categories: NS-SeC,2443
92,2001,E02002566,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,46
93,2001,E02002566,2001 super output areas - middle layer,305,Higher professional occupations,137
94,2001,E02002566,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",341
95,2001,E02002566,2001 super output areas - middle layer,305,Intermediate occupations,123
96,2001,E02002566,2001 super output areas - middle layer,305,Small employers and own account workers,162
97,2001,E02002566,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,249
98,2001,E02002566,2001 super output areas - middle layer,305,Semi-routine occupations,338
99,2001,E02002566,2001 super output areas - middle layer,305,Routine occupations,340
100,2001,E02002566,2001 super output areas - middle layer,305,Never worked,115
