,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_OCCPUK11_2_NAME,OBS_VALUE
0,2001,E02005892,2001 super output areas - middle layer,305,All categories: Occupation,1960
1,2001,E02005892,2001 super output areas - middle layer,305,1. Managers and senior officials,242
2,2001,E02005892,2001 super output areas - middle layer,305,2. Professional occupations,233
3,2001,E02005892,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,290
4,2001,E02005892,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,517
5,2001,E02005892,2001 super output areas - middle layer,305,5. Skilled trades occupations,39
6,2001,E02005892,2001 super output areas - middle layer,305,6. Personal service occupations,212
7,2001,E02005892,2001 super output areas - middle layer,305,7. Sales and customer service occupations,225
8,2001,E02005892,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",52
9,2001,E02005892,2001 super output areas - middle layer,305,9. Elementary occupations,150
10,2001,E02005893,2001 super output areas - middle layer,305,All categories: Occupation,1770
11,2001,E02005893,2001 super output areas - middle layer,305,1. Managers and senior officials,148
12,2001,E02005893,2001 super output areas - middle layer,305,2. Professional occupations,67
13,2001,E02005893,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,148
14,2001,E02005893,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,266
15,2001,E02005893,2001 super output areas - middle layer,305,5. Skilled trades occupations,59
16,2001,E02005893,2001 super output areas - middle layer,305,6. Personal service occupations,271
17,2001,E02005893,2001 super output areas - middle layer,305,7. Sales and customer service occupations,212
18,2001,E02005893,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",109
19,2001,E02005893,2001 super output areas - middle layer,305,9. Elementary occupations,490
20,2001,E02005894,2001 super output areas - middle layer,305,All categories: Occupation,1601
21,2001,E02005894,2001 super output areas - middle layer,305,1. Managers and senior officials,156
22,2001,E02005894,2001 super output areas - middle layer,305,2. Professional occupations,112
23,2001,E02005894,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,191
24,2001,E02005894,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,305
25,2001,E02005894,2001 super output areas - middle layer,305,5. Skilled trades occupations,52
26,2001,E02005894,2001 super output areas - middle layer,305,6. Personal service occupations,226
27,2001,E02005894,2001 super output areas - middle layer,305,7. Sales and customer service occupations,192
28,2001,E02005894,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",65
29,2001,E02005894,2001 super output areas - middle layer,305,9. Elementary occupations,302
30,2001,E02005895,2001 super output areas - middle layer,305,All categories: Occupation,1680
31,2001,E02005895,2001 super output areas - middle layer,305,1. Managers and senior officials,269
32,2001,E02005895,2001 super output areas - middle layer,305,2. Professional occupations,228
33,2001,E02005895,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,217
34,2001,E02005895,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,329
35,2001,E02005895,2001 super output areas - middle layer,305,5. Skilled trades occupations,61
36,2001,E02005895,2001 super output areas - middle layer,305,6. Personal service occupations,208
37,2001,E02005895,2001 super output areas - middle layer,305,7. Sales and customer service occupations,131
38,2001,E02005895,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",50
39,2001,E02005895,2001 super output areas - middle layer,305,9. Elementary occupations,187
40,2001,E02005896,2001 super output areas - middle layer,305,All categories: Occupation,1337
41,2001,E02005896,2001 super output areas - middle layer,305,1. Managers and senior officials,178
42,2001,E02005896,2001 super output areas - middle layer,305,2. Professional occupations,159
43,2001,E02005896,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,198
44,2001,E02005896,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,276
45,2001,E02005896,2001 super output areas - middle layer,305,5. Skilled trades occupations,53
46,2001,E02005896,2001 super output areas - middle layer,305,6. Personal service occupations,145
47,2001,E02005896,2001 super output areas - middle layer,305,7. Sales and customer service occupations,151
48,2001,E02005896,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",41
49,2001,E02005896,2001 super output areas - middle layer,305,9. Elementary occupations,136
50,2001,E02005897,2001 super output areas - middle layer,305,All categories: Occupation,1716
51,2001,E02005897,2001 super output areas - middle layer,305,1. Managers and senior officials,225
52,2001,E02005897,2001 super output areas - middle layer,305,2. Professional occupations,230
53,2001,E02005897,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,241
54,2001,E02005897,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,328
55,2001,E02005897,2001 super output areas - middle layer,305,5. Skilled trades occupations,55
56,2001,E02005897,2001 super output areas - middle layer,305,6. Personal service occupations,237
57,2001,E02005897,2001 super output areas - middle layer,305,7. Sales and customer service occupations,135
58,2001,E02005897,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",57
59,2001,E02005897,2001 super output areas - middle layer,305,9. Elementary occupations,208
60,2001,E02005898,2001 super output areas - middle layer,305,All categories: Occupation,2115
61,2001,E02005898,2001 super output areas - middle layer,305,1. Managers and senior officials,203
62,2001,E02005898,2001 super output areas - middle layer,305,2. Professional occupations,113
63,2001,E02005898,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,254
64,2001,E02005898,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,423
65,2001,E02005898,2001 super output areas - middle layer,305,5. Skilled trades occupations,66
66,2001,E02005898,2001 super output areas - middle layer,305,6. Personal service occupations,355
67,2001,E02005898,2001 super output areas - middle layer,305,7. Sales and customer service occupations,275
68,2001,E02005898,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",93
69,2001,E02005898,2001 super output areas - middle layer,305,9. Elementary occupations,333
70,2001,E02005899,2001 super output areas - middle layer,305,All categories: Occupation,2011
71,2001,E02005899,2001 super output areas - middle layer,305,1. Managers and senior officials,223
72,2001,E02005899,2001 super output areas - middle layer,305,2. Professional occupations,121
73,2001,E02005899,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,216
74,2001,E02005899,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,329
75,2001,E02005899,2001 super output areas - middle layer,305,5. Skilled trades occupations,68
76,2001,E02005899,2001 super output areas - middle layer,305,6. Personal service occupations,272
77,2001,E02005899,2001 super output areas - middle layer,305,7. Sales and customer service occupations,284
78,2001,E02005899,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",123
79,2001,E02005899,2001 super output areas - middle layer,305,9. Elementary occupations,375
80,2001,E02005900,2001 super output areas - middle layer,305,All categories: Occupation,1348
81,2001,E02005900,2001 super output areas - middle layer,305,1. Managers and senior officials,155
82,2001,E02005900,2001 super output areas - middle layer,305,2. Professional occupations,273
83,2001,E02005900,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,193
84,2001,E02005900,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,249
85,2001,E02005900,2001 super output areas - middle layer,305,5. Skilled trades occupations,34
86,2001,E02005900,2001 super output areas - middle layer,305,6. Personal service occupations,166
87,2001,E02005900,2001 super output areas - middle layer,305,7. Sales and customer service occupations,121
88,2001,E02005900,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",15
89,2001,E02005900,2001 super output areas - middle layer,305,9. Elementary occupations,142
90,2001,E02005901,2001 super output areas - middle layer,305,All categories: Occupation,1630
91,2001,E02005901,2001 super output areas - middle layer,305,1. Managers and senior officials,195
92,2001,E02005901,2001 super output areas - middle layer,305,2. Professional occupations,116
93,2001,E02005901,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,200
94,2001,E02005901,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,337
95,2001,E02005901,2001 super output areas - middle layer,305,5. Skilled trades occupations,32
96,2001,E02005901,2001 super output areas - middle layer,305,6. Personal service occupations,216
97,2001,E02005901,2001 super output areas - middle layer,305,7. Sales and customer service occupations,220
98,2001,E02005901,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",88
99,2001,E02005901,2001 super output areas - middle layer,305,9. Elementary occupations,226
100,2001,E02005902,2001 super output areas - middle layer,305,All categories: Occupation,1368
101,2001,E02005902,2001 super output areas - middle layer,305,1. Managers and senior officials,117
102,2001,E02005902,2001 super output areas - middle layer,305,2. Professional occupations,49
103,2001,E02005902,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,128
104,2001,E02005902,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,256
105,2001,E02005902,2001 super output areas - middle layer,305,5. Skilled trades occupations,35
106,2001,E02005902,2001 super output areas - middle layer,305,6. Personal service occupations,195
107,2001,E02005902,2001 super output areas - middle layer,305,7. Sales and customer service occupations,221
108,2001,E02005902,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",100
109,2001,E02005902,2001 super output areas - middle layer,305,9. Elementary occupations,267
110,2001,E02005903,2001 super output areas - middle layer,305,All categories: Occupation,2248
111,2001,E02005903,2001 super output areas - middle layer,305,1. Managers and senior officials,216
112,2001,E02005903,2001 super output areas - middle layer,305,2. Professional occupations,114
113,2001,E02005903,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,227
114,2001,E02005903,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,439
115,2001,E02005903,2001 super output areas - middle layer,305,5. Skilled trades occupations,60
116,2001,E02005903,2001 super output areas - middle layer,305,6. Personal service occupations,355
117,2001,E02005903,2001 super output areas - middle layer,305,7. Sales and customer service occupations,368
118,2001,E02005903,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",110
119,2001,E02005903,2001 super output areas - middle layer,305,9. Elementary occupations,359
120,2001,E02005904,2001 super output areas - middle layer,305,All categories: Occupation,1326
121,2001,E02005904,2001 super output areas - middle layer,305,1. Managers and senior officials,194
122,2001,E02005904,2001 super output areas - middle layer,305,2. Professional occupations,172
123,2001,E02005904,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,200
124,2001,E02005904,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,277
125,2001,E02005904,2001 super output areas - middle layer,305,5. Skilled trades occupations,34
126,2001,E02005904,2001 super output areas - middle layer,305,6. Personal service occupations,165
127,2001,E02005904,2001 super output areas - middle layer,305,7. Sales and customer service occupations,119
128,2001,E02005904,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",34
129,2001,E02005904,2001 super output areas - middle layer,305,9. Elementary occupations,131
130,2001,E02005905,2001 super output areas - middle layer,305,All categories: Occupation,1234
131,2001,E02005905,2001 super output areas - middle layer,305,1. Managers and senior officials,211
132,2001,E02005905,2001 super output areas - middle layer,305,2. Professional occupations,195
133,2001,E02005905,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,218
134,2001,E02005905,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,284
135,2001,E02005905,2001 super output areas - middle layer,305,5. Skilled trades occupations,37
136,2001,E02005905,2001 super output areas - middle layer,305,6. Personal service occupations,120
137,2001,E02005905,2001 super output areas - middle layer,305,7. Sales and customer service occupations,80
138,2001,E02005905,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",13
139,2001,E02005905,2001 super output areas - middle layer,305,9. Elementary occupations,76
140,2001,E02005906,2001 super output areas - middle layer,305,All categories: Occupation,1302
141,2001,E02005906,2001 super output areas - middle layer,305,1. Managers and senior officials,212
142,2001,E02005906,2001 super output areas - middle layer,305,2. Professional occupations,212
143,2001,E02005906,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,227
144,2001,E02005906,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,269
145,2001,E02005906,2001 super output areas - middle layer,305,5. Skilled trades occupations,35
146,2001,E02005906,2001 super output areas - middle layer,305,6. Personal service occupations,150
147,2001,E02005906,2001 super output areas - middle layer,305,7. Sales and customer service occupations,90
148,2001,E02005906,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",21
149,2001,E02005906,2001 super output areas - middle layer,305,9. Elementary occupations,86
150,2001,E02005907,2001 super output areas - middle layer,305,All categories: Occupation,2017
151,2001,E02005907,2001 super output areas - middle layer,305,1. Managers and senior officials,274
152,2001,E02005907,2001 super output areas - middle layer,305,2. Professional occupations,226
153,2001,E02005907,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,310
154,2001,E02005907,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,495
155,2001,E02005907,2001 super output areas - middle layer,305,5. Skilled trades occupations,36
156,2001,E02005907,2001 super output areas - middle layer,305,6. Personal service occupations,241
157,2001,E02005907,2001 super output areas - middle layer,305,7. Sales and customer service occupations,200
158,2001,E02005907,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",44
159,2001,E02005907,2001 super output areas - middle layer,305,9. Elementary occupations,191
160,2001,E02005908,2001 super output areas - middle layer,305,All categories: Occupation,1809
161,2001,E02005908,2001 super output areas - middle layer,305,1. Managers and senior officials,254
162,2001,E02005908,2001 super output areas - middle layer,305,2. Professional occupations,272
163,2001,E02005908,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,316
164,2001,E02005908,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,390
165,2001,E02005908,2001 super output areas - middle layer,305,5. Skilled trades occupations,28
166,2001,E02005908,2001 super output areas - middle layer,305,6. Personal service occupations,208
167,2001,E02005908,2001 super output areas - middle layer,305,7. Sales and customer service occupations,178
168,2001,E02005908,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",24
169,2001,E02005908,2001 super output areas - middle layer,305,9. Elementary occupations,139
170,2001,E02005909,2001 super output areas - middle layer,305,All categories: Occupation,1927
171,2001,E02005909,2001 super output areas - middle layer,305,1. Managers and senior officials,231
172,2001,E02005909,2001 super output areas - middle layer,305,2. Professional occupations,486
173,2001,E02005909,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,365
174,2001,E02005909,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,325
175,2001,E02005909,2001 super output areas - middle layer,305,5. Skilled trades occupations,27
176,2001,E02005909,2001 super output areas - middle layer,305,6. Personal service occupations,175
177,2001,E02005909,2001 super output areas - middle layer,305,7. Sales and customer service occupations,144
178,2001,E02005909,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",24
179,2001,E02005909,2001 super output areas - middle layer,305,9. Elementary occupations,150
180,2001,E02005910,2001 super output areas - middle layer,305,All categories: Occupation,2117
181,2001,E02005910,2001 super output areas - middle layer,305,1. Managers and senior officials,282
182,2001,E02005910,2001 super output areas - middle layer,305,2. Professional occupations,541
183,2001,E02005910,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,441
184,2001,E02005910,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,332
185,2001,E02005910,2001 super output areas - middle layer,305,5. Skilled trades occupations,16
186,2001,E02005910,2001 super output areas - middle layer,305,6. Personal service occupations,149
187,2001,E02005910,2001 super output areas - middle layer,305,7. Sales and customer service occupations,184
188,2001,E02005910,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",16
189,2001,E02005910,2001 super output areas - middle layer,305,9. Elementary occupations,156
190,2001,E02005911,2001 super output areas - middle layer,305,All categories: Occupation,1911
191,2001,E02005911,2001 super output areas - middle layer,305,1. Managers and senior officials,330
192,2001,E02005911,2001 super output areas - middle layer,305,2. Professional occupations,373
193,2001,E02005911,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,332
194,2001,E02005911,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,412
195,2001,E02005911,2001 super output areas - middle layer,305,5. Skilled trades occupations,20
196,2001,E02005911,2001 super output areas - middle layer,305,6. Personal service occupations,148
197,2001,E02005911,2001 super output areas - middle layer,305,7. Sales and customer service occupations,169
198,2001,E02005911,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",20
199,2001,E02005911,2001 super output areas - middle layer,305,9. Elementary occupations,107
200,2001,E02005912,2001 super output areas - middle layer,305,All categories: Occupation,2065
201,2001,E02005912,2001 super output areas - middle layer,305,1. Managers and senior officials,298
202,2001,E02005912,2001 super output areas - middle layer,305,2. Professional occupations,326
203,2001,E02005912,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,340
204,2001,E02005912,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,502
205,2001,E02005912,2001 super output areas - middle layer,305,5. Skilled trades occupations,36
206,2001,E02005912,2001 super output areas - middle layer,305,6. Personal service occupations,178
207,2001,E02005912,2001 super output areas - middle layer,305,7. Sales and customer service occupations,196
208,2001,E02005912,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",31
209,2001,E02005912,2001 super output areas - middle layer,305,9. Elementary occupations,158
210,2001,E02005913,2001 super output areas - middle layer,305,All categories: Occupation,1243
211,2001,E02005913,2001 super output areas - middle layer,305,1. Managers and senior officials,153
212,2001,E02005913,2001 super output areas - middle layer,305,2. Professional occupations,277
213,2001,E02005913,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,220
214,2001,E02005913,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,257
215,2001,E02005913,2001 super output areas - middle layer,305,5. Skilled trades occupations,11
216,2001,E02005913,2001 super output areas - middle layer,305,6. Personal service occupations,117
217,2001,E02005913,2001 super output areas - middle layer,305,7. Sales and customer service occupations,106
218,2001,E02005913,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",17
219,2001,E02005913,2001 super output areas - middle layer,305,9. Elementary occupations,85
220,2001,E02005914,2001 super output areas - middle layer,305,All categories: Occupation,1675
221,2001,E02005914,2001 super output areas - middle layer,305,1. Managers and senior officials,164
222,2001,E02005914,2001 super output areas - middle layer,305,2. Professional occupations,112
223,2001,E02005914,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,173
224,2001,E02005914,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,374
225,2001,E02005914,2001 super output areas - middle layer,305,5. Skilled trades occupations,49
226,2001,E02005914,2001 super output areas - middle layer,305,6. Personal service occupations,237
227,2001,E02005914,2001 super output areas - middle layer,305,7. Sales and customer service occupations,257
228,2001,E02005914,2001 super output areas - middle layer,305,"8. Process, plant and machine operatives",69
229,2001,E02005914,2001 super output areas - middle layer,305,9. Elementary occupations,240
230,2001,E02005915,2001 super output areas - middle layer,305,All categories: Occupation,1244
231,2001,E02005915,2001 super output areas - middle layer,305,1. Managers and senior officials,195
232,2001,E02005915,2001 super output areas - middle layer,305,2. Professional occupations,180
233,2001,E02005915,2001 super output areas - middle layer,305,3. Associate professional and technical occupations,194
234,2001,E02005915,2001 super output areas - middle layer,305,4. Administrative and secretarial occupations,299
235,2001,E02005915,2001 super output areas - middle layer,305,5. Skilled trades occupations,48
236,2001,E02005915,2001 super output areas - middle layer,305,6. Personal service occupations,116
