,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_HHCHUK11_NAME,OBS_VALUE
0,2001,E02006267,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,690
1,2001,E02006267,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,249
2,2001,E02006267,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,145
3,2001,E02006267,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,75
4,2001,E02006267,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,10
5,2001,E02006267,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,81
6,2001,E02006267,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,65
7,2001,E02006267,2001 super output areas - middle layer,305,Other households,102
8,2001,E02006267,2001 super output areas - middle layer,305,Other households - With dependent children,29
9,2001,E02006267,2001 super output areas - middle layer,305,Other households - All students,0
10,2001,E02006267,2001 super output areas - middle layer,305,Other households - All pensioner,14
11,2001,E02006267,2001 super output areas - middle layer,305,Other households - Other,59
12,2001,E02006268,2001 super output areas - middle layer,305,All households,2632
13,2001,E02006268,2001 super output areas - middle layer,305,One person household,822
14,2001,E02006268,2001 super output areas - middle layer,305,One person household - Pensioner,579
15,2001,E02006268,2001 super output areas - middle layer,305,One person household - Other,243
16,2001,E02006268,2001 super output areas - middle layer,305,One family and no others,1729
17,2001,E02006268,2001 super output areas - middle layer,305,One family and no others - All pensioners,379
18,2001,E02006268,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,301
19,2001,E02006268,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,436
20,2001,E02006268,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,155
21,2001,E02006268,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,74
22,2001,E02006268,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,109
23,2001,E02006268,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,11
24,2001,E02006268,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,202
25,2001,E02006268,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,62
26,2001,E02006268,2001 super output areas - middle layer,305,Other households,81
27,2001,E02006268,2001 super output areas - middle layer,305,Other households - With dependent children,30
28,2001,E02006268,2001 super output areas - middle layer,305,Other households - All students,0
29,2001,E02006268,2001 super output areas - middle layer,305,Other households - All pensioner,12
30,2001,E02006268,2001 super output areas - middle layer,305,Other households - Other,39
31,2001,E02006269,2001 super output areas - middle layer,305,All households,2489
32,2001,E02006269,2001 super output areas - middle layer,305,One person household,537
33,2001,E02006269,2001 super output areas - middle layer,305,One person household - Pensioner,245
34,2001,E02006269,2001 super output areas - middle layer,305,One person household - Other,292
35,2001,E02006269,2001 super output areas - middle layer,305,One family and no others,1844
36,2001,E02006269,2001 super output areas - middle layer,305,One family and no others - All pensioners,252
37,2001,E02006269,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,447
38,2001,E02006269,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,620
39,2001,E02006269,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,152
40,2001,E02006269,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,145
41,2001,E02006269,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,72
42,2001,E02006269,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,9
43,2001,E02006269,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,91
44,2001,E02006269,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,56
