,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,CELL_NAME,OBS_VALUE
0,2001,E02006488,2001 super output areas - middle layer,305,Unemployed: Age 16 to 24,28
1,2001,E02006488,2001 super output areas - middle layer,305,Unemployed: Age 50 to 74,11
2,2001,E02006488,2001 super output areas - middle layer,305,Unemployed: Never worked,6
3,2001,E02006488,2001 super output areas - middle layer,305,Long-term unemployed,20
4,2001,E02006489,2001 super output areas - middle layer,305,All usual residents aged 16 to 74,5039
5,2001,E02006489,2001 super output areas - middle layer,305,Economically active,3533
6,2001,E02006489,2001 super output areas - middle layer,305,Economically active: In employment,3248
7,2001,E02006489,2001 super output areas - middle layer,305,Economically active: Employee: Part-time,617
8,2001,E02006489,2001 super output areas - middle layer,305,Economically active: Employee: Full-time,2361
9,2001,E02006489,2001 super output areas - middle layer,305,Economically active: Self-employed,270
10,2001,E02006489,2001 super output areas - middle layer,305,Economically active: Unemployed,176
11,2001,E02006489,2001 super output areas - middle layer,305,Economically active: Full-time student,109
12,2001,E02006489,2001 super output areas - middle layer,305,Economically Inactive,1506
13,2001,E02006489,2001 super output areas - middle layer,305,Economically inactive: Retired,496
14,2001,E02006489,2001 super output areas - middle layer,305,Economically inactive: Student (including full-time students),190
15,2001,E02006489,2001 super output areas - middle layer,305,Economically inactive: Looking after home or family,317
16,2001,E02006489,2001 super output areas - middle layer,305,Economically inactive: Long-term sick or disabled,331
17,2001,E02006489,2001 super output areas - middle layer,305,Economically inactive: Other,172
18,2001,E02006489,2001 super output areas - middle layer,305,Unemployed: Age 16 to 24,45
19,2001,E02006489,2001 super output areas - middle layer,305,Unemployed: Age 50 to 74,29
20,2001,E02006489,2001 super output areas - middle layer,305,Unemployed: Never worked,12
21,2001,E02006489,2001 super output areas - middle layer,305,Long-term unemployed,50
22,2001,E02006490,2001 super output areas - middle layer,305,All usual residents aged 16 to 74,4554
23,2001,E02006490,2001 super output areas - middle layer,305,Economically active,3003
24,2001,E02006490,2001 super output areas - middle layer,305,Economically active: In employment,2799
25,2001,E02006490,2001 super output areas - middle layer,305,Economically active: Employee: Part-time,579
26,2001,E02006490,2001 super output areas - middle layer,305,Economically active: Employee: Full-time,1999
27,2001,E02006490,2001 super output areas - middle layer,305,Economically active: Self-employed,221
28,2001,E02006490,2001 super output areas - middle layer,305,Economically active: Unemployed,125
29,2001,E02006490,2001 super output areas - middle layer,305,Economically active: Full-time student,79
30,2001,E02006490,2001 super output areas - middle layer,305,Economically Inactive,1551
31,2001,E02006490,2001 super output areas - middle layer,305,Economically inactive: Retired,725
32,2001,E02006490,2001 super output areas - middle layer,305,Economically inactive: Student (including full-time students),99
33,2001,E02006490,2001 super output areas - middle layer,305,Economically inactive: Looking after home or family,299
34,2001,E02006490,2001 super output areas - middle layer,305,Economically inactive: Long-term sick or disabled,310
35,2001,E02006490,2001 super output areas - middle layer,305,Economically inactive: Other,118
36,2001,E02006490,2001 super output areas - middle layer,305,Unemployed: Age 16 to 24,36
37,2001,E02006490,2001 super output areas - middle layer,305,Unemployed: Age 50 to 74,18
38,2001,E02006490,2001 super output areas - middle layer,305,Unemployed: Never worked,6
39,2001,E02006490,2001 super output areas - middle layer,305,Long-term unemployed,37
40,2001,E02006491,2001 super output areas - middle layer,305,All usual residents aged 16 to 74,5305
41,2001,E02006491,2001 super output areas - middle layer,305,Economically active,3515
42,2001,E02006491,2001 super output areas - middle layer,305,Economically active: In employment,3244
43,2001,E02006491,2001 super output areas - middle layer,305,Economically active: Employee: Part-time,617
44,2001,E02006491,2001 super output areas - middle layer,305,Economically active: Employee: Full-time,2315
45,2001,E02006491,2001 super output areas - middle layer,305,Economically active: Self-employed,312
46,2001,E02006491,2001 super output areas - middle layer,305,Economically active: Unemployed,164
47,2001,E02006491,2001 super output areas - middle layer,305,Economically active: Full-time student,107
48,2001,E02006491,2001 super output areas - middle layer,305,Economically Inactive,1790
49,2001,E02006491,2001 super output areas - middle layer,305,Economically inactive: Retired,906
50,2001,E02006491,2001 super output areas - middle layer,305,Economically inactive: Student (including full-time students),110
