,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_NSSEC_NAME,OBS_VALUE
0,2001,E02002448,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,55
1,2001,E02002448,2001 super output areas - middle layer,305,Higher professional occupations,35
2,2001,E02002448,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",241
3,2001,E02002448,2001 super output areas - middle layer,305,Intermediate occupations,79
4,2001,E02002448,2001 super output areas - middle layer,305,Small employers and own account workers,135
5,2001,E02002448,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,414
6,2001,E02002448,2001 super output areas - middle layer,305,Semi-routine occupations,354
7,2001,E02002448,2001 super output areas - middle layer,305,Routine occupations,577
8,2001,E02002448,2001 super output areas - middle layer,305,Never worked,57
9,2001,E02002448,2001 super output areas - middle layer,305,Long-term unemployed,41
10,2001,E02002448,2001 super output areas - middle layer,305,Full-time students,111
11,2001,E02002448,2001 super output areas - middle layer,305,Not classifiable for other reasons,515
12,2001,E02002449,2001 super output areas - middle layer,305,All categories: NS-SeC,2735
13,2001,E02002449,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,119
14,2001,E02002449,2001 super output areas - middle layer,305,Higher professional occupations,119
15,2001,E02002449,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",436
16,2001,E02002449,2001 super output areas - middle layer,305,Intermediate occupations,130
17,2001,E02002449,2001 super output areas - middle layer,305,Small employers and own account workers,194
18,2001,E02002449,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,429
19,2001,E02002449,2001 super output areas - middle layer,305,Semi-routine occupations,327
20,2001,E02002449,2001 super output areas - middle layer,305,Routine occupations,456
21,2001,E02002449,2001 super output areas - middle layer,305,Never worked,29
22,2001,E02002449,2001 super output areas - middle layer,305,Long-term unemployed,24
23,2001,E02002449,2001 super output areas - middle layer,305,Full-time students,81
24,2001,E02002449,2001 super output areas - middle layer,305,Not classifiable for other reasons,391
25,2001,E02002450,2001 super output areas - middle layer,305,All categories: NS-SeC,2129
26,2001,E02002450,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,79
27,2001,E02002450,2001 super output areas - middle layer,305,Higher professional occupations,80
28,2001,E02002450,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",311
29,2001,E02002450,2001 super output areas - middle layer,305,Intermediate occupations,123
30,2001,E02002450,2001 super output areas - middle layer,305,Small employers and own account workers,173
31,2001,E02002450,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,306
32,2001,E02002450,2001 super output areas - middle layer,305,Semi-routine occupations,204
33,2001,E02002450,2001 super output areas - middle layer,305,Routine occupations,390
34,2001,E02002450,2001 super output areas - middle layer,305,Never worked,30
35,2001,E02002450,2001 super output areas - middle layer,305,Long-term unemployed,11
36,2001,E02002450,2001 super output areas - middle layer,305,Full-time students,88
37,2001,E02002450,2001 super output areas - middle layer,305,Not classifiable for other reasons,334
38,2001,E02002451,2001 super output areas - middle layer,305,All categories: NS-SeC,2743
39,2001,E02002451,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,174
40,2001,E02002451,2001 super output areas - middle layer,305,Higher professional occupations,181
41,2001,E02002451,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",592
42,2001,E02002451,2001 super output areas - middle layer,305,Intermediate occupations,165
43,2001,E02002451,2001 super output areas - middle layer,305,Small employers and own account workers,278
44,2001,E02002451,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,301
45,2001,E02002451,2001 super output areas - middle layer,305,Semi-routine occupations,183
46,2001,E02002451,2001 super output areas - middle layer,305,Routine occupations,266
47,2001,E02002451,2001 super output areas - middle layer,305,Never worked,51
48,2001,E02002451,2001 super output areas - middle layer,305,Long-term unemployed,23
49,2001,E02002451,2001 super output areas - middle layer,305,Full-time students,143
50,2001,E02002451,2001 super output areas - middle layer,305,Not classifiable for other reasons,386
51,2001,E02002452,2001 super output areas - middle layer,305,All categories: NS-SeC,2602
52,2001,E02002452,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,76
53,2001,E02002452,2001 super output areas - middle layer,305,Higher professional occupations,106
54,2001,E02002452,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",345
55,2001,E02002452,2001 super output areas - middle layer,305,Intermediate occupations,107
56,2001,E02002452,2001 super output areas - middle layer,305,Small employers and own account workers,194
57,2001,E02002452,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,335
58,2001,E02002452,2001 super output areas - middle layer,305,Semi-routine occupations,317
59,2001,E02002452,2001 super output areas - middle layer,305,Routine occupations,442
60,2001,E02002452,2001 super output areas - middle layer,305,Never worked,82
61,2001,E02002452,2001 super output areas - middle layer,305,Long-term unemployed,43
62,2001,E02002452,2001 super output areas - middle layer,305,Full-time students,80
63,2001,E02002452,2001 super output areas - middle layer,305,Not classifiable for other reasons,475
64,2001,E02002453,2001 super output areas - middle layer,305,All categories: NS-SeC,3051
65,2001,E02002453,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,63
66,2001,E02002453,2001 super output areas - middle layer,305,Higher professional occupations,85
67,2001,E02002453,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",368
68,2001,E02002453,2001 super output areas - middle layer,305,Intermediate occupations,137
69,2001,E02002453,2001 super output areas - middle layer,305,Small employers and own account workers,252
70,2001,E02002453,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,412
71,2001,E02002453,2001 super output areas - middle layer,305,Semi-routine occupations,302
72,2001,E02002453,2001 super output areas - middle layer,305,Routine occupations,669
73,2001,E02002453,2001 super output areas - middle layer,305,Never worked,44
74,2001,E02002453,2001 super output areas - middle layer,305,Long-term unemployed,42
75,2001,E02002453,2001 super output areas - middle layer,305,Full-time students,120
76,2001,E02002453,2001 super output areas - middle layer,305,Not classifiable for other reasons,557
77,2001,E02002454,2001 super output areas - middle layer,305,All categories: NS-SeC,2285
78,2001,E02002454,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,56
79,2001,E02002454,2001 super output areas - middle layer,305,Higher professional occupations,119
