,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_HHCHUK11_NAME,OBS_VALUE
0,2001,E02006030,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,11
1,2001,E02006030,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,180
2,2001,E02006030,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,92
3,2001,E02006030,2001 super output areas - middle layer,305,Other households,129
4,2001,E02006030,2001 super output areas - middle layer,305,Other households - With dependent children,50
5,2001,E02006030,2001 super output areas - middle layer,305,Other households - All students,3
6,2001,E02006030,2001 super output areas - middle layer,305,Other households - All pensioner,12
7,2001,E02006030,2001 super output areas - middle layer,305,Other households - Other,64
8,2001,E02006031,2001 super output areas - middle layer,305,All households,2942
9,2001,E02006031,2001 super output areas - middle layer,305,One person household,1201
10,2001,E02006031,2001 super output areas - middle layer,305,One person household - Pensioner,454
11,2001,E02006031,2001 super output areas - middle layer,305,One person household - Other,747
12,2001,E02006031,2001 super output areas - middle layer,305,One family and no others,1583
13,2001,E02006031,2001 super output areas - middle layer,305,One family and no others - All pensioners,172
14,2001,E02006031,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,332
15,2001,E02006031,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,347
16,2001,E02006031,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,112
17,2001,E02006031,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,245
18,2001,E02006031,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,120
19,2001,E02006031,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,14
20,2001,E02006031,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,176
21,2001,E02006031,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,65
22,2001,E02006031,2001 super output areas - middle layer,305,Other households,158
23,2001,E02006031,2001 super output areas - middle layer,305,Other households - With dependent children,33
24,2001,E02006031,2001 super output areas - middle layer,305,Other households - All students,3
25,2001,E02006031,2001 super output areas - middle layer,305,Other households - All pensioner,10
26,2001,E02006031,2001 super output areas - middle layer,305,Other households - Other,112
27,2001,E02006032,2001 super output areas - middle layer,305,All households,3567
28,2001,E02006032,2001 super output areas - middle layer,305,One person household,1031
29,2001,E02006032,2001 super output areas - middle layer,305,One person household - Pensioner,545
30,2001,E02006032,2001 super output areas - middle layer,305,One person household - Other,486
31,2001,E02006032,2001 super output areas - middle layer,305,One family and no others,2329
32,2001,E02006032,2001 super output areas - middle layer,305,One family and no others - All pensioners,244
33,2001,E02006032,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,439
34,2001,E02006032,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,626
35,2001,E02006032,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,257
36,2001,E02006032,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,168
37,2001,E02006032,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,180
38,2001,E02006032,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,11
39,2001,E02006032,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,278
40,2001,E02006032,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,126
41,2001,E02006032,2001 super output areas - middle layer,305,Other households,207
42,2001,E02006032,2001 super output areas - middle layer,305,Other households - With dependent children,79
43,2001,E02006032,2001 super output areas - middle layer,305,Other households - All students,3
44,2001,E02006032,2001 super output areas - middle layer,305,Other households - All pensioner,15
45,2001,E02006032,2001 super output areas - middle layer,305,Other households - Other,110
46,2001,E02006033,2001 super output areas - middle layer,305,All households,3203
47,2001,E02006033,2001 super output areas - middle layer,305,One person household,1465
48,2001,E02006033,2001 super output areas - middle layer,305,One person household - Pensioner,683
49,2001,E02006033,2001 super output areas - middle layer,305,One person household - Other,782
50,2001,E02006033,2001 super output areas - middle layer,305,One family and no others,1539
51,2001,E02006033,2001 super output areas - middle layer,305,One family and no others - All pensioners,275
52,2001,E02006033,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,331
53,2001,E02006033,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,385
54,2001,E02006033,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,112
55,2001,E02006033,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,199
56,2001,E02006033,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,48
57,2001,E02006033,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,3
58,2001,E02006033,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,125
59,2001,E02006033,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,61
60,2001,E02006033,2001 super output areas - middle layer,305,Other households,199
61,2001,E02006033,2001 super output areas - middle layer,305,Other households - With dependent children,30
62,2001,E02006033,2001 super output areas - middle layer,305,Other households - All students,3
63,2001,E02006033,2001 super output areas - middle layer,305,Other households - All pensioner,9
64,2001,E02006033,2001 super output areas - middle layer,305,Other households - Other,157
65,2001,E02006034,2001 super output areas - middle layer,305,All households,3502
66,2001,E02006034,2001 super output areas - middle layer,305,One person household,1132
67,2001,E02006034,2001 super output areas - middle layer,305,One person household - Pensioner,526
68,2001,E02006034,2001 super output areas - middle layer,305,One person household - Other,606
69,2001,E02006034,2001 super output areas - middle layer,305,One family and no others,2233
70,2001,E02006034,2001 super output areas - middle layer,305,One family and no others - All pensioners,410
71,2001,E02006034,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,488
72,2001,E02006034,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,667
73,2001,E02006034,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,143
74,2001,E02006034,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,181
75,2001,E02006034,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,90
76,2001,E02006034,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,12
77,2001,E02006034,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,175
78,2001,E02006034,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,67
79,2001,E02006034,2001 super output areas - middle layer,305,Other households,137
80,2001,E02006034,2001 super output areas - middle layer,305,Other households - With dependent children,33
81,2001,E02006034,2001 super output areas - middle layer,305,Other households - All students,3
82,2001,E02006034,2001 super output areas - middle layer,305,Other households - All pensioner,15
83,2001,E02006034,2001 super output areas - middle layer,305,Other households - Other,86
