,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_ETHPUK11_NAME,OBS_VALUE
0,2001,W02000299,2001 super output areas - middle layer,305,White: Other,30
1,2001,W02000299,2001 super output areas - middle layer,305,Mixed,19
2,2001,W02000299,2001 super output areas - middle layer,305,Mixed: White and Black Caribbean,6
3,2001,W02000299,2001 super output areas - middle layer,305,Mixed: White and Black African,3
4,2001,W02000299,2001 super output areas - middle layer,305,Mixed: White and Asian,4
5,2001,W02000299,2001 super output areas - middle layer,305,Mixed: Other,6
6,2001,W02000299,2001 super output areas - middle layer,305,Asian/Asian British,11
7,2001,W02000299,2001 super output areas - middle layer,305,Asian/Asian British: Indian,11
8,2001,W02000299,2001 super output areas - middle layer,305,Asian/Asian British: Pakistani,0
9,2001,W02000299,2001 super output areas - middle layer,305,Asian/Asian British: Bangladeshi,0
10,2001,W02000299,2001 super output areas - middle layer,305,Asian/Asian British: Other,0
11,2001,W02000299,2001 super output areas - middle layer,305,Black/Black British,5
12,2001,W02000299,2001 super output areas - middle layer,305,Black/Black British: Black Caribbean,5
13,2001,W02000299,2001 super output areas - middle layer,305,Black/Black British: Black African,0
14,2001,W02000299,2001 super output areas - middle layer,305,Black/Black British: Other,0
15,2001,W02000299,2001 super output areas - middle layer,305,Chinese/Other,7
16,2001,W02000299,2001 super output areas - middle layer,305,Chinese/Other: Chinese,3
17,2001,W02000299,2001 super output areas - middle layer,305,Chinese/Other: Other,4
18,2001,W02000300,2001 super output areas - middle layer,305,All categories: Ethnic group,7768
19,2001,W02000300,2001 super output areas - middle layer,305,White,7730
20,2001,W02000300,2001 super output areas - middle layer,305,White: British,7641
21,2001,W02000300,2001 super output areas - middle layer,305,White: Irish,29
22,2001,W02000300,2001 super output areas - middle layer,305,White: Other,60
23,2001,W02000300,2001 super output areas - middle layer,305,Mixed,17
24,2001,W02000300,2001 super output areas - middle layer,305,Mixed: White and Black Caribbean,6
25,2001,W02000300,2001 super output areas - middle layer,305,Mixed: White and Black African,3
26,2001,W02000300,2001 super output areas - middle layer,305,Mixed: White and Asian,5
27,2001,W02000300,2001 super output areas - middle layer,305,Mixed: Other,3
28,2001,W02000300,2001 super output areas - middle layer,305,Asian/Asian British,9
29,2001,W02000300,2001 super output areas - middle layer,305,Asian/Asian British: Indian,9
30,2001,W02000300,2001 super output areas - middle layer,305,Asian/Asian British: Pakistani,0
31,2001,W02000300,2001 super output areas - middle layer,305,Asian/Asian British: Bangladeshi,0
32,2001,W02000300,2001 super output areas - middle layer,305,Asian/Asian British: Other,0
33,2001,W02000300,2001 super output areas - middle layer,305,Black/Black British,0
34,2001,W02000300,2001 super output areas - middle layer,305,Black/Black British: Black Caribbean,0
35,2001,W02000300,2001 super output areas - middle layer,305,Black/Black British: Black African,0
36,2001,W02000300,2001 super output areas - middle layer,305,Black/Black British: Other,0
37,2001,W02000300,2001 super output areas - middle layer,305,Chinese/Other,12
38,2001,W02000300,2001 super output areas - middle layer,305,Chinese/Other: Chinese,12
39,2001,W02000300,2001 super output areas - middle layer,305,Chinese/Other: Other,0
40,2001,W02000301,2001 super output areas - middle layer,305,All categories: Ethnic group,7186
41,2001,W02000301,2001 super output areas - middle layer,305,White,7137
42,2001,W02000301,2001 super output areas - middle layer,305,White: British,7058
43,2001,W02000301,2001 super output areas - middle layer,305,White: Irish,18
44,2001,W02000301,2001 super output areas - middle layer,305,White: Other,61
45,2001,W02000301,2001 super output areas - middle layer,305,Mixed,31
