,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_HHCHUK11_NAME,OBS_VALUE
0,2001,E02004605,2001 super output areas - middle layer,305,Other households - Other,90
1,2001,E02004606,2001 super output areas - middle layer,305,All households,3717
2,2001,E02004606,2001 super output areas - middle layer,305,One person household,1234
3,2001,E02004606,2001 super output areas - middle layer,305,One person household - Pensioner,477
4,2001,E02004606,2001 super output areas - middle layer,305,One person household - Other,757
5,2001,E02004606,2001 super output areas - middle layer,305,One family and no others,2091
6,2001,E02004606,2001 super output areas - middle layer,305,One family and no others - All pensioners,283
7,2001,E02004606,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,384
8,2001,E02004606,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,553
9,2001,E02004606,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,170
10,2001,E02004606,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,209
11,2001,E02004606,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,145
12,2001,E02004606,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,8
13,2001,E02004606,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,202
14,2001,E02004606,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,137
15,2001,E02004606,2001 super output areas - middle layer,305,Other households,392
16,2001,E02004606,2001 super output areas - middle layer,305,Other households - With dependent children,84
17,2001,E02004606,2001 super output areas - middle layer,305,Other households - All students,81
18,2001,E02004606,2001 super output areas - middle layer,305,Other households - All pensioner,14
19,2001,E02004606,2001 super output areas - middle layer,305,Other households - Other,213
20,2001,E02004607,2001 super output areas - middle layer,305,All households,4657
21,2001,E02004607,2001 super output areas - middle layer,305,One person household,2022
22,2001,E02004607,2001 super output areas - middle layer,305,One person household - Pensioner,655
23,2001,E02004607,2001 super output areas - middle layer,305,One person household - Other,1367
24,2001,E02004607,2001 super output areas - middle layer,305,One family and no others,2121
25,2001,E02004607,2001 super output areas - middle layer,305,One family and no others - All pensioners,253
26,2001,E02004607,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,440
27,2001,E02004607,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,479
28,2001,E02004607,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,111
29,2001,E02004607,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,496
30,2001,E02004607,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,84
31,2001,E02004607,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,3
32,2001,E02004607,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,169
33,2001,E02004607,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,86
34,2001,E02004607,2001 super output areas - middle layer,305,Other households,514
35,2001,E02004607,2001 super output areas - middle layer,305,Other households - With dependent children,60
