,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_HHCHUK11_NAME,OBS_VALUE
0,2001,E02003457,2001 super output areas - middle layer,305,One person household - Other,319
1,2001,E02003457,2001 super output areas - middle layer,305,One family and no others,2892
2,2001,E02003457,2001 super output areas - middle layer,305,One family and no others - All pensioners,307
3,2001,E02003457,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,679
4,2001,E02003457,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,1204
5,2001,E02003457,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,287
6,2001,E02003457,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,141
7,2001,E02003457,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,84
8,2001,E02003457,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,11
9,2001,E02003457,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,114
10,2001,E02003457,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,65
11,2001,E02003457,2001 super output areas - middle layer,305,Other households,180
12,2001,E02003457,2001 super output areas - middle layer,305,Other households - With dependent children,63
13,2001,E02003457,2001 super output areas - middle layer,305,Other households - All students,0
14,2001,E02003457,2001 super output areas - middle layer,305,Other households - All pensioner,11
15,2001,E02003457,2001 super output areas - middle layer,305,Other households - Other,106
16,2001,E02003458,2001 super output areas - middle layer,305,All households,3005
17,2001,E02003458,2001 super output areas - middle layer,305,One person household,582
18,2001,E02003458,2001 super output areas - middle layer,305,One person household - Pensioner,285
19,2001,E02003458,2001 super output areas - middle layer,305,One person household - Other,297
20,2001,E02003458,2001 super output areas - middle layer,305,One family and no others,2276
21,2001,E02003458,2001 super output areas - middle layer,305,One family and no others - All pensioners,325
22,2001,E02003458,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,596
23,2001,E02003458,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,785
24,2001,E02003458,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,237
25,2001,E02003458,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,113
26,2001,E02003458,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,76
27,2001,E02003458,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,10
28,2001,E02003458,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,84
29,2001,E02003458,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,50
30,2001,E02003458,2001 super output areas - middle layer,305,Other households,147
31,2001,E02003458,2001 super output areas - middle layer,305,Other households - With dependent children,43
32,2001,E02003458,2001 super output areas - middle layer,305,Other households - All students,0
33,2001,E02003458,2001 super output areas - middle layer,305,Other households - All pensioner,6
34,2001,E02003458,2001 super output areas - middle layer,305,Other households - Other,98
35,2001,E02003652,2001 super output areas - middle layer,305,All households,2905
36,2001,E02003652,2001 super output areas - middle layer,305,One person household,592
37,2001,E02003652,2001 super output areas - middle layer,305,One person household - Pensioner,262
38,2001,E02003652,2001 super output areas - middle layer,305,One person household - Other,330
39,2001,E02003652,2001 super output areas - middle layer,305,One family and no others,2139
40,2001,E02003652,2001 super output areas - middle layer,305,One family and no others - All pensioners,208
41,2001,E02003652,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,453
42,2001,E02003652,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,811
43,2001,E02003652,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,158
44,2001,E02003652,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,197
45,2001,E02003652,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,91
46,2001,E02003652,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,14
47,2001,E02003652,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,134
48,2001,E02003652,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,73
49,2001,E02003652,2001 super output areas - middle layer,305,Other households,174
50,2001,E02003652,2001 super output areas - middle layer,305,Other households - With dependent children,68
51,2001,E02003652,2001 super output areas - middle layer,305,Other households - All students,4
52,2001,E02003652,2001 super output areas - middle layer,305,Other households - All pensioner,10
53,2001,E02003652,2001 super output areas - middle layer,305,Other households - Other,92
54,2001,E02003653,2001 super output areas - middle layer,305,All households,2581
