,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,COMMTYPE_NAME,OBS_VALUE
0,2001,E02004381,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
1,2001,E02004381,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
2,2001,E02004381,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
3,2001,E02004381,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,12
4,2001,E02004381,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
5,2001,E02004381,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,24
6,2001,E02004381,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,37
7,2001,E02004381,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
8,2001,E02004381,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
9,2001,E02004381,2001 super output areas - middle layer,305,Other establishments,5
10,2001,E02004381,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,67
11,2001,E02004381,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
12,2001,E02004382,2001 super output areas - middle layer,305,All communal establishments,5
13,2001,E02004382,2001 super output areas - middle layer,305,Number of residents by communal establishment type,41
14,2001,E02004382,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
15,2001,E02004382,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
16,2001,E02004382,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
17,2001,E02004382,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,8
18,2001,E02004382,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
19,2001,E02004382,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
20,2001,E02004382,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,33
21,2001,E02004382,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
22,2001,E02004382,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
23,2001,E02004382,2001 super output areas - middle layer,305,Other establishments,0
24,2001,E02004382,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,39
25,2001,E02004382,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
26,2001,E02004383,2001 super output areas - middle layer,305,All communal establishments,6
27,2001,E02004383,2001 super output areas - middle layer,305,Number of residents by communal establishment type,286
28,2001,E02004383,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
29,2001,E02004383,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,12
30,2001,E02004383,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
31,2001,E02004383,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
32,2001,E02004383,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
33,2001,E02004383,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,23
34,2001,E02004383,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
35,2001,E02004383,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
36,2001,E02004383,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
37,2001,E02004383,2001 super output areas - middle layer,305,Other establishments,251
38,2001,E02004383,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,35
39,2001,E02004383,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,49
40,2001,E02004384,2001 super output areas - middle layer,305,All communal establishments,7
41,2001,E02004384,2001 super output areas - middle layer,305,Number of residents by communal establishment type,118
42,2001,E02004384,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
43,2001,E02004384,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
44,2001,E02004384,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
45,2001,E02004384,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
46,2001,E02004384,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
47,2001,E02004384,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,37
48,2001,E02004384,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,81
49,2001,E02004384,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
50,2001,E02004384,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
51,2001,E02004384,2001 super output areas - middle layer,305,Other establishments,0
52,2001,E02004384,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,96
53,2001,E02004384,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
54,2001,E02004385,2001 super output areas - middle layer,305,All communal establishments,3
55,2001,E02004385,2001 super output areas - middle layer,305,Number of residents by communal establishment type,6
56,2001,E02004385,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
57,2001,E02004385,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
58,2001,E02004385,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
59,2001,E02004385,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
60,2001,E02004385,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
61,2001,E02004385,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
62,2001,E02004385,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,6
63,2001,E02004385,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
64,2001,E02004385,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
65,2001,E02004385,2001 super output areas - middle layer,305,Other establishments,0
66,2001,E02004385,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,6
67,2001,E02004385,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
68,2001,E02004386,2001 super output areas - middle layer,305,All communal establishments,3
69,2001,E02004386,2001 super output areas - middle layer,305,Number of residents by communal establishment type,64
70,2001,E02004386,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
71,2001,E02004386,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
72,2001,E02004386,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
73,2001,E02004386,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
74,2001,E02004386,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
75,2001,E02004386,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
76,2001,E02004386,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,61
77,2001,E02004386,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
78,2001,E02004386,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
79,2001,E02004386,2001 super output areas - middle layer,305,Other establishments,3
80,2001,E02004386,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,60
81,2001,E02004386,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
