,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_HOURS_NAME,OBS_VALUE
0,2001,E02001586,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,27.0
1,2001,E02001586,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,190.0
2,2001,E02001586,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,576.0
3,2001,E02001586,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,362.0
4,2001,E02001586,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,351.0
5,2001,E02001586,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,70.0
6,2001,E02001586,2001 super output areas - middle layer,305,Male - Mean hours worked,42.01
7,2001,E02001586,2001 super output areas - middle layer,305,Female - Mean hours worked,29.57
8,2001,E02001587,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1216.0
9,2001,E02001587,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,5.0
10,2001,E02001587,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,22.0
11,2001,E02001587,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,72.0
12,2001,E02001587,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,169.0
13,2001,E02001587,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,695.0
14,2001,E02001587,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,253.0
15,2001,E02001587,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1076.0
16,2001,E02001587,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,23.0
17,2001,E02001587,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,129.0
18,2001,E02001587,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,384.0
19,2001,E02001587,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,224.0
20,2001,E02001587,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,277.0
21,2001,E02001587,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,39.0
22,2001,E02001587,2001 super output areas - middle layer,305,Male - Mean hours worked,41.96
23,2001,E02001587,2001 super output areas - middle layer,305,Female - Mean hours worked,29.12
