,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARER_7_NAME,OBS_VALUE
0,2021,E01019338,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,8
1,2021,E01019338,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,32
2,2021,E01019327,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1727
3,2021,E01019327,2021 super output areas - lower layer,151,Provides no unpaid care,1615
4,2021,E01019327,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,56
5,2021,E01019327,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,49
6,2021,E01019327,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,7
7,2021,E01019327,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,27
8,2021,E01019327,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,12
9,2021,E01019327,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,15
10,2021,E01019327,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,29
11,2021,E01019332,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1257
12,2021,E01019332,2021 super output areas - lower layer,151,Provides no unpaid care,1144
13,2021,E01019332,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,44
14,2021,E01019332,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,30
15,2021,E01019332,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,14
16,2021,E01019332,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,22
17,2021,E01019332,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,16
18,2021,E01019332,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,6
19,2021,E01019332,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,47
20,2021,E01019333,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1324
21,2021,E01019333,2021 super output areas - lower layer,151,Provides no unpaid care,1196
22,2021,E01019333,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,63
23,2021,E01019333,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,42
24,2021,E01019333,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,21
25,2021,E01019333,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,27
26,2021,E01019333,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,12
27,2021,E01019333,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,15
28,2021,E01019333,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,38
29,2021,E01019335,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1397
30,2021,E01019335,2021 super output areas - lower layer,151,Provides no unpaid care,1268
31,2021,E01019335,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,77
32,2021,E01019335,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,61
33,2021,E01019335,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,16
34,2021,E01019335,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,21
35,2021,E01019335,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,7
36,2021,E01019335,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,14
37,2021,E01019335,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,31
38,2021,E01019336,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1666
39,2021,E01019336,2021 super output areas - lower layer,151,Provides no unpaid care,1546
40,2021,E01019336,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,67
41,2021,E01019336,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,54
42,2021,E01019336,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,13
43,2021,E01019336,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,25
44,2021,E01019336,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,11
45,2021,E01019336,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,14
46,2021,E01019336,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,28
