,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RELIGION_10_NAME,OBS_VALUE
0,2021,E01007637,2021 super output areas - lower layer,151,Total: All usual residents,1535
1,2021,E01007637,2021 super output areas - lower layer,151,No religion,466
2,2021,E01007637,2021 super output areas - lower layer,151,Christian,917
3,2021,E01007637,2021 super output areas - lower layer,151,Buddhist,3
4,2021,E01007637,2021 super output areas - lower layer,151,Hindu,4
5,2021,E01007637,2021 super output areas - lower layer,151,Jewish,0
6,2021,E01007637,2021 super output areas - lower layer,151,Muslim,19
7,2021,E01007637,2021 super output areas - lower layer,151,Sikh,3
8,2021,E01007637,2021 super output areas - lower layer,151,Other religion,6
9,2021,E01007637,2021 super output areas - lower layer,151,Not answered,117
10,2021,E01007638,2021 super output areas - lower layer,151,Total: All usual residents,1530
11,2021,E01007638,2021 super output areas - lower layer,151,No religion,564
12,2021,E01007638,2021 super output areas - lower layer,151,Christian,852
13,2021,E01007638,2021 super output areas - lower layer,151,Buddhist,16
14,2021,E01007638,2021 super output areas - lower layer,151,Hindu,0
15,2021,E01007638,2021 super output areas - lower layer,151,Jewish,0
16,2021,E01007638,2021 super output areas - lower layer,151,Muslim,2
17,2021,E01007638,2021 super output areas - lower layer,151,Sikh,2
18,2021,E01007638,2021 super output areas - lower layer,151,Other religion,8
19,2021,E01007638,2021 super output areas - lower layer,151,Not answered,86
20,2021,E01007639,2021 super output areas - lower layer,151,Total: All usual residents,2156
21,2021,E01007639,2021 super output areas - lower layer,151,No religion,783
22,2021,E01007639,2021 super output areas - lower layer,151,Christian,1204
23,2021,E01007639,2021 super output areas - lower layer,151,Buddhist,2
24,2021,E01007639,2021 super output areas - lower layer,151,Hindu,14
25,2021,E01007639,2021 super output areas - lower layer,151,Jewish,0
26,2021,E01007639,2021 super output areas - lower layer,151,Muslim,0
27,2021,E01007639,2021 super output areas - lower layer,151,Sikh,0
28,2021,E01007639,2021 super output areas - lower layer,151,Other religion,13
29,2021,E01007639,2021 super output areas - lower layer,151,Not answered,140
30,2021,E01007640,2021 super output areas - lower layer,151,Total: All usual residents,1571
31,2021,E01007640,2021 super output areas - lower layer,151,No religion,505
32,2021,E01007640,2021 super output areas - lower layer,151,Christian,965
33,2021,E01007640,2021 super output areas - lower layer,151,Buddhist,5
34,2021,E01007640,2021 super output areas - lower layer,151,Hindu,2
35,2021,E01007640,2021 super output areas - lower layer,151,Jewish,1
36,2021,E01007640,2021 super output areas - lower layer,151,Muslim,4
37,2021,E01007640,2021 super output areas - lower layer,151,Sikh,0
38,2021,E01007640,2021 super output areas - lower layer,151,Other religion,1
