,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ENGPRF_6_NAME,OBS_VALUE
0,2021,E01032420,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,3
1,2021,E01032420,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
2,2021,E01032421,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1139
3,2021,E01032421,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1130
4,2021,E01032421,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),9
5,2021,E01032421,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,1
6,2021,E01032421,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,3
7,2021,E01032421,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,5
8,2021,E01032421,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
9,2021,E01032422,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1373
10,2021,E01032422,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1310
11,2021,E01032422,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),63
12,2021,E01032422,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,24
13,2021,E01032422,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,26
14,2021,E01032422,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,9
15,2021,E01032422,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,4
16,2021,E01032427,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1503
17,2021,E01032427,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1494
18,2021,E01032427,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),9
19,2021,E01032427,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,5
20,2021,E01032427,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,4
21,2021,E01032427,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
22,2021,E01032427,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
23,2021,E01032428,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1523
24,2021,E01032428,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1512
25,2021,E01032428,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),11
26,2021,E01032428,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,9
27,2021,E01032428,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,2
28,2021,E01032428,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
29,2021,E01032428,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
30,2021,E01032429,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1431
31,2021,E01032429,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1430
32,2021,E01032429,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),1
33,2021,E01032429,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,1
34,2021,E01032429,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,0
35,2021,E01032429,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
36,2021,E01032429,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
37,2021,E01032472,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1232
38,2021,E01032472,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1225
39,2021,E01032472,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),7
40,2021,E01032472,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,7
41,2021,E01032472,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,0
42,2021,E01032472,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
43,2021,E01032472,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
44,2021,E01032473,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1398
45,2021,E01032473,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1387
46,2021,E01032473,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),11
47,2021,E01032473,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,8
48,2021,E01032473,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,1
49,2021,E01032473,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,2
50,2021,E01032473,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
51,2021,E01032455,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1401
52,2021,E01032455,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1397
53,2021,E01032455,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),4
54,2021,E01032455,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,1
55,2021,E01032455,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,2
56,2021,E01032455,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,1
57,2021,E01032455,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
58,2021,E01032456,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1217
59,2021,E01032456,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1192
60,2021,E01032456,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),25
61,2021,E01032456,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,7
62,2021,E01032456,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,14
63,2021,E01032456,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,4
64,2021,E01032456,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
65,2021,E01032457,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1457
66,2021,E01032457,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1444
67,2021,E01032457,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),13
68,2021,E01032457,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,7
69,2021,E01032457,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,5
70,2021,E01032457,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,1
71,2021,E01032457,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
72,2021,E01032458,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1473
73,2021,E01032458,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1459
74,2021,E01032458,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),14
75,2021,E01032458,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,11
76,2021,E01032458,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,3
77,2021,E01032458,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
78,2021,E01032458,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
79,2021,E01032459,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1434
80,2021,E01032459,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1423
81,2021,E01032459,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),11
82,2021,E01032459,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,7
83,2021,E01032459,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,3
84,2021,E01032459,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,1
85,2021,E01032459,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
86,2021,E01032460,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1777
87,2021,E01032460,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1753
88,2021,E01032460,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),24
89,2021,E01032460,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,13
90,2021,E01032460,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,8
91,2021,E01032460,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,3
92,2021,E01032460,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
93,2021,E01032461,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1915
94,2021,E01032461,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1890
95,2021,E01032461,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),25
96,2021,E01032461,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,14
97,2021,E01032461,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,9
98,2021,E01032461,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,2
99,2021,E01032461,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
100,2021,E01032462,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2115
101,2021,E01032462,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),2098
102,2021,E01032462,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),17
103,2021,E01032462,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,8
104,2021,E01032462,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,9
