,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HOURS_5_NAME,OBS_VALUE
0,2021,E01024777,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,117
1,2021,E01024777,2021 super output areas - lower layer,151,Full-time,312
2,2021,E01024777,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,271
3,2021,E01024777,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,41
4,2021,E01024734,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,769
5,2021,E01024734,2021 super output areas - lower layer,151,Part-time,256
6,2021,E01024734,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,99
7,2021,E01024734,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,157
8,2021,E01024734,2021 super output areas - lower layer,151,Full-time,513
9,2021,E01024734,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,421
10,2021,E01024734,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,92
11,2021,E01024752,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,768
12,2021,E01024752,2021 super output areas - lower layer,151,Part-time,248
13,2021,E01024752,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,84
14,2021,E01024752,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,164
15,2021,E01024752,2021 super output areas - lower layer,151,Full-time,520
16,2021,E01024752,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,407
17,2021,E01024752,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,113
18,2021,E01024753,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,699
19,2021,E01024753,2021 super output areas - lower layer,151,Part-time,234
20,2021,E01024753,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,101
21,2021,E01024753,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,133
22,2021,E01024753,2021 super output areas - lower layer,151,Full-time,465
23,2021,E01024753,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,370
24,2021,E01024753,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,95
25,2021,E01024754,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,812
26,2021,E01024754,2021 super output areas - lower layer,151,Part-time,269
27,2021,E01024754,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,117
28,2021,E01024754,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,152
29,2021,E01024754,2021 super output areas - lower layer,151,Full-time,543
30,2021,E01024754,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,399
31,2021,E01024754,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,144
32,2021,E01024729,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,718
33,2021,E01024729,2021 super output areas - lower layer,151,Part-time,265
34,2021,E01024729,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,91
35,2021,E01024729,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,174
36,2021,E01024729,2021 super output areas - lower layer,151,Full-time,453
37,2021,E01024729,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,342
38,2021,E01024729,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,111
39,2021,E01024748,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,639
40,2021,E01024748,2021 super output areas - lower layer,151,Part-time,209
41,2021,E01024748,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,102
42,2021,E01024748,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,107
43,2021,E01024748,2021 super output areas - lower layer,151,Full-time,430
44,2021,E01024748,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,323
45,2021,E01024748,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,107
46,2021,E01024749,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,749
47,2021,E01024749,2021 super output areas - lower layer,151,Part-time,242
48,2021,E01024749,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,85
49,2021,E01024749,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,157
50,2021,E01024749,2021 super output areas - lower layer,151,Full-time,507
51,2021,E01024749,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,440
52,2021,E01024749,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,67
53,2021,E01024750,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,659
54,2021,E01024750,2021 super output areas - lower layer,151,Part-time,233
55,2021,E01024750,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,100
56,2021,E01024750,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,133
57,2021,E01024750,2021 super output areas - lower layer,151,Full-time,426
58,2021,E01024750,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,353
59,2021,E01024750,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,73
60,2021,E01024751,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,633
61,2021,E01024751,2021 super output areas - lower layer,151,Part-time,205
62,2021,E01024751,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,83
63,2021,E01024751,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,122
64,2021,E01024751,2021 super output areas - lower layer,151,Full-time,428
65,2021,E01024751,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,350
66,2021,E01024751,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,78
67,2021,E01024732,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,976
68,2021,E01024732,2021 super output areas - lower layer,151,Part-time,248
69,2021,E01024732,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,76
70,2021,E01024732,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,172
71,2021,E01024732,2021 super output areas - lower layer,151,Full-time,728
72,2021,E01024732,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,587
73,2021,E01024732,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,141
74,2021,E01024733,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,873
75,2021,E01024733,2021 super output areas - lower layer,151,Part-time,255
76,2021,E01024733,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,105
77,2021,E01024733,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,150
78,2021,E01024733,2021 super output areas - lower layer,151,Full-time,618
79,2021,E01024733,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,472
80,2021,E01024733,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,146
