,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_METH_6_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,All household members have the same ethnic group,622
1,2021,E01022350,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,8
2,2021,E01022350,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,52
3,2021,E01022350,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,9
4,2021,E01022382,2021 super output areas - lower layer,151,Total: All households,682
5,2021,E01022382,2021 super output areas - lower layer,151,One-person household,167
6,2021,E01022382,2021 super output areas - lower layer,151,All household members have the same ethnic group,463
7,2021,E01022382,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,0
8,2021,E01022382,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,46
9,2021,E01022382,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,6
10,2021,E01022383,2021 super output areas - lower layer,151,Total: All households,660
11,2021,E01022383,2021 super output areas - lower layer,151,One-person household,219
12,2021,E01022383,2021 super output areas - lower layer,151,All household members have the same ethnic group,406
13,2021,E01022383,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,7
14,2021,E01022383,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,20
15,2021,E01022383,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,8
16,2021,E01022384,2021 super output areas - lower layer,151,Total: All households,634
17,2021,E01022384,2021 super output areas - lower layer,151,One-person household,212
18,2021,E01022384,2021 super output areas - lower layer,151,All household members have the same ethnic group,368
19,2021,E01022384,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,5
20,2021,E01022384,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,37
21,2021,E01022384,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,12
22,2021,E01022359,2021 super output areas - lower layer,151,Total: All households,666
23,2021,E01022359,2021 super output areas - lower layer,151,One-person household,175
24,2021,E01022359,2021 super output areas - lower layer,151,All household members have the same ethnic group,455
25,2021,E01022359,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,4
26,2021,E01022359,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,25
27,2021,E01022359,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,7
28,2021,E01022360,2021 super output areas - lower layer,151,Total: All households,635
29,2021,E01022360,2021 super output areas - lower layer,151,One-person household,133
30,2021,E01022360,2021 super output areas - lower layer,151,All household members have the same ethnic group,474
31,2021,E01022360,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,3
32,2021,E01022360,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,22
33,2021,E01022360,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,3
34,2021,E01022361,2021 super output areas - lower layer,151,Total: All households,583
35,2021,E01022361,2021 super output areas - lower layer,151,One-person household,226
36,2021,E01022361,2021 super output areas - lower layer,151,All household members have the same ethnic group,334
37,2021,E01022361,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,0
38,2021,E01022361,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,19
39,2021,E01022361,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,4
40,2021,E01022362,2021 super output areas - lower layer,151,Total: All households,532
41,2021,E01022362,2021 super output areas - lower layer,151,One-person household,170
42,2021,E01022362,2021 super output areas - lower layer,151,All household members have the same ethnic group,343
43,2021,E01022362,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,0
44,2021,E01022362,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,16
45,2021,E01022362,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,3
46,2021,E01022363,2021 super output areas - lower layer,151,Total: All households,900
47,2021,E01022363,2021 super output areas - lower layer,151,One-person household,255
48,2021,E01022363,2021 super output areas - lower layer,151,All household members have the same ethnic group,612
49,2021,E01022363,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,5
50,2021,E01022363,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,24
51,2021,E01022363,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,4
52,2021,E01022364,2021 super output areas - lower layer,151,Total: All households,507
53,2021,E01022364,2021 super output areas - lower layer,151,One-person household,174
54,2021,E01022364,2021 super output areas - lower layer,151,All household members have the same ethnic group,310
55,2021,E01022364,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,2
56,2021,E01022364,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,20
57,2021,E01022364,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,1
58,2021,E01022351,2021 super output areas - lower layer,151,Total: All households,682
59,2021,E01022351,2021 super output areas - lower layer,151,One-person household,188
60,2021,E01022351,2021 super output areas - lower layer,151,All household members have the same ethnic group,461
61,2021,E01022351,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,5
62,2021,E01022351,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,23
63,2021,E01022351,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,5
64,2021,E01022352,2021 super output areas - lower layer,151,Total: All households,596
65,2021,E01022352,2021 super output areas - lower layer,151,One-person household,192
66,2021,E01022352,2021 super output areas - lower layer,151,All household members have the same ethnic group,377
67,2021,E01022352,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,4
68,2021,E01022352,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,21
69,2021,E01022352,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,2
