,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DISABILITY_5_NAME,OBS_VALUE
0,2021,E01001629,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1802
1,2021,E01001629,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,100
2,2021,E01001629,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1702
3,2021,E01001633,2021 super output areas - lower layer,151,Total: All usual residents,2043
4,2021,E01001633,2021 super output areas - lower layer,151,Disabled under the Equality Act,300
5,2021,E01001633,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,125
6,2021,E01001633,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,175
7,2021,E01001633,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1743
8,2021,E01001633,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,83
9,2021,E01001633,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1660
10,2021,E01001634,2021 super output areas - lower layer,151,Total: All usual residents,1736
11,2021,E01001634,2021 super output areas - lower layer,151,Disabled under the Equality Act,320
12,2021,E01001634,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,174
13,2021,E01001634,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,146
14,2021,E01001634,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1416
15,2021,E01001634,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,58
16,2021,E01001634,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1358
17,2021,E01001637,2021 super output areas - lower layer,151,Total: All usual residents,1801
18,2021,E01001637,2021 super output areas - lower layer,151,Disabled under the Equality Act,293
19,2021,E01001637,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,129
20,2021,E01001637,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,164
21,2021,E01001637,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1508
22,2021,E01001637,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,81
23,2021,E01001637,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1427
24,2021,E01001695,2021 super output areas - lower layer,151,Total: All usual residents,1549
25,2021,E01001695,2021 super output areas - lower layer,151,Disabled under the Equality Act,203
26,2021,E01001695,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,106
27,2021,E01001695,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,97
28,2021,E01001695,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1346
29,2021,E01001695,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,76
30,2021,E01001695,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1270
31,2021,E01001696,2021 super output areas - lower layer,151,Total: All usual residents,2572
32,2021,E01001696,2021 super output areas - lower layer,151,Disabled under the Equality Act,295
33,2021,E01001696,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,115
34,2021,E01001696,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,180
35,2021,E01001696,2021 super output areas - lower layer,151,Not disabled under the Equality Act,2277
36,2021,E01001696,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,135
37,2021,E01001696,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,2142
38,2021,E01001697,2021 super output areas - lower layer,151,Total: All usual residents,2643
39,2021,E01001697,2021 super output areas - lower layer,151,Disabled under the Equality Act,287
40,2021,E01001697,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,130
41,2021,E01001697,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,157
42,2021,E01001697,2021 super output areas - lower layer,151,Not disabled under the Equality Act,2356
43,2021,E01001697,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,103
44,2021,E01001697,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,2253
45,2021,E01001700,2021 super output areas - lower layer,151,Total: All usual residents,2369
46,2021,E01001700,2021 super output areas - lower layer,151,Disabled under the Equality Act,270
47,2021,E01001700,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,117
48,2021,E01001700,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,153
49,2021,E01001700,2021 super output areas - lower layer,151,Not disabled under the Equality Act,2099
50,2021,E01001700,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,93
51,2021,E01001700,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,2006
52,2021,E01001703,2021 super output areas - lower layer,151,Total: All usual residents,2079
53,2021,E01001703,2021 super output areas - lower layer,151,Disabled under the Equality Act,284
54,2021,E01001703,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,145
55,2021,E01001703,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,139
56,2021,E01001703,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1795
57,2021,E01001703,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,81
58,2021,E01001703,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1714
59,2021,E01001704,2021 super output areas - lower layer,151,Total: All usual residents,1649
60,2021,E01001704,2021 super output areas - lower layer,151,Disabled under the Equality Act,302
61,2021,E01001704,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,150
62,2021,E01001704,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,152
63,2021,E01001704,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1347
64,2021,E01001704,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,87
65,2021,E01001704,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1260
66,2021,E01001588,2021 super output areas - lower layer,151,Total: All usual residents,1692
67,2021,E01001588,2021 super output areas - lower layer,151,Disabled under the Equality Act,400
