,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARER_7_NAME,OBS_VALUE
0,2021,E01006717,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,34
1,2021,E01006717,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,18
2,2021,E01006717,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,16
3,2021,E01006717,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,55
4,2021,E01006718,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1477
5,2021,E01006718,2021 super output areas - lower layer,151,Provides no unpaid care,1324
6,2021,E01006718,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,66
7,2021,E01006718,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,38
8,2021,E01006718,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,28
9,2021,E01006718,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,41
10,2021,E01006718,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,23
11,2021,E01006718,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,18
12,2021,E01006718,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,46
13,2021,E01006719,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1309
14,2021,E01006719,2021 super output areas - lower layer,151,Provides no unpaid care,1150
15,2021,E01006719,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,64
16,2021,E01006719,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,42
17,2021,E01006719,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,22
18,2021,E01006719,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,32
19,2021,E01006719,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,15
20,2021,E01006719,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,17
21,2021,E01006719,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,63
22,2021,E01032508,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1637
23,2021,E01032508,2021 super output areas - lower layer,151,Provides no unpaid care,1475
24,2021,E01032508,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,56
25,2021,E01032508,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,37
26,2021,E01032508,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,19
27,2021,E01032508,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,52
28,2021,E01032508,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,27
29,2021,E01032508,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,25
30,2021,E01032508,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,54
31,2021,E01032509,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1207
32,2021,E01032509,2021 super output areas - lower layer,151,Provides no unpaid care,1112
33,2021,E01032509,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,32
34,2021,E01032509,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,20
35,2021,E01032509,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,12
36,2021,E01032509,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,35
37,2021,E01032509,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,16
38,2021,E01032509,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,19
39,2021,E01032509,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,28
