,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MIGIND_4_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total: All usual residents,1362
1,2021,E01016217,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1227
2,2021,E01016217,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
3,2021,E01016217,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,126
4,2021,E01016217,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,7
5,2021,E01016218,2021 super output areas - lower layer,151,Total: All usual residents,1372
6,2021,E01016218,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1274
7,2021,E01016218,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
8,2021,E01016218,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,82
9,2021,E01016218,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,15
10,2021,E01016231,2021 super output areas - lower layer,151,Total: All usual residents,1932
11,2021,E01016231,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1747
12,2021,E01016231,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
13,2021,E01016231,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,171
14,2021,E01016231,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,13
15,2021,E01016232,2021 super output areas - lower layer,151,Total: All usual residents,1417
16,2021,E01016232,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1308
17,2021,E01016232,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
18,2021,E01016232,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,99
19,2021,E01016232,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,7
20,2021,E01016212,2021 super output areas - lower layer,151,Total: All usual residents,1322
