,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E01030348,2021 super output areas - lower layer,151,Passenger in a car or van,6
1,2021,E01030348,2021 super output areas - lower layer,151,Bicycle,5
2,2021,E01030348,2021 super output areas - lower layer,151,On foot,22
3,2021,E01030348,2021 super output areas - lower layer,151,Other method of travel to work,11
4,2021,E01030349,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,771
5,2021,E01030349,2021 super output areas - lower layer,151,Work mainly at or from home,510
6,2021,E01030349,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
7,2021,E01030349,2021 super output areas - lower layer,151,Train,40
8,2021,E01030349,2021 super output areas - lower layer,151,"Bus, minibus or coach",1
9,2021,E01030349,2021 super output areas - lower layer,151,Taxi,2
10,2021,E01030349,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",2
11,2021,E01030349,2021 super output areas - lower layer,151,Driving a car or van,169
12,2021,E01030349,2021 super output areas - lower layer,151,Passenger in a car or van,11
13,2021,E01030349,2021 super output areas - lower layer,151,Bicycle,4
14,2021,E01030349,2021 super output areas - lower layer,151,On foot,24
15,2021,E01030349,2021 super output areas - lower layer,151,Other method of travel to work,7
16,2021,E01030300,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,767
17,2021,E01030300,2021 super output areas - lower layer,151,Work mainly at or from home,271
18,2021,E01030300,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
19,2021,E01030300,2021 super output areas - lower layer,151,Train,21
20,2021,E01030300,2021 super output areas - lower layer,151,"Bus, minibus or coach",3
21,2021,E01030300,2021 super output areas - lower layer,151,Taxi,1
22,2021,E01030300,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",7
23,2021,E01030300,2021 super output areas - lower layer,151,Driving a car or van,329
24,2021,E01030300,2021 super output areas - lower layer,151,Passenger in a car or van,25
25,2021,E01030300,2021 super output areas - lower layer,151,Bicycle,21
26,2021,E01030300,2021 super output areas - lower layer,151,On foot,84
27,2021,E01030300,2021 super output areas - lower layer,151,Other method of travel to work,4
28,2021,E01030301,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,640
29,2021,E01030301,2021 super output areas - lower layer,151,Work mainly at or from home,401
30,2021,E01030301,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
31,2021,E01030301,2021 super output areas - lower layer,151,Train,22
32,2021,E01030301,2021 super output areas - lower layer,151,"Bus, minibus or coach",5
33,2021,E01030301,2021 super output areas - lower layer,151,Taxi,0
34,2021,E01030301,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",2
35,2021,E01030301,2021 super output areas - lower layer,151,Driving a car or van,164
36,2021,E01030301,2021 super output areas - lower layer,151,Passenger in a car or van,8
37,2021,E01030301,2021 super output areas - lower layer,151,Bicycle,6
38,2021,E01030301,2021 super output areas - lower layer,151,On foot,24
39,2021,E01030301,2021 super output areas - lower layer,151,Other method of travel to work,7
40,2021,E01030302,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,821
41,2021,E01030302,2021 super output areas - lower layer,151,Work mainly at or from home,413
42,2021,E01030302,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",4
43,2021,E01030302,2021 super output areas - lower layer,151,Train,20
44,2021,E01030302,2021 super output areas - lower layer,151,"Bus, minibus or coach",2
45,2021,E01030302,2021 super output areas - lower layer,151,Taxi,1
46,2021,E01030302,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",3
47,2021,E01030302,2021 super output areas - lower layer,151,Driving a car or van,301
48,2021,E01030302,2021 super output areas - lower layer,151,Passenger in a car or van,15
49,2021,E01030302,2021 super output areas - lower layer,151,Bicycle,9
50,2021,E01030302,2021 super output areas - lower layer,151,On foot,44
51,2021,E01030302,2021 super output areas - lower layer,151,Other method of travel to work,9
52,2021,E01030304,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,781
53,2021,E01030304,2021 super output areas - lower layer,151,Work mainly at or from home,235
54,2021,E01030304,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",3
55,2021,E01030304,2021 super output areas - lower layer,151,Train,13
56,2021,E01030304,2021 super output areas - lower layer,151,"Bus, minibus or coach",8
57,2021,E01030304,2021 super output areas - lower layer,151,Taxi,3
58,2021,E01030304,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",9
59,2021,E01030304,2021 super output areas - lower layer,151,Driving a car or van,376
60,2021,E01030304,2021 super output areas - lower layer,151,Passenger in a car or van,22
61,2021,E01030304,2021 super output areas - lower layer,151,Bicycle,13
62,2021,E01030304,2021 super output areas - lower layer,151,On foot,91
63,2021,E01030304,2021 super output areas - lower layer,151,Other method of travel to work,8
64,2021,E01030305,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,633
65,2021,E01030305,2021 super output areas - lower layer,151,Work mainly at or from home,440
66,2021,E01030305,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",4
67,2021,E01030305,2021 super output areas - lower layer,151,Train,21
68,2021,E01030305,2021 super output areas - lower layer,151,"Bus, minibus or coach",1
69,2021,E01030305,2021 super output areas - lower layer,151,Taxi,0
70,2021,E01030305,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
71,2021,E01030305,2021 super output areas - lower layer,151,Driving a car or van,118
72,2021,E01030305,2021 super output areas - lower layer,151,Passenger in a car or van,8
73,2021,E01030305,2021 super output areas - lower layer,151,Bicycle,6
74,2021,E01030305,2021 super output areas - lower layer,151,On foot,34
75,2021,E01030305,2021 super output areas - lower layer,151,Other method of travel to work,1
