,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DISABILITY_5_NAME,OBS_VALUE
0,2021,E01019506,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,191
1,2021,E01019506,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,186
2,2021,E01019506,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1116
3,2021,E01019506,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,91
4,2021,E01019506,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1025
5,2021,E01019507,2021 super output areas - lower layer,151,Total: All usual residents,1858
6,2021,E01019507,2021 super output areas - lower layer,151,Disabled under the Equality Act,521
7,2021,E01019507,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,291
8,2021,E01019507,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,230
9,2021,E01019507,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1337
10,2021,E01019507,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,93
11,2021,E01019507,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1244
12,2021,E01019511,2021 super output areas - lower layer,151,Total: All usual residents,2233
13,2021,E01019511,2021 super output areas - lower layer,151,Disabled under the Equality Act,513
14,2021,E01019511,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,285
15,2021,E01019511,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,228
16,2021,E01019511,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1720
17,2021,E01019511,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,107
18,2021,E01019511,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1613
19,2021,E01019480,2021 super output areas - lower layer,151,Total: All usual residents,1532
20,2021,E01019480,2021 super output areas - lower layer,151,Disabled under the Equality Act,355
21,2021,E01019480,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,164
22,2021,E01019480,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,191
23,2021,E01019480,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1177
24,2021,E01019480,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,119
25,2021,E01019480,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1058
26,2021,E01019482,2021 super output areas - lower layer,151,Total: All usual residents,1538
27,2021,E01019482,2021 super output areas - lower layer,151,Disabled under the Equality Act,350
28,2021,E01019482,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a lot,170
29,2021,E01019482,2021 super output areas - lower layer,151,Disabled under the Equality Act: Day-to-day activities limited a little,180
30,2021,E01019482,2021 super output areas - lower layer,151,Not disabled under the Equality Act,1188
31,2021,E01019482,2021 super output areas - lower layer,151,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,121
32,2021,E01019482,2021 super output areas - lower layer,151,Not disabled under the Equality Act: No long term physical or mental health conditions,1067
33,2021,E01019520,2021 super output areas - lower layer,151,Total: All usual residents,2157
34,2021,E01019520,2021 super output areas - lower layer,151,Disabled under the Equality Act,384
