,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARER_7_NAME,OBS_VALUE
0,2021,E01032824,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,9
1,2021,E01032824,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,46
2,2021,E01024013,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1796
3,2021,E01024013,2021 super output areas - lower layer,151,Provides no unpaid care,1618
4,2021,E01024013,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,91
5,2021,E01024013,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,67
6,2021,E01024013,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,24
7,2021,E01024013,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,36
8,2021,E01024013,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,26
9,2021,E01024013,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,10
10,2021,E01024013,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,51
11,2021,E01024014,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1838
12,2021,E01024014,2021 super output areas - lower layer,151,Provides no unpaid care,1665
13,2021,E01024014,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,95
14,2021,E01024014,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,67
15,2021,E01024014,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,28
16,2021,E01024014,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,38
17,2021,E01024014,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,16
18,2021,E01024014,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,22
19,2021,E01024014,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,40
20,2021,E01024015,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1550
21,2021,E01024015,2021 super output areas - lower layer,151,Provides no unpaid care,1415
22,2021,E01024015,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,77
23,2021,E01024015,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,58
24,2021,E01024015,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,19
25,2021,E01024015,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,15
26,2021,E01024015,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,8
27,2021,E01024015,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,7
28,2021,E01024015,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,43
29,2021,E01034987,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1386
30,2021,E01034987,2021 super output areas - lower layer,151,Provides no unpaid care,1308
31,2021,E01034987,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,33
32,2021,E01034987,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,22
33,2021,E01034987,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,11
34,2021,E01034987,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,11
35,2021,E01034987,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,7
36,2021,E01034987,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,4
37,2021,E01034987,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,34
38,2021,E01034988,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1557
39,2021,E01034988,2021 super output areas - lower layer,151,Provides no unpaid care,1416
40,2021,E01034988,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,82
41,2021,E01034988,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,63
42,2021,E01034988,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,19
43,2021,E01034988,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,25
44,2021,E01034988,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,10
45,2021,E01034988,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,15
46,2021,E01034988,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,34
47,2021,E01034989,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1579
48,2021,E01034989,2021 super output areas - lower layer,151,Provides no unpaid care,1462
49,2021,E01034989,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,55
50,2021,E01034989,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,40
51,2021,E01034989,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,15
52,2021,E01034989,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,21
53,2021,E01034989,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,13
54,2021,E01034989,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,8
55,2021,E01034989,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,41
56,2021,E01023978,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1276
57,2021,E01023978,2021 super output areas - lower layer,151,Provides no unpaid care,1164
58,2021,E01023978,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,52
59,2021,E01023978,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,40
60,2021,E01023978,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,12
61,2021,E01023978,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,25
62,2021,E01023978,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,10
63,2021,E01023978,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,15
64,2021,E01023978,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,35
65,2021,E01023979,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1260
