,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HIQUAL_8_NAME,OBS_VALUE
0,2021,E01026699,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1381
1,2021,E01026699,2021 super output areas - lower layer,151,No qualifications,377
2,2021,E01026699,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,201
3,2021,E01026699,2021 super output areas - lower layer,151,Level 2 qualifications,184
4,2021,E01026699,2021 super output areas - lower layer,151,Apprenticeship,95
5,2021,E01026699,2021 super output areas - lower layer,151,Level 3 qualifications,157
6,2021,E01026699,2021 super output areas - lower layer,151,Level 4 qualifications or above,320
7,2021,E01026699,2021 super output areas - lower layer,151,Other qualifications,47
8,2021,E01026700,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1186
9,2021,E01026700,2021 super output areas - lower layer,151,No qualifications,321
10,2021,E01026700,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,167
11,2021,E01026700,2021 super output areas - lower layer,151,Level 2 qualifications,186
12,2021,E01026700,2021 super output areas - lower layer,151,Apprenticeship,52
13,2021,E01026700,2021 super output areas - lower layer,151,Level 3 qualifications,168
14,2021,E01026700,2021 super output areas - lower layer,151,Level 4 qualifications or above,243
15,2021,E01026700,2021 super output areas - lower layer,151,Other qualifications,49
16,2021,E01026704,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1373
17,2021,E01026704,2021 super output areas - lower layer,151,No qualifications,438
18,2021,E01026704,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,184
19,2021,E01026704,2021 super output areas - lower layer,151,Level 2 qualifications,225
20,2021,E01026704,2021 super output areas - lower layer,151,Apprenticeship,60
21,2021,E01026704,2021 super output areas - lower layer,151,Level 3 qualifications,174
22,2021,E01026704,2021 super output areas - lower layer,151,Level 4 qualifications or above,221
23,2021,E01026704,2021 super output areas - lower layer,151,Other qualifications,71
24,2021,E01026705,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1392
25,2021,E01026705,2021 super output areas - lower layer,151,No qualifications,284
26,2021,E01026705,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,194
27,2021,E01026705,2021 super output areas - lower layer,151,Level 2 qualifications,246
28,2021,E01026705,2021 super output areas - lower layer,151,Apprenticeship,103
29,2021,E01026705,2021 super output areas - lower layer,151,Level 3 qualifications,247
30,2021,E01026705,2021 super output areas - lower layer,151,Level 4 qualifications or above,270
31,2021,E01026705,2021 super output areas - lower layer,151,Other qualifications,48
32,2021,E01026706,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1616
33,2021,E01026706,2021 super output areas - lower layer,151,No qualifications,409
