,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RESTYPE_3_NAME,OBS_VALUE
0,2021,E01010599,2021 super output areas - lower layer,151,Lives in a household,1376
1,2021,E01010599,2021 super output areas - lower layer,151,Lives in a communal establishment,0
2,2021,E01010600,2021 super output areas - lower layer,151,Total: All usual residents,1448
3,2021,E01010600,2021 super output areas - lower layer,151,Lives in a household,1418
4,2021,E01010600,2021 super output areas - lower layer,151,Lives in a communal establishment,30
5,2021,E01010602,2021 super output areas - lower layer,151,Total: All usual residents,1654
6,2021,E01010602,2021 super output areas - lower layer,151,Lives in a household,1643
7,2021,E01010602,2021 super output areas - lower layer,151,Lives in a communal establishment,11
8,2021,E01010670,2021 super output areas - lower layer,151,Total: All usual residents,1843
9,2021,E01010670,2021 super output areas - lower layer,151,Lives in a household,1685
10,2021,E01010670,2021 super output areas - lower layer,151,Lives in a communal establishment,158
11,2021,E01010671,2021 super output areas - lower layer,151,Total: All usual residents,1734
12,2021,E01010671,2021 super output areas - lower layer,151,Lives in a household,1734
13,2021,E01010671,2021 super output areas - lower layer,151,Lives in a communal establishment,0
14,2021,E01010673,2021 super output areas - lower layer,151,Total: All usual residents,1975
15,2021,E01010673,2021 super output areas - lower layer,151,Lives in a household,1961
16,2021,E01010673,2021 super output areas - lower layer,151,Lives in a communal establishment,14
17,2021,E01010675,2021 super output areas - lower layer,151,Total: All usual residents,2154
18,2021,E01010675,2021 super output areas - lower layer,151,Lives in a household,2061
19,2021,E01010675,2021 super output areas - lower layer,151,Lives in a communal establishment,93
20,2021,E01010669,2021 super output areas - lower layer,151,Total: All usual residents,2231
21,2021,E01010669,2021 super output areas - lower layer,151,Lives in a household,2231
22,2021,E01010669,2021 super output areas - lower layer,151,Lives in a communal establishment,0
23,2021,E01010674,2021 super output areas - lower layer,151,Total: All usual residents,2273
24,2021,E01010674,2021 super output areas - lower layer,151,Lives in a household,2273
25,2021,E01010674,2021 super output areas - lower layer,151,Lives in a communal establishment,0
26,2021,E01010805,2021 super output areas - lower layer,151,Total: All usual residents,1838
27,2021,E01010805,2021 super output areas - lower layer,151,Lives in a household,1726
28,2021,E01010805,2021 super output areas - lower layer,151,Lives in a communal establishment,112
29,2021,E01033898,2021 super output areas - lower layer,151,Total: All usual residents,1594
30,2021,E01033898,2021 super output areas - lower layer,151,Lives in a household,1594
31,2021,E01033898,2021 super output areas - lower layer,151,Lives in a communal establishment,0
32,2021,E01033899,2021 super output areas - lower layer,151,Total: All usual residents,1652
33,2021,E01033899,2021 super output areas - lower layer,151,Lives in a household,1652
34,2021,E01033899,2021 super output areas - lower layer,151,Lives in a communal establishment,0
35,2021,E01010590,2021 super output areas - lower layer,151,Total: All usual residents,2202
36,2021,E01010590,2021 super output areas - lower layer,151,Lives in a household,2202
37,2021,E01010590,2021 super output areas - lower layer,151,Lives in a communal establishment,0
