,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHSIZE_10_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total: All households,570
1,2021,E01016217,2021 super output areas - lower layer,151,0 people in household,0
2,2021,E01016217,2021 super output areas - lower layer,151,1 person in household,139
3,2021,E01016217,2021 super output areas - lower layer,151,2 people in household,212
4,2021,E01016217,2021 super output areas - lower layer,151,3 people in household,101
5,2021,E01016217,2021 super output areas - lower layer,151,4 people in household,82
6,2021,E01016217,2021 super output areas - lower layer,151,5 people in household,25
7,2021,E01016217,2021 super output areas - lower layer,151,6 people in household,5
8,2021,E01016217,2021 super output areas - lower layer,151,7 people in household,5
9,2021,E01016217,2021 super output areas - lower layer,151,8 or more people in household,1
10,2021,E01016218,2021 super output areas - lower layer,151,Total: All households,631
11,2021,E01016218,2021 super output areas - lower layer,151,0 people in household,0
12,2021,E01016218,2021 super output areas - lower layer,151,1 person in household,243
13,2021,E01016218,2021 super output areas - lower layer,151,2 people in household,188
14,2021,E01016218,2021 super output areas - lower layer,151,3 people in household,96
15,2021,E01016218,2021 super output areas - lower layer,151,4 people in household,72
16,2021,E01016218,2021 super output areas - lower layer,151,5 people in household,20
17,2021,E01016218,2021 super output areas - lower layer,151,6 people in household,7
18,2021,E01016218,2021 super output areas - lower layer,151,7 people in household,4
19,2021,E01016218,2021 super output areas - lower layer,151,8 or more people in household,1
20,2021,E01016231,2021 super output areas - lower layer,151,Total: All households,736
21,2021,E01016231,2021 super output areas - lower layer,151,0 people in household,0
22,2021,E01016231,2021 super output areas - lower layer,151,1 person in household,169
23,2021,E01016231,2021 super output areas - lower layer,151,2 people in household,225
24,2021,E01016231,2021 super output areas - lower layer,151,3 people in household,150
25,2021,E01016231,2021 super output areas - lower layer,151,4 people in household,110
26,2021,E01016231,2021 super output areas - lower layer,151,5 people in household,54
27,2021,E01016231,2021 super output areas - lower layer,151,6 people in household,20
28,2021,E01016231,2021 super output areas - lower layer,151,7 people in household,4
29,2021,E01016231,2021 super output areas - lower layer,151,8 or more people in household,4
30,2021,E01016232,2021 super output areas - lower layer,151,Total: All households,595
31,2021,E01016232,2021 super output areas - lower layer,151,0 people in household,0
32,2021,E01016232,2021 super output areas - lower layer,151,1 person in household,165
33,2021,E01016232,2021 super output areas - lower layer,151,2 people in household,205
34,2021,E01016232,2021 super output areas - lower layer,151,3 people in household,100
35,2021,E01016232,2021 super output areas - lower layer,151,4 people in household,83
