,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHCOMP_15_NAME,OBS_VALUE
0,2021,E01034442,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,128
1,2021,E01034442,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,57
2,2021,E01034442,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,69
3,2021,E01034442,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,2
4,2021,E01034442,2021 super output areas - lower layer,151,Single family household: Lone parent family,112
5,2021,E01034442,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,94
6,2021,E01034442,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,18
7,2021,E01034442,2021 super output areas - lower layer,151,Single family household: Other single family household,1
8,2021,E01034442,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,1
9,2021,E01034442,2021 super output areas - lower layer,151,Other household types,25
10,2021,E01034442,2021 super output areas - lower layer,151,Other household types: With dependent children,12
11,2021,E01034442,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",13
12,2021,E01034443,2021 super output areas - lower layer,151,Total: All households,632
13,2021,E01034443,2021 super output areas - lower layer,151,One-person household,130
14,2021,E01034443,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,20
15,2021,E01034443,2021 super output areas - lower layer,151,One-person household: Other,110
16,2021,E01034443,2021 super output areas - lower layer,151,Single family household,478
17,2021,E01034443,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,15
18,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,256
19,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,71
20,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,164
21,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,21
22,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,128
23,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,75
24,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,50
25,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,3
26,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Lone parent family,77
27,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,59
28,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,18
29,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Other single family household,2
30,2021,E01034443,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,2
31,2021,E01034443,2021 super output areas - lower layer,151,Other household types,24
32,2021,E01034443,2021 super output areas - lower layer,151,Other household types: With dependent children,9
33,2021,E01034443,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",15
34,2021,E01018187,2021 super output areas - lower layer,151,Total: All households,1155
35,2021,E01018187,2021 super output areas - lower layer,151,One-person household,624
36,2021,E01018187,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,237
37,2021,E01018187,2021 super output areas - lower layer,151,One-person household: Other,387
38,2021,E01018187,2021 super output areas - lower layer,151,Single family household,483
39,2021,E01018187,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,60
40,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,186
41,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,93
42,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,68
43,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,25
44,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,126
45,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,87
46,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,32
47,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,7
48,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Lone parent family,99
49,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,72
50,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,27
51,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Other single family household,12
52,2021,E01018187,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,12
53,2021,E01018187,2021 super output areas - lower layer,151,Other household types,48
54,2021,E01018187,2021 super output areas - lower layer,151,Other household types: With dependent children,13
55,2021,E01018187,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",35
56,2021,E01018188,2021 super output areas - lower layer,151,Total: All households,636
57,2021,E01018188,2021 super output areas - lower layer,151,One-person household,207
58,2021,E01018188,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,105
59,2021,E01018188,2021 super output areas - lower layer,151,One-person household: Other,102
60,2021,E01018188,2021 super output areas - lower layer,151,Single family household,410
61,2021,E01018188,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,57
62,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,192
63,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,60
64,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,99
65,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,33
66,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,87
67,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,50
68,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,32
69,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,5
70,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Lone parent family,71
71,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,37
72,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,34
73,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Other single family household,3
74,2021,E01018188,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,3
75,2021,E01018188,2021 super output areas - lower layer,151,Other household types,19
76,2021,E01018188,2021 super output areas - lower layer,151,Other household types: With dependent children,7
77,2021,E01018188,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",12
78,2021,E01018189,2021 super output areas - lower layer,151,Total: All households,499
79,2021,E01018189,2021 super output areas - lower layer,151,One-person household,79
80,2021,E01018189,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,58
81,2021,E01018189,2021 super output areas - lower layer,151,One-person household: Other,21
82,2021,E01018189,2021 super output areas - lower layer,151,Single family household,410
83,2021,E01018189,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,99
84,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,243
85,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,94
86,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,101
87,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,48
88,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,45
89,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,22
90,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,15
91,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,8
92,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Lone parent family,22
93,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,13
94,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,9
95,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Other single family household,1
96,2021,E01018189,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,1
97,2021,E01018189,2021 super output areas - lower layer,151,Other household types,10
98,2021,E01018189,2021 super output areas - lower layer,151,Other household types: With dependent children,6
99,2021,E01018189,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",4
100,2021,E01018190,2021 super output areas - lower layer,151,Total: All households,664
101,2021,E01018190,2021 super output areas - lower layer,151,One-person household,179
102,2021,E01018190,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,86
103,2021,E01018190,2021 super output areas - lower layer,151,One-person household: Other,93
104,2021,E01018190,2021 super output areas - lower layer,151,Single family household,443
105,2021,E01018190,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,57
106,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,205
107,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,81
108,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,81
109,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,43
110,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,81
111,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,35
112,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,39
113,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,7
114,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Lone parent family,97
115,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,59
116,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,38
117,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Other single family household,3
118,2021,E01018190,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,3
119,2021,E01018190,2021 super output areas - lower layer,151,Other household types,42
120,2021,E01018190,2021 super output areas - lower layer,151,Other household types: With dependent children,17
121,2021,E01018190,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",25
122,2021,E01018172,2021 super output areas - lower layer,151,Total: All households,657
123,2021,E01018172,2021 super output areas - lower layer,151,One-person household,226
124,2021,E01018172,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,137
125,2021,E01018172,2021 super output areas - lower layer,151,One-person household: Other,89
126,2021,E01018172,2021 super output areas - lower layer,151,Single family household,408
127,2021,E01018172,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,123
128,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,174
129,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,63
130,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,84
131,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,27
132,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,68
133,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,39
134,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,25
135,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,4
136,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Lone parent family,41
137,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,18
138,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,23
139,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Other single family household,2
140,2021,E01018172,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,2
141,2021,E01018172,2021 super output areas - lower layer,151,Other household types,23
142,2021,E01018172,2021 super output areas - lower layer,151,Other household types: With dependent children,9
143,2021,E01018172,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",14
144,2021,E01018173,2021 super output areas - lower layer,151,Total: All households,516
145,2021,E01018173,2021 super output areas - lower layer,151,One-person household,153
146,2021,E01018173,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,46
