,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHLANG_5_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total: All households,568
1,2021,E01016217,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",510
2,2021,E01016217,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",30
3,2021,E01016217,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",10
4,2021,E01016217,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",18
5,2021,E01016218,2021 super output areas - lower layer,151,Total: All households,634
6,2021,E01016218,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",588
7,2021,E01016218,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",16
8,2021,E01016218,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",4
9,2021,E01016218,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",26
10,2021,E01016231,2021 super output areas - lower layer,151,Total: All households,735
11,2021,E01016231,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",663
12,2021,E01016231,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",36
13,2021,E01016231,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",13
14,2021,E01016231,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",23
15,2021,E01016232,2021 super output areas - lower layer,151,Total: All households,594
16,2021,E01016232,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",546
17,2021,E01016232,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",25
18,2021,E01016232,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",5
19,2021,E01016232,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",18
20,2021,E01016212,2021 super output areas - lower layer,151,Total: All households,495
21,2021,E01016212,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",428
22,2021,E01016212,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",21
23,2021,E01016212,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",21
24,2021,E01016212,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",25
25,2021,E01016216,2021 super output areas - lower layer,151,Total: All households,551
26,2021,E01016216,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",499
27,2021,E01016216,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",22
28,2021,E01016216,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",11
29,2021,E01016216,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",19
30,2021,E01016219,2021 super output areas - lower layer,151,Total: All households,541
31,2021,E01016219,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",504
