,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHLANG_5_NAME,OBS_VALUE
0,2021,E01009568,2021 super output areas - lower layer,151,Total: All households,542
1,2021,E01009568,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",205
2,2021,E01009568,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",153
3,2021,E01009568,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",19
4,2021,E01009568,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",165
5,2021,E01009523,2021 super output areas - lower layer,151,Total: All households,628
6,2021,E01009523,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",611
7,2021,E01009523,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",11
8,2021,E01009523,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",1
9,2021,E01009523,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",5
10,2021,E01009526,2021 super output areas - lower layer,151,Total: All households,606
11,2021,E01009526,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",584
12,2021,E01009526,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",11
13,2021,E01009526,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",3
14,2021,E01009526,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",8
15,2021,E01009528,2021 super output areas - lower layer,151,Total: All households,860
16,2021,E01009528,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",813
17,2021,E01009528,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",14
18,2021,E01009528,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",6
19,2021,E01009528,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",27
20,2021,E01009531,2021 super output areas - lower layer,151,Total: All households,775
21,2021,E01009531,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",737
22,2021,E01009531,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",13
23,2021,E01009531,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",8
24,2021,E01009531,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",17
25,2021,E01009587,2021 super output areas - lower layer,151,Total: All households,784
26,2021,E01009587,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",545
27,2021,E01009587,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",82
28,2021,E01009587,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",37
29,2021,E01009587,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",120
30,2021,E01009624,2021 super output areas - lower layer,151,Total: All households,602
31,2021,E01009624,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",403
32,2021,E01009624,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",59
33,2021,E01009624,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",24
34,2021,E01009624,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",116
35,2021,E01009625,2021 super output areas - lower layer,151,Total: All households,875
36,2021,E01009625,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",614
37,2021,E01009625,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",93
38,2021,E01009625,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",39
39,2021,E01009625,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",129
40,2021,E01009626,2021 super output areas - lower layer,151,Total: All households,635
41,2021,E01009626,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",481
42,2021,E01009626,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",71
43,2021,E01009626,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",17
44,2021,E01009626,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",66
45,2021,E01009622,2021 super output areas - lower layer,151,Total: All households,664
46,2021,E01009622,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",539
47,2021,E01009622,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",44
48,2021,E01009622,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",19
49,2021,E01009622,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",62
50,2021,E01009623,2021 super output areas - lower layer,151,Total: All households,663
51,2021,E01009623,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",549
52,2021,E01009623,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",37
53,2021,E01009623,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",14
54,2021,E01009623,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",63
55,2021,E01009627,2021 super output areas - lower layer,151,Total: All households,723
56,2021,E01009627,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",530
57,2021,E01009627,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",48
58,2021,E01009627,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",25
59,2021,E01009627,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",120
60,2021,E01009628,2021 super output areas - lower layer,151,Total: All households,635
61,2021,E01009628,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",538
62,2021,E01009628,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",38
63,2021,E01009628,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",5
64,2021,E01009628,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",54
65,2021,E01009599,2021 super output areas - lower layer,151,Total: All households,561
66,2021,E01009599,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",503
67,2021,E01009599,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",18
68,2021,E01009599,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",10
69,2021,E01009599,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",30
70,2021,E01009663,2021 super output areas - lower layer,151,Total: All households,620
71,2021,E01009663,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",527
72,2021,E01009663,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",35
73,2021,E01009663,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",12
