,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHCOMP_15_NAME,OBS_VALUE
0,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,216
1,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,81
2,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,94
3,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,41
4,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,68
5,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,32
6,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,33
7,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,3
8,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Lone parent family,60
9,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,33
10,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,27
11,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Other single family household,2
12,2021,W01001382,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,2
13,2021,W01001382,2021 super output areas - lower layer,151,Other household types,25
14,2021,W01001382,2021 super output areas - lower layer,151,Other household types: With dependent children,10
15,2021,W01001382,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",15
16,2021,W01001383,2021 super output areas - lower layer,151,Total: All households,660
17,2021,W01001383,2021 super output areas - lower layer,151,One-person household,226
18,2021,W01001383,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,86
19,2021,W01001383,2021 super output areas - lower layer,151,One-person household: Other,140
20,2021,W01001383,2021 super output areas - lower layer,151,Single family household,414
21,2021,W01001383,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,68
22,2021,W01001383,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,164
23,2021,W01001383,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,60
24,2021,W01001383,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,61
25,2021,W01001383,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,43
