,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HOURS_5_NAME,OBS_VALUE
0,2021,E01025565,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,158
1,2021,E01025565,2021 super output areas - lower layer,151,Full-time,519
2,2021,E01025565,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,403
3,2021,E01025565,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,116
4,2021,E01025586,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,531
5,2021,E01025586,2021 super output areas - lower layer,151,Part-time,189
6,2021,E01025586,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,53
7,2021,E01025586,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,136
8,2021,E01025586,2021 super output areas - lower layer,151,Full-time,342
9,2021,E01025586,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,290
10,2021,E01025586,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,52
11,2021,E01025587,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,597
12,2021,E01025587,2021 super output areas - lower layer,151,Part-time,215
13,2021,E01025587,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,67
14,2021,E01025587,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,148
15,2021,E01025587,2021 super output areas - lower layer,151,Full-time,382
16,2021,E01025587,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,304
17,2021,E01025587,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,78
18,2021,E01025588,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,421
19,2021,E01025588,2021 super output areas - lower layer,151,Part-time,147
20,2021,E01025588,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,65
21,2021,E01025588,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,82
22,2021,E01025588,2021 super output areas - lower layer,151,Full-time,274
23,2021,E01025588,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,224
24,2021,E01025588,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,50
25,2021,E01025589,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,574
26,2021,E01025589,2021 super output areas - lower layer,151,Part-time,187
27,2021,E01025589,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,58
28,2021,E01025589,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,129
29,2021,E01025589,2021 super output areas - lower layer,151,Full-time,387
30,2021,E01025589,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,302
31,2021,E01025589,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,85
32,2021,E01025557,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,668
33,2021,E01025557,2021 super output areas - lower layer,151,Part-time,201
34,2021,E01025557,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,52
35,2021,E01025557,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,149
36,2021,E01025557,2021 super output areas - lower layer,151,Full-time,467
37,2021,E01025557,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,406
38,2021,E01025557,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,61
39,2021,E01025575,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,738
40,2021,E01025575,2021 super output areas - lower layer,151,Part-time,228
41,2021,E01025575,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,57
42,2021,E01025575,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,171
43,2021,E01025575,2021 super output areas - lower layer,151,Full-time,510
44,2021,E01025575,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,443
45,2021,E01025575,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,67
46,2021,E01025578,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,681
47,2021,E01025578,2021 super output areas - lower layer,151,Part-time,213
48,2021,E01025578,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,65
49,2021,E01025578,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,148
50,2021,E01025578,2021 super output areas - lower layer,151,Full-time,468
51,2021,E01025578,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,408
52,2021,E01025578,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,60
53,2021,E01025579,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,499
54,2021,E01025579,2021 super output areas - lower layer,151,Part-time,193
55,2021,E01025579,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,48
56,2021,E01025579,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,145
57,2021,E01025579,2021 super output areas - lower layer,151,Full-time,306
58,2021,E01025579,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,265
59,2021,E01025579,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,41
60,2021,E01025580,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,504
61,2021,E01025580,2021 super output areas - lower layer,151,Part-time,176
62,2021,E01025580,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,55
63,2021,E01025580,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,121
64,2021,E01025580,2021 super output areas - lower layer,151,Full-time,328
65,2021,E01025580,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,292
66,2021,E01025580,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,36
67,2021,E01025547,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1157
68,2021,E01025547,2021 super output areas - lower layer,151,Part-time,353
69,2021,E01025547,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,142
70,2021,E01025547,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,211
71,2021,E01025547,2021 super output areas - lower layer,151,Full-time,804
72,2021,E01025547,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,582
73,2021,E01025547,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,222
74,2021,E01025549,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1135
75,2021,E01025549,2021 super output areas - lower layer,151,Part-time,335
76,2021,E01025549,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,126
77,2021,E01025549,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,209
78,2021,E01025549,2021 super output areas - lower layer,151,Full-time,800
79,2021,E01025549,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,643
80,2021,E01025549,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,157
81,2021,E01025609,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1139
82,2021,E01025609,2021 super output areas - lower layer,151,Part-time,361
83,2021,E01025609,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,130
84,2021,E01025609,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,231
85,2021,E01025609,2021 super output areas - lower layer,151,Full-time,778
86,2021,E01025609,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,592
87,2021,E01025609,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,186
88,2021,E01025548,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,588
89,2021,E01025548,2021 super output areas - lower layer,151,Part-time,213
90,2021,E01025548,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,87
91,2021,E01025548,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,126
92,2021,E01025548,2021 super output areas - lower layer,151,Full-time,375
93,2021,E01025548,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,291
94,2021,E01025548,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,84
95,2021,E01025553,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1469
96,2021,E01025553,2021 super output areas - lower layer,151,Part-time,445
97,2021,E01025553,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,143
98,2021,E01025553,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,302
99,2021,E01025553,2021 super output areas - lower layer,151,Full-time,1024
100,2021,E01025553,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,833
101,2021,E01025553,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,191
102,2021,E01025558,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,552
103,2021,E01025558,2021 super output areas - lower layer,151,Part-time,210
104,2021,E01025558,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,83
105,2021,E01025558,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,127
106,2021,E01025558,2021 super output areas - lower layer,151,Full-time,342
107,2021,E01025558,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,289
108,2021,E01025558,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,53
109,2021,E01025559,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1024
110,2021,E01025559,2021 super output areas - lower layer,151,Part-time,313
111,2021,E01025559,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,121
112,2021,E01025559,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,192
113,2021,E01025559,2021 super output areas - lower layer,151,Full-time,711
114,2021,E01025559,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,567
115,2021,E01025559,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,144
116,2021,E01025560,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,463
117,2021,E01025560,2021 super output areas - lower layer,151,Part-time,152
118,2021,E01025560,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,56
119,2021,E01025560,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,96
120,2021,E01025560,2021 super output areas - lower layer,151,Full-time,311
121,2021,E01025560,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,259
122,2021,E01025560,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,52
123,2021,E01025554,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,503
124,2021,E01025554,2021 super output areas - lower layer,151,Part-time,186
125,2021,E01025554,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,60
126,2021,E01025554,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,126
127,2021,E01025554,2021 super output areas - lower layer,151,Full-time,317
128,2021,E01025554,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,274
129,2021,E01025554,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,43
130,2021,E01025556,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,678
131,2021,E01025556,2021 super output areas - lower layer,151,Part-time,227
132,2021,E01025556,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,74
133,2021,E01025556,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,153
134,2021,E01025556,2021 super output areas - lower layer,151,Full-time,451
135,2021,E01025556,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,388
136,2021,E01025556,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,63
137,2021,E01025570,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,390
138,2021,E01025570,2021 super output areas - lower layer,151,Part-time,150
139,2021,E01025570,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,47
140,2021,E01025570,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,103
141,2021,E01025570,2021 super output areas - lower layer,151,Full-time,240
142,2021,E01025570,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,204
143,2021,E01025570,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,36
