,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHSIZE_10_NAME,OBS_VALUE
0,2021,E01009568,2021 super output areas - lower layer,151,Total: All households,545
1,2021,E01009568,2021 super output areas - lower layer,151,0 people in household,0
2,2021,E01009568,2021 super output areas - lower layer,151,1 person in household,101
3,2021,E01009568,2021 super output areas - lower layer,151,2 people in household,96
4,2021,E01009568,2021 super output areas - lower layer,151,3 people in household,99
5,2021,E01009568,2021 super output areas - lower layer,151,4 people in household,84
6,2021,E01009568,2021 super output areas - lower layer,151,5 people in household,83
7,2021,E01009568,2021 super output areas - lower layer,151,6 people in household,56
8,2021,E01009568,2021 super output areas - lower layer,151,7 people in household,15
9,2021,E01009568,2021 super output areas - lower layer,151,8 or more people in household,11
10,2021,E01009523,2021 super output areas - lower layer,151,Total: All households,627
11,2021,E01009523,2021 super output areas - lower layer,151,0 people in household,0
12,2021,E01009523,2021 super output areas - lower layer,151,1 person in household,136
13,2021,E01009523,2021 super output areas - lower layer,151,2 people in household,249
14,2021,E01009523,2021 super output areas - lower layer,151,3 people in household,98
15,2021,E01009523,2021 super output areas - lower layer,151,4 people in household,103
16,2021,E01009523,2021 super output areas - lower layer,151,5 people in household,26
17,2021,E01009523,2021 super output areas - lower layer,151,6 people in household,12
18,2021,E01009523,2021 super output areas - lower layer,151,7 people in household,2
19,2021,E01009523,2021 super output areas - lower layer,151,8 or more people in household,1
20,2021,E01009526,2021 super output areas - lower layer,151,Total: All households,606
21,2021,E01009526,2021 super output areas - lower layer,151,0 people in household,0
22,2021,E01009526,2021 super output areas - lower layer,151,1 person in household,144
23,2021,E01009526,2021 super output areas - lower layer,151,2 people in household,214
24,2021,E01009526,2021 super output areas - lower layer,151,3 people in household,110
25,2021,E01009526,2021 super output areas - lower layer,151,4 people in household,97
26,2021,E01009526,2021 super output areas - lower layer,151,5 people in household,28
27,2021,E01009526,2021 super output areas - lower layer,151,6 people in household,12
28,2021,E01009526,2021 super output areas - lower layer,151,7 people in household,0
29,2021,E01009526,2021 super output areas - lower layer,151,8 or more people in household,1
30,2021,E01009528,2021 super output areas - lower layer,151,Total: All households,861
31,2021,E01009528,2021 super output areas - lower layer,151,0 people in household,0
32,2021,E01009528,2021 super output areas - lower layer,151,1 person in household,193
33,2021,E01009528,2021 super output areas - lower layer,151,2 people in household,306
34,2021,E01009528,2021 super output areas - lower layer,151,3 people in household,154
35,2021,E01009528,2021 super output areas - lower layer,151,4 people in household,160
36,2021,E01009528,2021 super output areas - lower layer,151,5 people in household,37
37,2021,E01009528,2021 super output areas - lower layer,151,6 people in household,5
38,2021,E01009528,2021 super output areas - lower layer,151,7 people in household,5
39,2021,E01009528,2021 super output areas - lower layer,151,8 or more people in household,1
40,2021,E01009531,2021 super output areas - lower layer,151,Total: All households,776
41,2021,E01009531,2021 super output areas - lower layer,151,0 people in household,0
42,2021,E01009531,2021 super output areas - lower layer,151,1 person in household,319
43,2021,E01009531,2021 super output areas - lower layer,151,2 people in household,254
44,2021,E01009531,2021 super output areas - lower layer,151,3 people in household,97
45,2021,E01009531,2021 super output areas - lower layer,151,4 people in household,75
46,2021,E01009531,2021 super output areas - lower layer,151,5 people in household,20
47,2021,E01009531,2021 super output areas - lower layer,151,6 people in household,8
48,2021,E01009531,2021 super output areas - lower layer,151,7 people in household,3
49,2021,E01009531,2021 super output areas - lower layer,151,8 or more people in household,0
50,2021,E01009587,2021 super output areas - lower layer,151,Total: All households,780
51,2021,E01009587,2021 super output areas - lower layer,151,0 people in household,0
52,2021,E01009587,2021 super output areas - lower layer,151,1 person in household,167
53,2021,E01009587,2021 super output areas - lower layer,151,2 people in household,206
54,2021,E01009587,2021 super output areas - lower layer,151,3 people in household,140
55,2021,E01009587,2021 super output areas - lower layer,151,4 people in household,139
56,2021,E01009587,2021 super output areas - lower layer,151,5 people in household,64
57,2021,E01009587,2021 super output areas - lower layer,151,6 people in household,41
58,2021,E01009587,2021 super output areas - lower layer,151,7 people in household,14
59,2021,E01009587,2021 super output areas - lower layer,151,8 or more people in household,9
60,2021,E01009624,2021 super output areas - lower layer,151,Total: All households,602
61,2021,E01009624,2021 super output areas - lower layer,151,0 people in household,0
62,2021,E01009624,2021 super output areas - lower layer,151,1 person in household,183
63,2021,E01009624,2021 super output areas - lower layer,151,2 people in household,154
64,2021,E01009624,2021 super output areas - lower layer,151,3 people in household,105
65,2021,E01009624,2021 super output areas - lower layer,151,4 people in household,96
66,2021,E01009624,2021 super output areas - lower layer,151,5 people in household,40
67,2021,E01009624,2021 super output areas - lower layer,151,6 people in household,18
68,2021,E01009624,2021 super output areas - lower layer,151,7 people in household,5
69,2021,E01009624,2021 super output areas - lower layer,151,8 or more people in household,1
70,2021,E01009625,2021 super output areas - lower layer,151,Total: All households,872
71,2021,E01009625,2021 super output areas - lower layer,151,0 people in household,0
72,2021,E01009625,2021 super output areas - lower layer,151,1 person in household,223
73,2021,E01009625,2021 super output areas - lower layer,151,2 people in household,230
74,2021,E01009625,2021 super output areas - lower layer,151,3 people in household,155
75,2021,E01009625,2021 super output areas - lower layer,151,4 people in household,147
76,2021,E01009625,2021 super output areas - lower layer,151,5 people in household,68
77,2021,E01009625,2021 super output areas - lower layer,151,6 people in household,27
78,2021,E01009625,2021 super output areas - lower layer,151,7 people in household,14
79,2021,E01009625,2021 super output areas - lower layer,151,8 or more people in household,8
80,2021,E01009626,2021 super output areas - lower layer,151,Total: All households,634
81,2021,E01009626,2021 super output areas - lower layer,151,0 people in household,0
82,2021,E01009626,2021 super output areas - lower layer,151,1 person in household,162
83,2021,E01009626,2021 super output areas - lower layer,151,2 people in household,175
84,2021,E01009626,2021 super output areas - lower layer,151,3 people in household,128
85,2021,E01009626,2021 super output areas - lower layer,151,4 people in household,94
86,2021,E01009626,2021 super output areas - lower layer,151,5 people in household,48
87,2021,E01009626,2021 super output areas - lower layer,151,6 people in household,17
88,2021,E01009626,2021 super output areas - lower layer,151,7 people in household,7
89,2021,E01009626,2021 super output areas - lower layer,151,8 or more people in household,3
90,2021,E01009622,2021 super output areas - lower layer,151,Total: All households,664
91,2021,E01009622,2021 super output areas - lower layer,151,0 people in household,0
92,2021,E01009622,2021 super output areas - lower layer,151,1 person in household,174
93,2021,E01009622,2021 super output areas - lower layer,151,2 people in household,188
94,2021,E01009622,2021 super output areas - lower layer,151,3 people in household,131
95,2021,E01009622,2021 super output areas - lower layer,151,4 people in household,104
96,2021,E01009622,2021 super output areas - lower layer,151,5 people in household,45
97,2021,E01009622,2021 super output areas - lower layer,151,6 people in household,13
98,2021,E01009622,2021 super output areas - lower layer,151,7 people in household,6
99,2021,E01009622,2021 super output areas - lower layer,151,8 or more people in household,3
100,2021,E01009623,2021 super output areas - lower layer,151,Total: All households,663
101,2021,E01009623,2021 super output areas - lower layer,151,0 people in household,0
102,2021,E01009623,2021 super output areas - lower layer,151,1 person in household,249
103,2021,E01009623,2021 super output areas - lower layer,151,2 people in household,171
104,2021,E01009623,2021 super output areas - lower layer,151,3 people in household,99
105,2021,E01009623,2021 super output areas - lower layer,151,4 people in household,78
106,2021,E01009623,2021 super output areas - lower layer,151,5 people in household,46
107,2021,E01009623,2021 super output areas - lower layer,151,6 people in household,16
108,2021,E01009623,2021 super output areas - lower layer,151,7 people in household,4
109,2021,E01009623,2021 super output areas - lower layer,151,8 or more people in household,0
110,2021,E01009627,2021 super output areas - lower layer,151,Total: All households,723
111,2021,E01009627,2021 super output areas - lower layer,151,0 people in household,0
112,2021,E01009627,2021 super output areas - lower layer,151,1 person in household,246
113,2021,E01009627,2021 super output areas - lower layer,151,2 people in household,183
114,2021,E01009627,2021 super output areas - lower layer,151,3 people in household,114
115,2021,E01009627,2021 super output areas - lower layer,151,4 people in household,105
116,2021,E01009627,2021 super output areas - lower layer,151,5 people in household,34
117,2021,E01009627,2021 super output areas - lower layer,151,6 people in household,20
118,2021,E01009627,2021 super output areas - lower layer,151,7 people in household,19
119,2021,E01009627,2021 super output areas - lower layer,151,8 or more people in household,2
120,2021,E01009628,2021 super output areas - lower layer,151,Total: All households,633
121,2021,E01009628,2021 super output areas - lower layer,151,0 people in household,0
122,2021,E01009628,2021 super output areas - lower layer,151,1 person in household,191
123,2021,E01009628,2021 super output areas - lower layer,151,2 people in household,194
124,2021,E01009628,2021 super output areas - lower layer,151,3 people in household,102
125,2021,E01009628,2021 super output areas - lower layer,151,4 people in household,78
126,2021,E01009628,2021 super output areas - lower layer,151,5 people in household,48
127,2021,E01009628,2021 super output areas - lower layer,151,6 people in household,15
128,2021,E01009628,2021 super output areas - lower layer,151,7 people in household,4
129,2021,E01009628,2021 super output areas - lower layer,151,8 or more people in household,1
