,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARER_7_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,102
1,2021,E01022350,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,26
2,2021,E01022350,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,21
3,2021,E01022350,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,13
4,2021,E01022350,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,8
5,2021,E01022350,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,57
6,2021,E01022382,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1571
7,2021,E01022382,2021 super output areas - lower layer,151,Provides no unpaid care,1440
8,2021,E01022382,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,78
9,2021,E01022382,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,63
10,2021,E01022382,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,15
11,2021,E01022382,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,21
12,2021,E01022382,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,11
13,2021,E01022382,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,10
14,2021,E01022382,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,32
15,2021,E01022383,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1430
16,2021,E01022383,2021 super output areas - lower layer,151,Provides no unpaid care,1275
17,2021,E01022383,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,73
18,2021,E01022383,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,55
19,2021,E01022383,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,18
20,2021,E01022383,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,29
21,2021,E01022383,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,15
22,2021,E01022383,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,14
23,2021,E01022383,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,53
24,2021,E01022384,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1366
25,2021,E01022384,2021 super output areas - lower layer,151,Provides no unpaid care,1238
26,2021,E01022384,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,80
27,2021,E01022384,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,60
28,2021,E01022384,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,20
29,2021,E01022384,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,15
30,2021,E01022384,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,9
31,2021,E01022384,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,6
32,2021,E01022384,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,33
33,2021,E01022359,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1461
34,2021,E01022359,2021 super output areas - lower layer,151,Provides no unpaid care,1325
35,2021,E01022359,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,80
36,2021,E01022359,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,57
37,2021,E01022359,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,23
