,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_EASTAT_20_NAME,OBS_VALUE
0,2021,W01001678,2021 super output areas - lower layer,151,Economically inactive: Student,67
1,2021,W01001678,2021 super output areas - lower layer,151,Economically inactive: Looking after home or family,90
2,2021,W01001678,2021 super output areas - lower layer,151,Economically inactive: Long-term sick or disabled,91
3,2021,W01001678,2021 super output areas - lower layer,151,Economically inactive: Other,49
4,2021,W01001601,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1158
5,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students),586
6,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment,538
7,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Employee,497
8,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Employee: Part-time,143
9,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Employee: Full-time,354
10,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Self-employed with employees,9
11,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,3
12,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,6
13,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Self-employed without employees,32
14,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,13
15,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,19
16,2021,W01001601,2021 super output areas - lower layer,151,Economically active (excluding full-time students): Unemployed,48
17,2021,W01001601,2021 super output areas - lower layer,151,Economically active and a full-time student,32
18,2021,W01001601,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment,18
