,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HIQUAL_8_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1118
1,2021,E01016217,2021 super output areas - lower layer,151,No qualifications,132
2,2021,E01016217,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,151
3,2021,E01016217,2021 super output areas - lower layer,151,Level 2 qualifications,179
4,2021,E01016217,2021 super output areas - lower layer,151,Apprenticeship,63
5,2021,E01016217,2021 super output areas - lower layer,151,Level 3 qualifications,204
6,2021,E01016217,2021 super output areas - lower layer,151,Level 4 qualifications or above,353
7,2021,E01016217,2021 super output areas - lower layer,151,Other qualifications,36
8,2021,E01016218,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1147
9,2021,E01016218,2021 super output areas - lower layer,151,No qualifications,216
10,2021,E01016218,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,186
11,2021,E01016218,2021 super output areas - lower layer,151,Level 2 qualifications,173
12,2021,E01016218,2021 super output areas - lower layer,151,Apprenticeship,68
13,2021,E01016218,2021 super output areas - lower layer,151,Level 3 qualifications,185
14,2021,E01016218,2021 super output areas - lower layer,151,Level 4 qualifications or above,276
15,2021,E01016218,2021 super output areas - lower layer,151,Other qualifications,43
16,2021,E01016231,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1524
17,2021,E01016231,2021 super output areas - lower layer,151,No qualifications,228
18,2021,E01016231,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,171
19,2021,E01016231,2021 super output areas - lower layer,151,Level 2 qualifications,227
20,2021,E01016231,2021 super output areas - lower layer,151,Apprenticeship,96
21,2021,E01016231,2021 super output areas - lower layer,151,Level 3 qualifications,280
22,2021,E01016231,2021 super output areas - lower layer,151,Level 4 qualifications or above,474
23,2021,E01016231,2021 super output areas - lower layer,151,Other qualifications,48
24,2021,E01016232,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1159
25,2021,E01016232,2021 super output areas - lower layer,151,No qualifications,195
26,2021,E01016232,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,124
27,2021,E01016232,2021 super output areas - lower layer,151,Level 2 qualifications,162
28,2021,E01016232,2021 super output areas - lower layer,151,Apprenticeship,94
29,2021,E01016232,2021 super output areas - lower layer,151,Level 3 qualifications,213
30,2021,E01016232,2021 super output areas - lower layer,151,Level 4 qualifications or above,341
31,2021,E01016232,2021 super output areas - lower layer,151,Other qualifications,30
32,2021,E01016212,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1028
33,2021,E01016212,2021 super output areas - lower layer,151,No qualifications,171
34,2021,E01016212,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,156
35,2021,E01016212,2021 super output areas - lower layer,151,Level 2 qualifications,174
36,2021,E01016212,2021 super output areas - lower layer,151,Apprenticeship,45
37,2021,E01016212,2021 super output areas - lower layer,151,Level 3 qualifications,194
38,2021,E01016212,2021 super output areas - lower layer,151,Level 4 qualifications or above,254
39,2021,E01016212,2021 super output areas - lower layer,151,Other qualifications,34
40,2021,E01016216,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1043
41,2021,E01016216,2021 super output areas - lower layer,151,No qualifications,189
42,2021,E01016216,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,134
43,2021,E01016216,2021 super output areas - lower layer,151,Level 2 qualifications,171
44,2021,E01016216,2021 super output areas - lower layer,151,Apprenticeship,56
45,2021,E01016216,2021 super output areas - lower layer,151,Level 3 qualifications,180
46,2021,E01016216,2021 super output areas - lower layer,151,Level 4 qualifications or above,281
47,2021,E01016216,2021 super output areas - lower layer,151,Other qualifications,32
48,2021,E01016219,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1101
49,2021,E01016219,2021 super output areas - lower layer,151,No qualifications,176
50,2021,E01016219,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,127
51,2021,E01016219,2021 super output areas - lower layer,151,Level 2 qualifications,141
52,2021,E01016219,2021 super output areas - lower layer,151,Apprenticeship,64
53,2021,E01016219,2021 super output areas - lower layer,151,Level 3 qualifications,202
54,2021,E01016219,2021 super output areas - lower layer,151,Level 4 qualifications or above,357
55,2021,E01016219,2021 super output areas - lower layer,151,Other qualifications,34
56,2021,E01016220,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1115
57,2021,E01016220,2021 super output areas - lower layer,151,No qualifications,161
58,2021,E01016220,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,130
59,2021,E01016220,2021 super output areas - lower layer,151,Level 2 qualifications,153
60,2021,E01016220,2021 super output areas - lower layer,151,Apprenticeship,73
61,2021,E01016220,2021 super output areas - lower layer,151,Level 3 qualifications,201
62,2021,E01016220,2021 super output areas - lower layer,151,Level 4 qualifications or above,368
63,2021,E01016220,2021 super output areas - lower layer,151,Other qualifications,29
64,2021,E01016221,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1035
65,2021,E01016221,2021 super output areas - lower layer,151,No qualifications,155
66,2021,E01016221,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,123
67,2021,E01016221,2021 super output areas - lower layer,151,Level 2 qualifications,162
68,2021,E01016221,2021 super output areas - lower layer,151,Apprenticeship,61
69,2021,E01016221,2021 super output areas - lower layer,151,Level 3 qualifications,189
70,2021,E01016221,2021 super output areas - lower layer,151,Level 4 qualifications or above,320
71,2021,E01016221,2021 super output areas - lower layer,151,Other qualifications,25
72,2021,E01016206,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1629
73,2021,E01016206,2021 super output areas - lower layer,151,No qualifications,159
74,2021,E01016206,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,132
75,2021,E01016206,2021 super output areas - lower layer,151,Level 2 qualifications,227
76,2021,E01016206,2021 super output areas - lower layer,151,Apprenticeship,68
