,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NSSEC_10_NAME,OBS_VALUE
0,2021,E01011954,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1761
1,2021,E01011954,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",73
2,2021,E01011954,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",260
3,2021,E01011954,2021 super output areas - lower layer,151,L7 Intermediate occupations,200
4,2021,E01011954,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,87
5,2021,E01011954,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,123
6,2021,E01011954,2021 super output areas - lower layer,151,L12 Semi-routine occupations,339
7,2021,E01011954,2021 super output areas - lower layer,151,L13 Routine occupations,320
8,2021,E01011954,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,238
9,2021,E01011954,2021 super output areas - lower layer,151,L15 Full-time students,121
10,2021,E01011969,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1146
11,2021,E01011969,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",78
12,2021,E01011969,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",222
13,2021,E01011969,2021 super output areas - lower layer,151,L7 Intermediate occupations,146
14,2021,E01011969,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,85
15,2021,E01011969,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,102
16,2021,E01011969,2021 super output areas - lower layer,151,L12 Semi-routine occupations,174
17,2021,E01011969,2021 super output areas - lower layer,151,L13 Routine occupations,174
18,2021,E01011969,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,126
19,2021,E01011969,2021 super output areas - lower layer,151,L15 Full-time students,39
20,2021,E01011970,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,937
21,2021,E01011970,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",79
22,2021,E01011970,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",212
23,2021,E01011970,2021 super output areas - lower layer,151,L7 Intermediate occupations,131
24,2021,E01011970,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,77
25,2021,E01011970,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,81
26,2021,E01011970,2021 super output areas - lower layer,151,L12 Semi-routine occupations,128
27,2021,E01011970,2021 super output areas - lower layer,151,L13 Routine occupations,130
28,2021,E01011970,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,66
29,2021,E01011970,2021 super output areas - lower layer,151,L15 Full-time students,33
30,2021,E01011971,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1080
31,2021,E01011971,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",124
32,2021,E01011971,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",254
33,2021,E01011971,2021 super output areas - lower layer,151,L7 Intermediate occupations,164
34,2021,E01011971,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,82
35,2021,E01011971,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,67
36,2021,E01011971,2021 super output areas - lower layer,151,L12 Semi-routine occupations,127
37,2021,E01011971,2021 super output areas - lower layer,151,L13 Routine occupations,126
