,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_METH_6_NAME,OBS_VALUE
0,2021,E01001175,2021 super output areas - lower layer,151,All household members have the same ethnic group,267
1,2021,E01001175,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,33
2,2021,E01001175,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,37
3,2021,E01001175,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,59
4,2021,E01001176,2021 super output areas - lower layer,151,Total: All households,618
5,2021,E01001176,2021 super output areas - lower layer,151,One-person household,142
6,2021,E01001176,2021 super output areas - lower layer,151,All household members have the same ethnic group,328
7,2021,E01001176,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,44
8,2021,E01001176,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,42
9,2021,E01001176,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,62
10,2021,E01001182,2021 super output areas - lower layer,151,Total: All households,461
11,2021,E01001182,2021 super output areas - lower layer,151,One-person household,95
12,2021,E01001182,2021 super output areas - lower layer,151,All household members have the same ethnic group,240
13,2021,E01001182,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,35
14,2021,E01001182,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,44
15,2021,E01001182,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,47
16,2021,E01001183,2021 super output areas - lower layer,151,Total: All households,635
17,2021,E01001183,2021 super output areas - lower layer,151,One-person household,157
18,2021,E01001183,2021 super output areas - lower layer,151,All household members have the same ethnic group,331
19,2021,E01001183,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,56
20,2021,E01001183,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,34
21,2021,E01001183,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,57
22,2021,E01001184,2021 super output areas - lower layer,151,Total: All households,446
23,2021,E01001184,2021 super output areas - lower layer,151,One-person household,94
24,2021,E01001184,2021 super output areas - lower layer,151,All household members have the same ethnic group,257
25,2021,E01001184,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,19
26,2021,E01001184,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,36
27,2021,E01001184,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,40
28,2021,E01001001,2021 super output areas - lower layer,151,Total: All households,581
29,2021,E01001001,2021 super output areas - lower layer,151,One-person household,179
30,2021,E01001001,2021 super output areas - lower layer,151,All household members have the same ethnic group,267
31,2021,E01001001,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,45
32,2021,E01001001,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,55
33,2021,E01001001,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,35
34,2021,E01001109,2021 super output areas - lower layer,151,Total: All households,962
35,2021,E01001109,2021 super output areas - lower layer,151,One-person household,342
36,2021,E01001109,2021 super output areas - lower layer,151,All household members have the same ethnic group,375
37,2021,E01001109,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,71
38,2021,E01001109,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,107
39,2021,E01001109,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,67
40,2021,E01001112,2021 super output areas - lower layer,151,Total: All households,854
41,2021,E01001112,2021 super output areas - lower layer,151,One-person household,311
42,2021,E01001112,2021 super output areas - lower layer,151,All household members have the same ethnic group,337
43,2021,E01001112,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,70
44,2021,E01001112,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,82
45,2021,E01001112,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,54
46,2021,E01001113,2021 super output areas - lower layer,151,Total: All households,858
47,2021,E01001113,2021 super output areas - lower layer,151,One-person household,311
48,2021,E01001113,2021 super output areas - lower layer,151,All household members have the same ethnic group,321
49,2021,E01001113,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,47
50,2021,E01001113,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,119
51,2021,E01001113,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,60
52,2021,E01001114,2021 super output areas - lower layer,151,Total: All households,602
53,2021,E01001114,2021 super output areas - lower layer,151,One-person household,177
54,2021,E01001114,2021 super output areas - lower layer,151,All household members have the same ethnic group,284
55,2021,E01001114,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,58
56,2021,E01001114,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,38
57,2021,E01001114,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,45
58,2021,E01001116,2021 super output areas - lower layer,151,Total: All households,606
59,2021,E01001116,2021 super output areas - lower layer,151,One-person household,174
60,2021,E01001116,2021 super output areas - lower layer,151,All household members have the same ethnic group,264
61,2021,E01001116,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,48
62,2021,E01001116,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,64
63,2021,E01001116,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,56
64,2021,E01000992,2021 super output areas - lower layer,151,Total: All households,685
65,2021,E01000992,2021 super output areas - lower layer,151,One-person household,180
66,2021,E01000992,2021 super output areas - lower layer,151,All household members have the same ethnic group,353
67,2021,E01000992,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,37
68,2021,E01000992,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,59
69,2021,E01000992,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,56
70,2021,E01001185,2021 super output areas - lower layer,151,Total: All households,743
71,2021,E01001185,2021 super output areas - lower layer,151,One-person household,267
72,2021,E01001185,2021 super output areas - lower layer,151,All household members have the same ethnic group,304
73,2021,E01001185,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,35
74,2021,E01001185,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,112
75,2021,E01001185,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,25
76,2021,E01001186,2021 super output areas - lower layer,151,Total: All households,816
77,2021,E01001186,2021 super output areas - lower layer,151,One-person household,353
78,2021,E01001186,2021 super output areas - lower layer,151,All household members have the same ethnic group,283
79,2021,E01001186,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,55
80,2021,E01001186,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,81
81,2021,E01001186,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,44
82,2021,E01001188,2021 super output areas - lower layer,151,Total: All households,748
83,2021,E01001188,2021 super output areas - lower layer,151,One-person household,194
84,2021,E01001188,2021 super output areas - lower layer,151,All household members have the same ethnic group,339
85,2021,E01001188,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,52
86,2021,E01001188,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,95
87,2021,E01001188,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,68
88,2021,E01001193,2021 super output areas - lower layer,151,Total: All households,564
89,2021,E01001193,2021 super output areas - lower layer,151,One-person household,94
90,2021,E01001193,2021 super output areas - lower layer,151,All household members have the same ethnic group,339
91,2021,E01001193,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,46
92,2021,E01001193,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,47
93,2021,E01001193,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,38
94,2021,E01001004,2021 super output areas - lower layer,151,Total: All households,782
95,2021,E01001004,2021 super output areas - lower layer,151,One-person household,195
