,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHCOMP_15_NAME,OBS_VALUE
0,2021,E01031842,2021 super output areas - lower layer,151,Single family household,586
1,2021,E01031842,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,122
2,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,336
3,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,151
4,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,127
5,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,58
6,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,74
7,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,40
8,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,28
9,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,6
10,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Lone parent family,53
11,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,26
12,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,27
13,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Other single family household,1
14,2021,E01031842,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,1
15,2021,E01031842,2021 super output areas - lower layer,151,Other household types,34
16,2021,E01031842,2021 super output areas - lower layer,151,Other household types: With dependent children,14
17,2021,E01031842,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",20
18,2021,E01031867,2021 super output areas - lower layer,151,Total: All households,795
19,2021,E01031867,2021 super output areas - lower layer,151,One-person household,210
20,2021,E01031867,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,101
21,2021,E01031867,2021 super output areas - lower layer,151,One-person household: Other,109
22,2021,E01031867,2021 super output areas - lower layer,151,Single family household,560
23,2021,E01031867,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,100
24,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,301
25,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,139
26,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,106
27,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,56
28,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,91
29,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,59
30,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,25
31,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,7
32,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Lone parent family,64
33,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,29
34,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,35
35,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Other single family household,4
36,2021,E01031867,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,4
37,2021,E01031867,2021 super output areas - lower layer,151,Other household types,25
38,2021,E01031867,2021 super output areas - lower layer,151,Other household types: With dependent children,13
39,2021,E01031867,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",12
40,2021,E01031882,2021 super output areas - lower layer,151,Total: All households,834
41,2021,E01031882,2021 super output areas - lower layer,151,One-person household,221
42,2021,E01031882,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,134
43,2021,E01031882,2021 super output areas - lower layer,151,One-person household: Other,87
44,2021,E01031882,2021 super output areas - lower layer,151,Single family household,583
45,2021,E01031882,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,120
46,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,348
47,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,160
48,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,144
49,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,44
50,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,62
51,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,41
52,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,13
53,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,8
54,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Lone parent family,52
55,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,31
56,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,21
57,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Other single family household,1
58,2021,E01031882,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,1
59,2021,E01031882,2021 super output areas - lower layer,151,Other household types,30
60,2021,E01031882,2021 super output areas - lower layer,151,Other household types: With dependent children,13
61,2021,E01031882,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",17
62,2021,E01031887,2021 super output areas - lower layer,151,Total: All households,746
63,2021,E01031887,2021 super output areas - lower layer,151,One-person household,195
64,2021,E01031887,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,121
65,2021,E01031887,2021 super output areas - lower layer,151,One-person household: Other,74
66,2021,E01031887,2021 super output areas - lower layer,151,Single family household,519
67,2021,E01031887,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,107
68,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,293
69,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,110
70,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,140
71,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,43
72,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,67
73,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,32
74,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,27
75,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,8
76,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Lone parent family,52
77,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,26
78,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,26
79,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Other single family household,0
80,2021,E01031887,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,0
81,2021,E01031887,2021 super output areas - lower layer,151,Other household types,32
82,2021,E01031887,2021 super output areas - lower layer,151,Other household types: With dependent children,12
83,2021,E01031887,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",20
84,2021,E01031934,2021 super output areas - lower layer,151,Total: All households,784
85,2021,E01031934,2021 super output areas - lower layer,151,One-person household,160
86,2021,E01031934,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,104
87,2021,E01031934,2021 super output areas - lower layer,151,One-person household: Other,56
88,2021,E01031934,2021 super output areas - lower layer,151,Single family household,589
89,2021,E01031934,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,138
90,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,343
91,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,129
92,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,151
93,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,63
94,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,62
95,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,35
96,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,18
97,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,9
98,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Lone parent family,42
99,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,19
100,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,23
101,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Other single family household,4
102,2021,E01031934,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,4
103,2021,E01031934,2021 super output areas - lower layer,151,Other household types,35
104,2021,E01031934,2021 super output areas - lower layer,151,Other household types: With dependent children,15
105,2021,E01031934,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",20
106,2021,E01031935,2021 super output areas - lower layer,151,Total: All households,756
107,2021,E01031935,2021 super output areas - lower layer,151,One-person household,198
108,2021,E01031935,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,112
109,2021,E01031935,2021 super output areas - lower layer,151,One-person household: Other,86
110,2021,E01031935,2021 super output areas - lower layer,151,Single family household,521
111,2021,E01031935,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,123
112,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,291
113,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,129
114,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,106
115,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,56
116,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,68
117,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,34
118,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,26
119,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,8
120,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Lone parent family,39
121,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,17
122,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,22
123,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Other single family household,0
124,2021,E01031935,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,0
125,2021,E01031935,2021 super output areas - lower layer,151,Other household types,37
126,2021,E01031935,2021 super output areas - lower layer,151,Other household types: With dependent children,11
127,2021,E01031935,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",26
128,2021,E01031936,2021 super output areas - lower layer,151,Total: All households,654
