,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ARRUK_13_NAME,OBS_VALUE
0,2021,W01000960,2021 super output areas - lower layer,151,Arrived 1971 to 1980,4
1,2021,W01000960,2021 super output areas - lower layer,151,Arrived 1981 to 1990,2
2,2021,W01000960,2021 super output areas - lower layer,151,Arrived 1991 to 2000,13
3,2021,W01000960,2021 super output areas - lower layer,151,Arrived 2001 to 2010,34
4,2021,W01000960,2021 super output areas - lower layer,151,Arrived 2011 to 2013,5
5,2021,W01000960,2021 super output areas - lower layer,151,Arrived 2014 to 2016,4
6,2021,W01000960,2021 super output areas - lower layer,151,Arrived 2017 to 2019,15
7,2021,W01000960,2021 super output areas - lower layer,151,Arrived 2020 to 2021,0
8,2021,W01000949,2021 super output areas - lower layer,151,Total: All usual residents,1324
9,2021,W01000949,2021 super output areas - lower layer,151,Born in the UK,1290
10,2021,W01000949,2021 super output areas - lower layer,151,Arrived before 1951,0
11,2021,W01000949,2021 super output areas - lower layer,151,Arrived 1951 to 1960,1
12,2021,W01000949,2021 super output areas - lower layer,151,Arrived 1961 to 1970,3
13,2021,W01000949,2021 super output areas - lower layer,151,Arrived 1971 to 1980,5
14,2021,W01000949,2021 super output areas - lower layer,151,Arrived 1981 to 1990,7
15,2021,W01000949,2021 super output areas - lower layer,151,Arrived 1991 to 2000,2
16,2021,W01000949,2021 super output areas - lower layer,151,Arrived 2001 to 2010,8
17,2021,W01000949,2021 super output areas - lower layer,151,Arrived 2011 to 2013,5
18,2021,W01000949,2021 super output areas - lower layer,151,Arrived 2014 to 2016,2
19,2021,W01000949,2021 super output areas - lower layer,151,Arrived 2017 to 2019,1
20,2021,W01000949,2021 super output areas - lower layer,151,Arrived 2020 to 2021,0
21,2021,W01000950,2021 super output areas - lower layer,151,Total: All usual residents,1469
22,2021,W01000950,2021 super output areas - lower layer,151,Born in the UK,1355
23,2021,W01000950,2021 super output areas - lower layer,151,Arrived before 1951,1
24,2021,W01000950,2021 super output areas - lower layer,151,Arrived 1951 to 1960,3
25,2021,W01000950,2021 super output areas - lower layer,151,Arrived 1961 to 1970,4
26,2021,W01000950,2021 super output areas - lower layer,151,Arrived 1971 to 1980,4
27,2021,W01000950,2021 super output areas - lower layer,151,Arrived 1981 to 1990,11
28,2021,W01000950,2021 super output areas - lower layer,151,Arrived 1991 to 2000,10
29,2021,W01000950,2021 super output areas - lower layer,151,Arrived 2001 to 2010,29
30,2021,W01000950,2021 super output areas - lower layer,151,Arrived 2011 to 2013,10
31,2021,W01000950,2021 super output areas - lower layer,151,Arrived 2014 to 2016,9
32,2021,W01000950,2021 super output areas - lower layer,151,Arrived 2017 to 2019,26
33,2021,W01000950,2021 super output areas - lower layer,151,Arrived 2020 to 2021,7
34,2021,W01000951,2021 super output areas - lower layer,151,Total: All usual residents,1794
35,2021,W01000951,2021 super output areas - lower layer,151,Born in the UK,1646
36,2021,W01000951,2021 super output areas - lower layer,151,Arrived before 1951,0
37,2021,W01000951,2021 super output areas - lower layer,151,Arrived 1951 to 1960,0
38,2021,W01000951,2021 super output areas - lower layer,151,Arrived 1961 to 1970,5
39,2021,W01000951,2021 super output areas - lower layer,151,Arrived 1971 to 1980,12
40,2021,W01000951,2021 super output areas - lower layer,151,Arrived 1981 to 1990,17
41,2021,W01000951,2021 super output areas - lower layer,151,Arrived 1991 to 2000,16
42,2021,W01000951,2021 super output areas - lower layer,151,Arrived 2001 to 2010,37
43,2021,W01000951,2021 super output areas - lower layer,151,Arrived 2011 to 2013,5
44,2021,W01000951,2021 super output areas - lower layer,151,Arrived 2014 to 2016,22
45,2021,W01000951,2021 super output areas - lower layer,151,Arrived 2017 to 2019,31
46,2021,W01000951,2021 super output areas - lower layer,151,Arrived 2020 to 2021,3
47,2021,W01000952,2021 super output areas - lower layer,151,Total: All usual residents,1175
48,2021,W01000952,2021 super output areas - lower layer,151,Born in the UK,1080
49,2021,W01000952,2021 super output areas - lower layer,151,Arrived before 1951,2
50,2021,W01000952,2021 super output areas - lower layer,151,Arrived 1951 to 1960,0
51,2021,W01000952,2021 super output areas - lower layer,151,Arrived 1961 to 1970,5
52,2021,W01000952,2021 super output areas - lower layer,151,Arrived 1971 to 1980,10
53,2021,W01000952,2021 super output areas - lower layer,151,Arrived 1981 to 1990,8
54,2021,W01000952,2021 super output areas - lower layer,151,Arrived 1991 to 2000,18
55,2021,W01000952,2021 super output areas - lower layer,151,Arrived 2001 to 2010,24
56,2021,W01000952,2021 super output areas - lower layer,151,Arrived 2011 to 2013,7
57,2021,W01000952,2021 super output areas - lower layer,151,Arrived 2014 to 2016,1
58,2021,W01000952,2021 super output areas - lower layer,151,Arrived 2017 to 2019,16
59,2021,W01000952,2021 super output areas - lower layer,151,Arrived 2020 to 2021,4
60,2021,W01000966,2021 super output areas - lower layer,151,Total: All usual residents,1438
61,2021,W01000966,2021 super output areas - lower layer,151,Born in the UK,1411
62,2021,W01000966,2021 super output areas - lower layer,151,Arrived before 1951,1
63,2021,W01000966,2021 super output areas - lower layer,151,Arrived 1951 to 1960,5
64,2021,W01000966,2021 super output areas - lower layer,151,Arrived 1961 to 1970,0
