,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MIGIND_4_NAME,OBS_VALUE
0,2021,E01006186,2021 super output areas - lower layer,151,Total: All usual residents,2138
1,2021,E01006186,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1743
2,2021,E01006186,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,21
3,2021,E01006186,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,307
4,2021,E01006186,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,67
5,2021,E01006187,2021 super output areas - lower layer,151,Total: All usual residents,2562
6,2021,E01006187,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,2306
7,2021,E01006187,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
8,2021,E01006187,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,240
9,2021,E01006187,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,15
10,2021,E01006189,2021 super output areas - lower layer,151,Total: All usual residents,2305
11,2021,E01006189,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,2092
12,2021,E01006189,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
13,2021,E01006189,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,200
14,2021,E01006189,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,10
15,2021,E01006113,2021 super output areas - lower layer,151,Total: All usual residents,1588
16,2021,E01006113,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1496
17,2021,E01006113,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
18,2021,E01006113,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,85
19,2021,E01006113,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,6
20,2021,E01006114,2021 super output areas - lower layer,151,Total: All usual residents,1677
21,2021,E01006114,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1552
22,2021,E01006114,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
23,2021,E01006114,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,98
24,2021,E01006114,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,24
25,2021,E01006115,2021 super output areas - lower layer,151,Total: All usual residents,1501
26,2021,E01006115,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1398
27,2021,E01006115,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,5
28,2021,E01006115,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,87
29,2021,E01006115,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,11
30,2021,E01006145,2021 super output areas - lower layer,151,Total: All usual residents,2027
31,2021,E01006145,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1846
32,2021,E01006145,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,6
33,2021,E01006145,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,137
34,2021,E01006145,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,38
35,2021,E01006146,2021 super output areas - lower layer,151,Total: All usual residents,1778
36,2021,E01006146,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1681
37,2021,E01006146,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
38,2021,E01006146,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,93
39,2021,E01006146,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,2
40,2021,E01006122,2021 super output areas - lower layer,151,Total: All usual residents,1769
41,2021,E01006122,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1643
42,2021,E01006122,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
43,2021,E01006122,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,120
44,2021,E01006122,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,5
45,2021,E01006123,2021 super output areas - lower layer,151,Total: All usual residents,1663
46,2021,E01006123,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1531
47,2021,E01006123,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,4
48,2021,E01006123,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,119
49,2021,E01006123,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,9
50,2021,E01006124,2021 super output areas - lower layer,151,Total: All usual residents,1469
51,2021,E01006124,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1386
52,2021,E01006124,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
53,2021,E01006124,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,76
