,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MHHLANG_5_NAME,OBS_VALUE
0,2021,E01030348,2021 super output areas - lower layer,151,Main language differs within partnerships,25
1,2021,E01030348,2021 super output areas - lower layer,151,Any other combination of multiple main languages,8
2,2021,E01030349,2021 super output areas - lower layer,151,Total: All households,715
3,2021,E01030349,2021 super output areas - lower layer,151,One-person household,215
4,2021,E01030349,2021 super output areas - lower layer,151,All household members have the same main language,453
5,2021,E01030349,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",10
6,2021,E01030349,2021 super output areas - lower layer,151,Main language differs within partnerships,27
7,2021,E01030349,2021 super output areas - lower layer,151,Any other combination of multiple main languages,10
8,2021,E01030300,2021 super output areas - lower layer,151,Total: All households,772
9,2021,E01030300,2021 super output areas - lower layer,151,One-person household,326
10,2021,E01030300,2021 super output areas - lower layer,151,All household members have the same main language,403
11,2021,E01030300,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",14
12,2021,E01030300,2021 super output areas - lower layer,151,Main language differs within partnerships,21
13,2021,E01030300,2021 super output areas - lower layer,151,Any other combination of multiple main languages,8
14,2021,E01030301,2021 super output areas - lower layer,151,Total: All households,621
15,2021,E01030301,2021 super output areas - lower layer,151,One-person household,151
16,2021,E01030301,2021 super output areas - lower layer,151,All household members have the same main language,419
17,2021,E01030301,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",14
18,2021,E01030301,2021 super output areas - lower layer,151,Main language differs within partnerships,22
19,2021,E01030301,2021 super output areas - lower layer,151,Any other combination of multiple main languages,15
20,2021,E01030302,2021 super output areas - lower layer,151,Total: All households,821
21,2021,E01030302,2021 super output areas - lower layer,151,One-person household,321
22,2021,E01030302,2021 super output areas - lower layer,151,All household members have the same main language,472
23,2021,E01030302,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",5
24,2021,E01030302,2021 super output areas - lower layer,151,Main language differs within partnerships,12
25,2021,E01030302,2021 super output areas - lower layer,151,Any other combination of multiple main languages,11
26,2021,E01030304,2021 super output areas - lower layer,151,Total: All households,690
27,2021,E01030304,2021 super output areas - lower layer,151,One-person household,202
28,2021,E01030304,2021 super output areas - lower layer,151,All household members have the same main language,437
29,2021,E01030304,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",20
30,2021,E01030304,2021 super output areas - lower layer,151,Main language differs within partnerships,16
31,2021,E01030304,2021 super output areas - lower layer,151,Any other combination of multiple main languages,15
32,2021,E01030305,2021 super output areas - lower layer,151,Total: All households,496
33,2021,E01030305,2021 super output areas - lower layer,151,One-person household,52
34,2021,E01030305,2021 super output areas - lower layer,151,All household members have the same main language,394
35,2021,E01030305,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",13
36,2021,E01030305,2021 super output areas - lower layer,151,Main language differs within partnerships,26
37,2021,E01030305,2021 super output areas - lower layer,151,Any other combination of multiple main languages,11
38,2021,E01030306,2021 super output areas - lower layer,151,Total: All households,495
39,2021,E01030306,2021 super output areas - lower layer,151,One-person household,82
40,2021,E01030306,2021 super output areas - lower layer,151,All household members have the same main language,369
41,2021,E01030306,2021 super output areas - lower layer,151,"Main language differs between generations, but not within partnerships",10
42,2021,E01030306,2021 super output areas - lower layer,151,Main language differs within partnerships,22
43,2021,E01030306,2021 super output areas - lower layer,151,Any other combination of multiple main languages,12
