,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,W01001554,2021 super output areas - lower layer,151,Passenger in a car or van,17
1,2021,W01001554,2021 super output areas - lower layer,151,Bicycle,10
2,2021,W01001554,2021 super output areas - lower layer,151,On foot,123
3,2021,W01001554,2021 super output areas - lower layer,151,Other method of travel to work,7
4,2021,W01001576,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,515
5,2021,W01001576,2021 super output areas - lower layer,151,Work mainly at or from home,101
6,2021,W01001576,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
7,2021,W01001576,2021 super output areas - lower layer,151,Train,1
8,2021,W01001576,2021 super output areas - lower layer,151,"Bus, minibus or coach",2
9,2021,W01001576,2021 super output areas - lower layer,151,Taxi,1
10,2021,W01001576,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
11,2021,W01001576,2021 super output areas - lower layer,151,Driving a car or van,287
12,2021,W01001576,2021 super output areas - lower layer,151,Passenger in a car or van,23
13,2021,W01001576,2021 super output areas - lower layer,151,Bicycle,9
14,2021,W01001576,2021 super output areas - lower layer,151,On foot,89
15,2021,W01001576,2021 super output areas - lower layer,151,Other method of travel to work,2
16,2021,W01001577,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,462
17,2021,W01001577,2021 super output areas - lower layer,151,Work mainly at or from home,67
18,2021,W01001577,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
19,2021,W01001577,2021 super output areas - lower layer,151,Train,0
20,2021,W01001577,2021 super output areas - lower layer,151,"Bus, minibus or coach",4
21,2021,W01001577,2021 super output areas - lower layer,151,Taxi,1
22,2021,W01001577,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
23,2021,W01001577,2021 super output areas - lower layer,151,Driving a car or van,254
24,2021,W01001577,2021 super output areas - lower layer,151,Passenger in a car or van,18
25,2021,W01001577,2021 super output areas - lower layer,151,Bicycle,6
26,2021,W01001577,2021 super output areas - lower layer,151,On foot,108
