,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ENGPRF_6_NAME,OBS_VALUE
0,2021,E01021896,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1743
1,2021,E01021896,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),9
2,2021,E01021896,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,8
3,2021,E01021896,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,1
4,2021,E01021896,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
5,2021,E01021896,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
6,2021,E01021897,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1059
7,2021,E01021897,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1049
8,2021,E01021897,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),10
9,2021,E01021897,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,8
10,2021,E01021897,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,1
11,2021,E01021897,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,1
12,2021,E01021897,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
13,2021,E01021898,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1244
14,2021,E01021898,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1223
15,2021,E01021898,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),21
16,2021,E01021898,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,5
17,2021,E01021898,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,8
18,2021,E01021898,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,7
19,2021,E01021898,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
20,2021,E01021901,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1883
21,2021,E01021901,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1877
22,2021,E01021901,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),6
23,2021,E01021901,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,5
24,2021,E01021901,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,1
25,2021,E01021901,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
26,2021,E01021901,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
27,2021,E01021904,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1945
28,2021,E01021904,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1937
29,2021,E01021904,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),8
30,2021,E01021904,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,4
31,2021,E01021904,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,4
32,2021,E01021904,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
33,2021,E01021904,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
34,2021,E01021905,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1215
